mean_ThermalConductivity,wtd_mean_FusionHeat,wtd_mean_ThermalConductivity
107.756645,3.84685714285714,61.0151885714286
172.205316,3.79685714285714,61.3723314285714
107.756645,3.82257142857143,60.94376
107.756645,3.83471428571429,60.9794742857143
107.756645,3.87114285714286,61.0866171428571
107.756645,3.91971428571429,61.2294742857143
107.756645,4.04114285714286,61.5866171428571
112.006645,3.82257142857143,61.1866171428571
112.006645,3.83471428571429,61.34376
112.006645,3.84685714285714,61.5009028571429
112.006645,3.87114285714286,61.8151885714286
87.865316,3.40785714285714,44.2994742857143
172.205316,3.80971428571429,61.1580457142857
172.205316,3.79685714285714,61.3723314285714
172.205316,3.75828571428571,62.0151885714286
172.205316,3.694,63.0866171428571
127.005316,5.27107692307692,103.398927692308
107.756645,3.83471428571429,60.9794742857143
112.006645,3.83471428571429,61.34376
112.006645,3.81042857142857,61.0294742857143
112.006645,3.82257142857143,61.1866171428571
112.006645,3.85292857142857,61.5794742857143
112.006645,3.859,61.6580457142857
112.006645,3.87114285714286,61.8151885714286
112.006645,3.88328571428571,61.9723314285714
112.006645,3.89542857142857,62.1294742857143
112.006645,3.84078571428571,61.4223314285714
153.256645,3.84628571428571,64.8794742857143
114.256645,7.8811,72.101329
114.256645,7.1955,118.456645
114.256645,7.50244444444444,72.4473977777778
84.1710966666667,7.1325,117.371645
108.756645,7.56066666666667,139.20886
108.756645,7.56066666666667,139.20886
108.256645,9.09066666666667,138.842193333333
108.756645,8.134,139.225526666667
108.756645,7.98733333333333,139.242193333333
108.756645,7.84066666666667,139.25886
108.756645,7.694,139.275526666667
107.756645,4.858,96.0912353846154
108.756645,9.56028571428571,179.003797142857
108.756645,4.64470588235294,74.7450470588235
108.756645,4.65283333333333,71.0821716666667
108.756645,4.67257142857143,62.1866171428571
108.756645,6.98733333333333,139.20886
108.006645,4.4572,83.295948
107.256645,4.5132,83.055948
107.256645,4.6012,83.055948
108.506645,5.0732,83.455948
108.256645,5.3052,83.375948
108.756645,5.0572,83.535948
108.506645,5.4732,83.455948
108.756645,9.44745454545454,189.820598181818
107.756645,9.146,178.432368571429
107.256645,9.97472727272727,188.729689090909
108.756645,9.56028571428571,179.003797142857
108.756645,4.5572,83.555948
108.756645,8.0105,108.806645
108.756645,7.81771428571429,121.836165714286
87.865316,3.6395,52.6930457142857
112.006645,3.83471428571429,61.34376
94.005316,7.1255,117.156645
112.006645,3.88328571428571,61.9723314285714
108.756645,7.56066666666667,139.20886
114.256645,4.3292,85.295948
108.506645,7.884,61.7866171428571
108.756645,4.17466666666667,69.5343866666667
107.756645,3.83471428571429,60.9794742857143
112.006645,3.83471428571429,61.34376
94.005316,3.88685714285714,58.8009028571429
95.805316,3.86071428571429,60.97376
108.405316,3.85742857142857,61.06376
91.145316,3.84714285714286,60.3800457142857
105.405316,3.85185714285714,59.2080457142857
109.605316,3.869,59.3580457142857
107.805316,3.87614285714286,59.29376
113.605316,3.83864285714286,61.1009028571429
92.205316,3.85542857142857,61.5009028571429
93.005316,3.85828571428571,61.5580457142857
92.205316,3.87828571428571,61.5009028571429
91.805316,3.89971428571429,61.4723314285714
102.805316,5.25838461538462,92.6950815384615
102.805316,5.26646153846154,88.9912353846154
102.805316,5.25192307692308,95.6581584615385
102.805316,5.25353846153846,94.9173892307692
102.805316,5.25676923076923,93.4358507692308
108.756645,5.25030769230769,96.3989276923077
87.046316,5.36630769230769,96.4126523076923
87.007096,5.47938461538462,96.3975676923077
108.756645,5.25030769230769,96.3989276923077
108.756645,5.25030769230769,96.3989276923077
107.256645,5.14261538461539,95.9373892307692
108.756645,5.25030769230769,96.3989276923077
108.756645,5.25030769230769,96.3989276923077
108.756645,5.25030769230769,96.3989276923077
108.756645,5.25030769230769,96.3989276923077
108.506645,5.29114285714286,89.44376
89.205316,4.80114285714286,89.1294742857143
108.756645,5.25030769230769,96.3989276923077
108.756645,5.25030769230769,96.3989276923077
108.756645,5.25030769230769,96.3989276923077
97.805316,5.07729032258065,57.9186593548387
107.756645,4.3982,83.165948
107.756645,4.3932,83.215948
107.756645,2.53544444444444,46.2817844444444
107.756645,4.3832,83.315948
107.756645,4.3782,83.365948
107.756645,4.3732,83.415948
107.756645,4.3882,83.265948
108.756645,4.57986666666667,83.5492813333333
110.756645,5.04261538461538,68.1681584615385
110.756645,8.0555,110.756645
108.256645,10.7745714285714,178.718082857143
108.506645,10.3602857142857,178.86094
107.256645,9.36028571428571,178.146654285714
108.756645,5.28928682170543,97.1460001550387
108.006645,9.35314285714286,178.289511428571
107.256645,9.50314285714286,177.646654285714
108.756645,9.80314285714286,178.932368571429
114.256645,9.01028571428571,183.646654285714
108.756645,5.25030769230769,96.3989276923077
105.205316,5.32915384615385,90.45662
134.005316,5.24107692307692,95.7643123076923
134.005316,5.23184615384615,95.1296969230769
112.006645,3.83471428571429,61.34376
107.805316,3.84935714285714,60.2401885714286
107.805316,3.864,59.1366171428571
134.005316,5.23,95.0027738461539
134.005316,5.22815384615385,94.8758507692308
134.005316,5.22630769230769,94.7489276923077
134.005316,5.22538461538462,94.6854661538462
134.005316,5.21707692307692,94.1143123076923
108.756645,5.25030769230769,96.3989276923077
108.756645,5.328875,97.904745625
108.256645,5.90415384615385,96.2450815384615
87.041416,5.20031354642313,95.3737694063927
87.041416,5.08322255192878,92.9727522255193
87.041416,4.91514285714286,89.5261828571429
108.756645,4.57986666666667,83.5492813333333
108.006645,5.05161832061069,95.4342532824428
107.256645,5.11251987767584,95.3507787767584
107.256645,5.29750702028081,97.2840308580343
108.506645,5.80563493312352,98.5191464830842
108.256645,5.9839344773791,97.5960433385335
108.756645,5.81630830039526,99.065356284585
114.256645,5.07392761605035,100.328745224233
108.506645,6.06569230769231,96.3220046153846
108.756645,5.36099371069182,98.5203315723271
108.756645,4.86242553191489,95.2272274164134
107.756645,4.98691228070175,95.2852009000763
112.006645,3.83471428571429,61.34376
112.006645,3.83471428571429,61.34376
105.205316,5.43244689221086,93.9927683713611
111.005316,4.89239631336406,78.6440906298003
173.005316,5.34531126871552,99.1007159968479
101.205316,5.54814516129032,98.461944516129
107.005316,5.40355971896956,90.8166076502732
105.205316,5.40619496855346,96.2643149371069
88.545316,5.29163565891473,87.9315117829457
102.805316,5.25870769230769,92.5469276923077
102.805316,9.59089743589744,164.688544159544
108.756645,5.28928682170543,97.1460001550387
104.005316,5.36199515347334,97.3041285945073
104.005316,5.26740506329114,94.4149863924051
102.805316,5.25838461538462,92.6950815384615
102.805316,5.25838461538462,92.6950815384615
102.805316,5.26646153846154,88.9912353846154
108.756645,5.25030769230769,96.3989276923077
102.805316,5.25273076923077,95.2877738461539
102.805316,5.25273076923077,95.2877738461539
102.805316,5.25596153846154,93.8062353846154
87.010856,8.57974440894569,160.134112779553
87.010856,5.13237148217636,94.0485213133208
87.010856,9.47341636003397,177.332070223606
87.010856,9.47341636003397,177.332070223606
87.010856,9.34611304954641,174.882226168876
87.010856,9.5390763968073,178.595641847206
87.010856,9.51664723446609,178.164011673539
87.010856,9.49432624113475,177.734463120567
108.756645,9.56028571428571,179.003797142857
