range_atomic_mass,range_atomic_radius,wtd_gmean_atomic_radius,wtd_mean_atomic_radius,wtd_range_atomic_mass,wtd_std_Valence,wtd_std_atomic_radius
122.90607,205.0,84.528422716633,105.514285714286,31.7949208571429,0.43705881545081,69.2355694829807
122.90607,205.0,84.3701669575628,104.971428571429,36.161939,0.468606270481621,68.0088169554027
122.90607,205.0,84.214573243296,104.685714285714,35.741099,0.444696640464954,67.797712320685
122.90607,205.0,84.371352045645,105.1,33.7680099285714,0.440952123830019,68.5216649785203
122.90607,205.0,84.8434418389765,106.342857142857,27.8487427142857,0.428809457708675,70.6344484378724
122.90607,205.0,85.4770064830415,108.0,20.6874578571429,0.410325903324145,73.3241336220795
122.90607,205.0,87.0816940804888,112.142857142857,10.7656385714286,0.349927106111883,79.5009947312944
122.90607,171.0,84.0411284062601,104.2,36.451199,0.444696640464954,66.8485708790504
122.90607,171.0,84.1108347003322,104.371428571429,34.8331599285714,0.440952123830019,67.1114577035996
122.90607,171.0,84.1805988109463,104.542857142857,33.2151208571429,0.43705881545081,67.3728825724597
122.90607,171.0,84.3203006736596,104.885714285714,29.9790427142857,0.428809457708675,67.8914139021471
184.5906,205.0,85.4452754722102,107.457142857143,27.8487427142857,0.428809457708675,71.4360224685169
122.90607,205.0,84.2923341994797,104.828571428571,36.9324261428571,0.456863754084211,67.9034969494148
122.90607,205.0,84.3701669575628,104.971428571429,36.161939,0.468606270481621,68.0088169554027
122.90607,205.0,84.604096706509,105.4,35.741099,0.501579138973165,68.3220106763343
122.90607,205.0,84.9954218594123,106.114285714286,35.741099,0.550324579550235,68.8349045298434
121.3276,205.0,88.773920134718,112.269230769231,14.3039615384615,0.266469355010596,76.0169807407973
122.90607,205.0,84.371352045645,105.1,33.7680099285714,0.440952123830019,68.5216649785203
122.90607,171.0,84.1108347003322,104.371428571429,34.8331599285714,0.440952123830019,67.1114577035996
122.90607,171.0,83.9714798808151,104.028571428571,38.0692380714286,0.448296093843234,66.5842047825955
122.90607,171.0,84.0411284062601,104.2,36.451199,0.444696640464954,66.8485708790504
122.90607,171.0,84.2155025624409,104.628571428571,32.4061013214286,0.435055122006021,67.5030520851934
122.90607,171.0,84.2504207860572,104.714285714286,31.5970817857143,0.433012701892219,67.6328624385561
122.90607,171.0,84.3203006736596,104.885714285714,29.9790427142857,0.428809457708675,67.8914139021471
122.90607,171.0,84.3902385217879,105.057142857143,28.3610036428571,0.424444414764159,68.1485532210512
122.90607,171.0,84.4602343785162,105.228571428571,26.7429645714286,0.419912527334259,68.4042963204947
122.90607,171.0,84.1457095255752,104.457142857143,34.0241403928571,0.439024312468883,67.2423518145448
122.90607,147.0,83.8926458753647,103.835714285714,35.8519170714286,0.440952123830019,66.2890435586332
157.0546,205.0,198.352312330435,207.15,137.64323,0.4,43.9798533421839
157.0546,205.0,136.98315808856,160.8,73.87445,0.49749371855331,73.1700758507192
157.0546,205.0,181.219651013795,197.555555555556,113.591622222222,0.471404520791032,59.4308395646404
157.0546,205.0,136.087885476593,159.415,69.64877,0.49749371855331,72.1835353456728
121.3276,205.0,117.942944397716,143.2,22.1322666666667,0.339934634239519,77.8744288368568
121.3276,205.0,117.942944397716,143.2,22.1322666666667,0.339934634239519,77.8744288368568
151.2596,205.0,118.506245730901,144.166666666667,22.5433666666667,0.372677996249965,78.5693253686761
152.93481,205.0,118.928800812623,145.05,24.42105,0.321022671404304,79.7198061964528
152.93481,205.0,119.188173805294,145.566666666667,26.7098333333333,0.3,80.3150809139991
152.93481,205.0,119.448112467077,146.083333333333,28.9986166666667,0.276385399196283,80.9026764424735
152.93481,205.0,119.708618031648,146.6,31.2874,0.249443825784929,81.4827589125454
122.90607,205.0,89.1103875506215,113.230769230769,12.5121692307692,0.266469355010596,77.7423296697829
121.3276,205.0,153.255987081769,171.571428571429,36.9506571428571,0.349927106111883,67.9114068744969
121.3276,205.0,84.8392162014041,109.494117647059,11.0197317647059,0.291992321082138,79.6443009340924
121.3276,205.0,85.9119783204056,111.316666666667,11.708465,0.3,80.9476150908036
121.3276,205.0,88.5740717009294,115.742857142857,14.4637714285714,0.318157963590287,83.8639520233789
128.2426,205.0,117.492320189674,142.4,22.1322666666667,0.339934634239519,77.191363938375
135.9646,205.0,82.8861111340075,106.64,6.8796,0.271293199325011,78.5192358597561
141.2506,205.0,82.943294039386,106.8,6.8796,0.271293199325011,78.7741074211571
146.5006,205.0,82.7994769210393,106.4,6.8796,0.271293199325011,78.1424340547439
148.93092,205.0,82.7411362418573,106.24,6.8796,0.271293199325011,77.8949446369917
151.2596,205.0,82.7411362418573,106.24,6.8796,0.271293199325011,77.8949446369917
152.93481,205.0,82.6230158715422,105.92,6.8796,0.271293199325011,77.4090020604839
158.9674,205.0,82.4725806185569,105.52,6.8796,0.271293199325011,76.8188101964617
128.2426,205.0,162.697076903296,176.727272727273,35.9983272727273,0.385694607919935,60.8800473495977
134.3606,205.0,155.809792454347,175.285714285714,36.9506571428571,0.349927106111883,70.6757470741541
141.2506,205.0,166.381474419379,181.636363636364,35.9983272727273,0.385694607919935,64.0486643495294
121.3276,205.0,153.255987081769,171.571428571429,36.9506571428571,0.349927106111883,67.9114068744969
121.3276,205.0,82.61052220892,105.94,13.891429,0.237486841740758,77.6016520442703
121.3276,205.0,140.234748008223,166.55,37.19825,0.4,79.2770300906889
121.3276,205.0,130.206919524324,156.542857142857,30.7414,0.376883027379226,79.5229860236803
184.5906,205.0,85.1438269044902,106.9,29.4358284285714,0.428809457708675,71.0385509022088
122.90607,171.0,84.1108347003322,104.371428571429,34.8331599285714,0.440952123830019,67.1114577035996
157.0546,205.0,136.097847430593,159.45,65.22175,0.49749371855331,72.2720381613802
122.90607,171.0,84.3902385217879,105.057142857143,28.3610036428571,0.424444414764159,68.1485532210512
121.3276,205.0,117.942944397716,143.2,22.1322666666667,0.339934634239519,77.8744288368568
157.0546,205.0,82.6230158715422,105.92,6.8796,0.271293199325011,77.4090020604839
158.9674,205.0,86.8841694324096,111.171428571429,41.0678342857143,0.43705881545081,76.8015943712055
121.3276,205.0,74.140904461547,92.1833333333333,11.0470941666667,0.357071421427142,65.9607185292041
122.90607,205.0,84.371352045645,105.1,33.7680099285714,0.440952123830019,68.5216649785203
122.90607,171.0,84.1108347003322,104.371428571429,34.8331599285714,0.440952123830019,67.1114577035996
122.90607,171.0,84.2971795499032,104.764285714286,35.3766422857143,0.460478898893891,67.5561788137722
122.90607,171.0,84.200435277031,104.58,35.6457758571429,0.449060243220012,67.4023369666915
122.90607,171.0,84.1968657632729,104.572857142857,35.6442692857143,0.459245165950584,67.3955624258295
122.90607,171.0,84.2057775348207,104.588571428571,35.5615835857143,0.446629097821009,67.4057385069956
122.90607,171.0,84.2245779811464,104.621428571429,35.3196565714286,0.440952123830019,67.4264115120162
122.90607,171.0,84.2089524709051,104.592857142857,35.2975980357143,0.460478898893891,67.4054784153941
