wtd_mean_atomic_radius,wtd_range_FusionHeat,wtd_range_atomic_mass,wtd_range_fie
105.514285714286,1.74457142857143,31.7949208571429,735.985714285714
104.971428571429,1.59571428571429,36.161939,743.164285714286
104.685714285714,1.75714285714286,35.741099,743.164285714286
105.1,1.74457142857143,33.7680099285714,739.575
106.342857142857,1.74457142857143,27.8487427142857,728.807142857143
108.0,1.74457142857143,20.6874578571429,714.45
112.142857142857,1.74457142857143,10.7656385714286,678.557142857143
104.2,1.75714285714286,36.451199,742.5
104.371428571429,1.74457142857143,34.8331599285714,738.578571428571
104.542857142857,1.74457142857143,33.2151208571429,734.657142857143
104.885714285714,1.74457142857143,29.9790427142857,726.814285714286
107.457142857143,1.43185714285714,27.8487427142857,728.807142857143
104.828571428571,1.69714285714286,36.9324261428571,745.125
104.971428571429,1.59571428571429,36.161939,743.164285714286
105.4,1.59571428571429,35.741099,743.164285714286
106.114285714286,1.59571428571429,35.741099,743.164285714286
112.269230769231,2.90353846153846,14.3039615384615,684.384615384615
105.1,1.74457142857143,33.7680099285714,739.575
104.371428571429,1.74457142857143,34.8331599285714,738.578571428571
104.028571428571,1.81428571428571,38.0692380714286,746.421428571428
104.2,1.75714285714286,36.451199,742.5
104.628571428571,1.74457142857143,32.4061013214286,732.696428571428
104.714285714286,1.74457142857143,31.5970817857143,730.735714285714
104.885714285714,1.74457142857143,29.9790427142857,726.814285714286
105.057142857143,1.74457142857143,28.3610036428571,722.892857142857
105.228571428571,1.74457142857143,26.7429645714286,718.971428571428
104.457142857143,1.74457142857143,34.0241403928571,736.617857142857
103.835714285714,1.74457142857143,35.8519170714286,737.712857142857
207.15,6.1489,137.64323,457.275
160.8,3.4095,73.87445,303.15
197.555555555556,5.10866666666667,113.591622222222,346.166666666667
159.415,3.235,69.64877,325.53
143.2,4.29266666666667,22.1322666666667,355.646666666667
143.2,4.29266666666667,22.1322666666667,355.646666666667
144.166666666667,4.29266666666667,22.5433666666667,353.95
145.05,4.29266666666667,24.42105,368.983333333333
