superconduct/table35.gmean_fie,superconduct/table35.mean_fie
727.009147122647,730.65
838.584884977272,891.65
771.891022146416,816.36
694.260168742105,726.442857142857
822.540740093838,860.62
752.670059962777,763.2
734.219624171273,787.05
732.889533225699,754.42
753.41604423429,777.0
622.088996848522,628.15
744.894599675854,786.82
734.219624171273,787.05
600.776668376594,605.866666666667
760.325724702929,760.833333333333
763.150297669287,785.133333333333
771.891022146416,816.36
695.00800677857,730.657142857143
672.534941135036,723.74
709.510179381666,710.6
737.212686914492,769.966666666667
700.521498599436,711.1
893.81906477511,899.833333333333
729.399694442112,771.38
714.364318352418,754.2
667.743306224318,709.6
741.629348855485,794.0
706.171494751806,707.95
726.276975830068,781.2
707.571377904226,738.942857142857
727.545492050633,742.18
804.315520928665,843.5
759.413629570968,767.766666666667
679.045117732386,687.766666666667
669.370779165031,670.55
1041.44817441868,1042.35
841.176143869864,890.566666666667
714.946183650756,773.025
862.020391904407,874.4
844.900964610645,849.75
627.612109507138,630.0
717.391974269734,759.057142857143
822.048464506689,865.14
782.426574553118,796.5
739.396277127473,770.614285714286
607.53888764424,616.25
713.29264967824,771.8
868.399896384981,868.4
841.283927239286,851.625
713.839445747171,718.233333333333
905.8,905.8
765.715174475879,810.8
741.629348855485,794.0
674.697396698269,725.46
870.218046417038,875.7
708.714107174427,733.633333333333
679.192935234654,718.666666666667
728.706195939077,731.9
931.454897391478,960.033333333333
771.128202952602,818.8
661.38925088692,702.7
755.024994731199,761.633333333333
690.328114777212,738.22
805.228134980334,848.06
763.06180897189,809.48
852.858789145939,856.166666666667
781.483207751268,831.2
828.680478167292,839.85
672.534941135036,723.74
708.3233403671,753.08
711.942394390792,755.0
713.746168891336,748.933333333333
666.094387851699,673.233333333333
800.37127572111,852.34
651.248984644122,651.25
640.409361034902,648.1
688.951485955288,689.6
770.024056063059,811.866666666667
660.891519501663,703.766666666667
730.375659804865,772.68
692.541331131983,740.52
734.615272701362,776.88
734.219624171273,787.05
793.600819051996,798.75
674.175712902917,715.333333333333
794.176188935487,859.466666666667
813.441393094794,818.15
740.367976076761,745.55
838.397474876588,853.066666666667
740.540285254181,782.44
836.728309410775,921.85
799.341426931621,857.02
765.715174475879,810.8
732.368999670746,750.733333333333
714.744685812163,750.1
753.9876815907,796.95
700.27716670327,711.733333333333
752.56125332095,760.25
704.283309941666,736.385714285714
724.049570486078,766.76
733.513183093207,787.375
868.1,868.1
714.827671540491,718.05
698.525770140285,744.8
1085.7,1085.7
739.16026612948,771.85
736.138615188467,769.1
704.842215687455,712.175
724.00751888819,819.433333333333
741.629348855485,794.0
717.965297907083,736.0
702.776706278068,740.516666666667
742.169056298114,774.371428571429
726.276975830068,781.2
819.8,819.8
677.234721776554,717.75
685.129038940841,685.95
723.246139987131,741.475
681.288111836985,730.84
744.08931198901,773.533333333333
729.898173296926,772.16
692.541331131983,740.52
765.092463732759,765.533333333333
627.287720211863,628.366666666667
740.399332713733,779.88
702.48013095726,739.916666666667
717.928615900725,752.466666666667
741.629348855485,794.0
734.219624171273,787.05
690.338305453909,708.575
654.033130841009,698.266666666667
818.264352150331,818.4
697.699401960858,743.8
732.739085042325,770.942857142857
691.276745824692,691.566666666667
662.489980161944,705.083333333333
854.519571893459,862.2
811.166340736237,820.666666666667
734.219624171273,787.05
817.398177145019,850.55
692.541331131983,740.52
822.540740093838,860.62
722.301228743055,766.15
551.569167139579,552.2
681.319781848294,690.366666666667
734.615272701362,776.88
700.20973959447,757.05
699.320041763905,731.757142857143
717.965297907083,736.0
680.734691344579,681.35
838.584884977272,891.65
670.248157806516,711.8
604.514441514841,611.4
771.891022146416,816.36
716.386472861389,753.916666666667
719.263581727867,719.35
698.323034681193,704.9
815.718121267982,818.866666666667
676.198477502186,726.64
703.91108178806,749.02
757.093664506591,778.64
812.30709094529,814.1
765.715174475879,810.8
771.994922263094,774.25
740.399332713733,779.88
669.370779165031,670.55
721.97557642793,751.566666666667
721.969756280533,805.466666666667
817.558984171352,829.325
732.739085042325,770.942857142857
965.314277562219,1047.22
800.087549806982,801.866666666667
730.929064330867,772.86
757.357867439219,775.86
698.031441659187,736.55
961.864456543647,1045.3
787.251471507194,830.575
662.661893544278,705.2
723.183072644525,752.1
690.328114777212,738.22
793.883416205739,815.85
680.273754808556,741.9
739.885226648753,782.78
735.348988683478,770.383333333333
613.361940456041,614.4
668.644632870328,712.871428571429
922.467756540476,973.96
741.629348855485,794.0
789.967999351873,802.0
720.750466859291,739.75
966.755510363625,1067.4
714.946183650756,773.025
740.399332713733,779.88
741.629348855485,794.0
875.86103256243,884.866666666667
717.928615900725,752.466666666667
700.27716670327,711.733333333333
741.629348855485,794.0
781.158302353314,821.216666666667
601.062993927686,602.0
986.453652853796,1059.6
728.297332383956,782.675
783.844635520963,827.5
744.894599675854,786.82
645.585426558441,648.0
697.699401960858,743.8
800.023644827187,802.466666666667
946.2,946.2
663.564845891161,699.014285714286
686.98793299265,735.32
660.891519501663,703.766666666667
730.887622404089,784.575
697.699401960858,743.8
714.946183650756,773.025
745.091012254164,787.02
705.366436731606,750.64
741.629348855485,794.0
734.219624171273,787.05
586.791335255955,652.266666666667
752.56125332095,760.25
714.752811795435,723.8
765.715174475879,810.8
666.244246929118,708.6
745.091012254164,787.02
727.098982025993,777.325
808.929243833275,866.4
710.530228868002,734.0
623.416605220372,656.575
768.205363167949,776.45
653.938666848811,653.95
750.705771927652,819.6
623.416605220372,656.575
740.399332713733,779.88
653.938666848811,653.95
702.696738624533,740.083333333333
734.08458142862,777.76
661.261678044698,677.8
740.399332713733,779.88
789.967999351873,802.0
740.540285254181,782.44
778.60189379414,790.7
873.396370367753,971.2
735.158015772234,788.7
692.484778858646,732.5
814.555957780342,879.6
717.928615900725,752.466666666667
734.219624171273,787.05
657.906331415967,701.35
816.449953070715,883.671428571429
672.132844012253,672.25
778.856738336498,793.1
966.755510363625,1067.4
617.980582219215,631.25
1068.88855497357,1126.06666666667
764.214900466709,773.066666666667
727.516610901601,770.483333333333
619.697765043574,621.15
699.48000686224,700.45
751.302489014911,802.8
636.889544680533,672.366666666667
818.142554732894,836.466666666667
778.856738336498,793.1
702.670227381685,735.157142857143
826.715503490657,863.32
921.011630745757,941.933333333333
697.660204589792,744.06
745.091012254164,787.02
738.718692946932,752.575
747.36961095849,797.15
862.020391904407,874.4
619.381166972325,625.2
623.956288533099,630.3
755.024994731199,761.633333333333
765.779664420376,830.266666666667
688.274127036429,735.94
768.106411898768,768.75
779.892313079184,780.15
748.164227897057,768.975
692.541331131983,740.52
693.520263697578,727.028571428571
738.256121189595,778.3
734.219624171273,787.05
771.891022146416,816.36
688.019540642714,735.74
662.748516101976,666.933333333333
688.274127036429,735.94
877.923176729778,951.975
736.138615188467,769.1
754.869077643659,792.816666666667
894.367457104483,966.5
734.615272701362,776.88
753.622589034708,789.014285714286
786.0,786.0
668.05180859733,709.683333333333
637.363861675617,668.2
663.564845891161,699.014285714286
741.629348855485,794.0
856.994268380308,893.06
853.233129179587,856.5
674.697396698269,725.46
726.596497025721,781.9
1213.4084252183,1217.3
771.326000133607,799.025
761.818399207255,807.55
870.311209550004,938.814285714286
741.629348855485,794.0
691.818864460184,708.95
661.30171631412,744.25
896.83885227748,969.525
771.891022146416,816.36
826.715503490657,863.32
733.177356445362,786.275
682.833214499688,722.9
806.949521572776,867.566666666667
741.629348855485,794.0
694.428333235331,706.0
741.629348855485,794.0
764.124350218377,775.175
725.893089224673,771.96
673.515335242742,673.966666666667
784.084446982594,788.15
781.483207751268,831.2
748.830051251102,756.5
672.249919474645,682.775
736.138615188467,769.1
744.894599675854,786.82
749.23160638083,782.0
739.129589643532,781.46
800.025789048856,857.466666666667
873.656260709467,961.1
717.928615900725,752.466666666667
788.630116148005,810.066666666667
1026.46458779638,1057.4
692.541331131983,740.52
688.675884386996,736.72
740.399332713733,779.88
676.792973348339,697.575
696.953415447008,706.8
723.183072644525,752.1
708.092550170511,711.5
741.629348855485,794.0
743.320479425333,776.25
728.058342442417,731.6
759.386857932108,766.3
758.221294974031,805.625
662.323183951762,668.6
876.648162035375,885.6
696.313849401554,743.42
708.641979880737,768.4
841.05447304112,872.82
648.984807218166,652.05
650.184858328768,654.6
728.828770624619,783.65
714.746444059486,717.3
690.717285227674,723.271428571429
811.760042910683,853.1
752.00257337089,801.3
706.171494751806,707.95
702.115183963558,747.78
700.026125225245,745.5
718.15289995213,775.425
683.947106017276,718.514285714286
702.951641295474,705.1
696.313849401554,743.42
692.541331131983,740.52
695.27831385212,702.433333333333
831.170151425455,897.46
734.615272701362,776.88
740.540285254181,782.44
699.522720090324,737.666666666667
675.648000071043,676.15
725.72291043721,761.05
745.091012254164,787.02
734.219624171273,787.05
718.15289995213,775.425
698.335299442564,745.0
557.307276105382,557.55
969.690878575021,1047.9
865.88837824699,966.0
696.313849401554,743.42
734.256366327324,775.4
805.286418352743,850.28
710.166177735888,711.8
623.416605220372,656.575
713.746168891336,748.933333333333
702.62807296406,735.0
663.751809830507,734.25
692.217182243817,739.02
741.629348855485,794.0
771.891022146416,816.36
707.19061786763,708.9
735.708157994253,776.75
740.399332713733,779.88
745.486816801767,790.816666666667
817.027711227963,860.56
698.118266597506,744.02
982.66193634097,1060.9
782.957366282577,796.8
702.489081765688,704.6
781.483207751268,831.2
804.355294618489,817.375
741.629348855485,794.0
734.219624171273,787.05
670.986781914794,679.133333333333
672.534941135036,723.74
656.324411182883,659.5
735.158015772234,788.7
727.545492050633,742.18
765.715174475879,810.8
664.469460140029,706.683333333333
711.078756531285,746.733333333333
865.88837824699,966.0
718.15289995213,775.425
747.36961095849,797.15
741.629348855485,794.0
690.328114777212,738.22
768.106411898768,768.75
659.17835440293,674.833333333333
847.809235618485,859.25
810.518565275575,894.2
692.541331131983,740.52
741.629348855485,794.0
737.958059162096,778.533333333333
661.647126495688,661.65
779.808572254379,839.966666666667
729.372111418495,771.7
765.779664420376,830.266666666667
969.690878575021,1047.9
771.891022146416,816.36
739.129589643532,781.46
739.129589643532,781.46
661.930902738345,668.15
745.486816801767,790.816666666667
713.839445747171,718.233333333333
710.21289765816,711.85
865.88837824699,966.0
735.33044182685,763.585714285714
771.891022146416,816.36
789.967999351873,802.0
736.138615188467,769.1
720.007341366741,754.516666666667
717.928615900725,752.466666666667
768.106411898768,768.75
647.895943339355,650.166666666667
675.217213595007,716.15
770.593404032042,817.12
740.399332713733,779.88
855.899949429322,896.85
741.629348855485,794.0
541.1,541.1
658.684179717615,671.425
632.20762271322,633.5
668.501456884176,706.0
745.091012254164,787.02
687.481901310094,727.25
698.118266597506,744.02
844.900964610645,849.75
969.690878575021,1047.9
735.158015772234,788.7
777.296939412949,801.333333333333
718.15289995213,775.425
669.525832991432,672.233333333333
838.584884977272,891.65
793.83197214524,814.9
658.164714399934,673.7
708.3233403671,753.08
1049.68234044691,1082.43333333333
762.531699054043,788.233333333333
549.485031643265,549.55
551.569167139579,552.2
747.36961095849,797.15
704.48265777601,741.233333333333
771.891022146416,816.36
543.992270165671,544.0
662.748516101976,666.933333333333
730.702157771626,773.0
783.43843363223,802.775
741.629348855485,794.0
779.506923244659,817.95
684.758336175101,733.18
731.040719484406,785.4
702.2,702.2
651.248984644122,651.25
733.544320233598,787.4
765.715174475879,810.8
718.15289995213,775.425
745.010771542231,757.166666666667
736.595609239425,778.56
731.304430481212,761.133333333333
734.219624171273,787.05
741.629348855485,794.0
789.217512208822,853.533333333333
