superconduct/table29.mean_Density,superconduct/table29.wtd_entropy_Density,superconduct/table29.wtd_mean_Density,superconduct/table29.wtd_range_atomic_mass
8265.0,0.537621726459267,5258.6,32.4383
6501.35725,1.08198161901193,3575.6145,26.33205
4816.6858,0.886765135428884,2941.26176923077,20.7248923076923
5180.48985714286,1.29590445180808,2780.00023076923,11.9385384615385
5828.4858,1.33988311590916,5137.55725,31.2270625
6012.75,1.04471889860928,5791.44,27.6113122
4434.35725,0.766422286594084,2964.98971428571,35.0596853985714
6182.6,1.23120846603329,5662.88333333333,23.0870666666667
6568.5,1.31693463157832,4896.75,30.7547425
8743.0,0.42790343583739,10041.5,120.6736325
5168.6858,0.951238523495905,2970.03782352941,20.5738406153251
4434.35725,0.791445302359929,2936.35942857143,33.2151208571429
8816.33333333333,0.865848733129569,7955.57142857143,67.3120714285714
4386.0,0.669255596577901,2262.66533333333,7.57456066666667
11477.6666666667,0.882969906021373,11477.6666666667,39.0984666666667
4816.6858,0.859222613427299,2946.16176923077,20.9009153846154
3369.06128571429,1.00395080161653,4915.347,24.5783928571429
5224.2858,0.97409208114193,3150.26588271605,18.4743123070988
7067.66666666667,0.580293865725005,8205.325,67.864035
6528.73816666667,1.42038860876985,2996.03085714286,9.97335714285714
9273.5,0.403185371053647,10704.8888888889,131.907011111111
7809.66666666667,0.764999724197397,7619.06666666667,47.48996
5323.0858,1.09988632047277,3166.74309090909,32.4704727272727
3672.23816666667,1.06789671934063,2675.38484615385,16.4859769230769
4954.5715,0.975158435654562,3258.27715384615,20.9730846153846
4235.85725,0.812742640838855,2998.57165625,14.51157421875
6703.5,0.230473028425672,4647.576,44.44939376
5572.60725,0.836141109574179,3179.00942857143,34.2373932142857
5938.77557142857,1.48750951464845,5811.11908333333,30.0137766666667
6994.2,1.11587886256069,6169.9424,29.4856904
4468.4858,1.37563362503138,3121.910875,15.905225
16540.6666666667,0.814771852020921,16535.6666666667,66.4732166666667
5794.66666666667,0.964867713423576,5762.72727272727,27.6704009090909
7677.5,0.341604511125381,9241.66666666667,52.394696
2110.0,0.690618150422936,2110.0,10.02715
10367.143,0.434505059792498,5304.48534883721,31.5911162790698
4870.35725,0.882746920256712,3147.69253846154,12.5121692307692
2152.66666666667,0.744649731192049,2210.53333333333,7.57319586666667
6346.5,0.66389649173122,6346.5,11.5575
11795.0,0.670059444042393,11290.0,4.47666666666666
3297.63271428571,0.981936663779484,2750.02176923077,15.3521553846154
9405.0858,1.25254028403936,3633.70799159664,30.7362905162065
5412.0,1.28324905425045,4913.06666666667,15.6062366666667
5371.91842857143,1.36734660592404,5284.91842857143,22.7486571428571
11145.5,0.398573540942838,12015.1666666667,56.59345
4777.85725,0.872784705976828,5791.63271428571,36.9506571428571
16750.0,0.734855313900172,11668.9,83.1158266666667
6843.0,1.31371907325376,5406.4375,9.924095
6591.33333333333,1.09069236130475,6070.25,7.213405
7140.0,0.0,7140.0,0.0
4975.4858,0.765541285771918,2983.988,37.6095132857143
4235.85725,0.812715363561404,3021.69557219336,14.623535663675
5292.8858,0.970655077813701,3250.5852055336,19.4839897233202
