gmean_ElectronAffinity,mean_ElectronAffinity
60.1231785550982,81.8375
69.8333146094209,90.89
60.1231785550982,81.8375
60.1231785550982,81.8375
60.1231785550982,81.8375
60.1231785550982,81.8375
60.1231785550982,81.8375
48.4772646848066,79.6075
48.4772646848066,79.6075
48.4772646848066,79.6075
48.4772646848066,79.6075
28.7376861754751,65.77
69.8333146094209,90.89
69.8333146094209,90.89
69.8333146094209,90.89
69.8333146094209,90.89
31.6524095958504,62.564
60.1231785550982,81.8375
48.4772646848066,79.6075
48.4772646848066,79.6075
48.4772646848066,79.6075
48.4772646848066,79.6075
48.4772646848066,79.6075
48.4772646848066,79.6075
48.4772646848066,79.6075
48.4772646848066,79.6075
48.4772646848066,79.6075
42.5341298772863,78.9425
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
40.4713809428694,64.23
53.5279646494387,77.2375
53.5279646494387,77.2375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.1231785550982,81.8375
53.5279646494387,77.2375
53.5279646494387,77.2375
53.5279646494387,77.2375
53.5279646494387,77.2375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
53.5279646494387,77.2375
53.5279646494387,77.2375
53.5279646494387,77.2375
53.5279646494387,77.2375
28.7376861754751,65.77
48.4772646848066,79.6075
58.2901256971925,75.77
48.4772646848066,79.6075
53.5279646494387,77.2375
60.7214928257155,82.3375
60.7214928257155,82.3375
53.5279646494387,77.2375
60.1231785550982,81.8375
48.4772646848066,79.6075
34.6927529912107,65.506
49.1810764579576,74.106
51.5318417278475,76.846
24.1907168067826,63.986
39.4036247847416,67.126
51.4375180170299,76.726
57.4684730300687,86.386
24.1907168067826,63.986
49.0672740582682,73.986
49.0672740582682,73.986
49.0672740582682,73.986
49.0672740582682,73.986
42.6550321302085,65.23
42.6550321302085,65.23
42.6550321302085,65.23
42.6550321302085,65.23
42.6550321302085,65.23
53.5279646494387,77.2375
69.7781730002019,102.09
77.9474996103095,131.89
53.5279646494387,77.2375
53.5279646494387,77.2375
60.7214928257155,82.3375
53.5279646494387,77.2375
53.5279646494387,77.2375
53.5279646494387,77.2375
53.5279646494387,77.2375
60.7214928257155,82.3375
53.1160816531692,72.09
53.5279646494387,77.2375
53.5279646494387,77.2375
53.5279646494387,77.2375
59.0697870603318,79.31
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
53.5279646494387,77.2375
56.7096204624861,90.4075
56.7096204624861,90.4075
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
53.5279646494387,77.2375
60.7214928257155,82.3375
60.7214928257155,82.3375
53.5279646494387,77.2375
60.7214928257155,82.3375
53.5279646494387,77.2375
62.210509235202,84.49
51.4701127180447,70.59
51.4701127180447,70.59
48.4772646848066,79.6075
57.4684730300687,86.386
57.4684730300687,86.386
51.4701127180447,70.59
51.4701127180447,70.59
51.4701127180447,70.59
51.4701127180447,70.59
51.4701127180447,70.59
53.5279646494387,77.2375
53.5279646494387,77.2375
60.7214928257155,82.3375
57.156068335311,76.65
57.156068335311,76.65
57.156068335311,76.65
53.5279646494387,77.2375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
53.5279646494387,77.2375
60.7214928257155,82.3375
60.7214928257155,82.3375
48.4772646848066,79.6075
48.4772646848066,79.6075
62.210509235202,84.49
26.1868243919949,62.09
63.6346550387369,87.21
70.1414421401525,103.15
55.6819073296071,74.83
62.210509235202,84.49
26.1868243919949,62.09
42.6550321302085,65.23
42.6550321302085,65.23
53.5279646494387,77.2375
54.9633033148404,74.01
54.9633033148404,74.01
42.6550321302085,65.23
42.6550321302085,65.23
42.6550321302085,65.23
53.5279646494387,77.2375
42.6550321302085,65.23
42.6550321302085,65.23
42.6550321302085,65.23
76.9902390044913,127.69
76.9902390044913,127.69
76.9902390044913,127.69
76.9902390044913,127.69
76.9902390044913,127.69
76.9902390044913,127.69
76.9902390044913,127.69
76.9902390044913,127.69
53.5279646494387,77.2375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
60.7214928257155,82.3375
53.5279646494387,77.2375
48.4772646848066,79.6075
57.4684730300687,86.386
57.4684730300687,86.386
57.4684730300687,86.386
57.4684730300687,86.386
29.1775463973801,60.484
29.1775463973801,60.484
53.5279646494387,77.2375
37.5554406887591,63.61
37.5554406887591,63.61
37.5554406887591,63.61
37.5554406887591,63.61
37.5554406887591,63.61
37.5554406887591,63.61
33.1487827641917,73.1
33.1487827641917,73.1
33.1487827641917,73.1
33.1487827641917,73.1
24.1907168067826,63.986
53.5279646494387,77.2375
55.6819073296071,74.83
55.7840142027068,74.95
53.5279646494387,77.2375
42.6550321302085,65.23
42.6550321302085,65.23
42.6550321302085,65.23
42.6550321302085,65.23
42.6550321302085,65.23
51.4701127180447,70.59
51.4701127180447,70.59
51.4701127180447,70.59
51.4701127180447,70.59
51.4701127180447,70.59
62.210509235202,84.49
62.210509235202,84.49
55.6819073296071,74.83
55.6819073296071,74.83
55.6819073296071,74.83
55.6819073296071,74.83
55.6819073296071,74.83
62.210509235202,84.49
26.1868243919949,62.09
26.1868243919949,62.09
26.1868243919949,62.09
53.5279646494387,77.2375
60.7214928257155,82.3375
38.8737635112424,67.176
38.8737635112424,67.176
38.8737635112424,67.176
38.8737635112424,67.176
38.8737635112424,67.176
