superconduct/table49.mean_ThermalConductivity,superconduct/table49.wtd_mean_FusionHeat,superconduct/table49.wtd_mean_ThermalConductivity
46.5,18.5,26.9
106.581645,4.305,65.34329
111.005316,5.21492307692308,94.6758507692308
109.86094,4.6365,85.7181584615385
48.405316,12.3355,37.081645
107.25,18.404,92.44
112.006645,3.83301428571429,61.32176
56.8,43.065,65.1
161.0,58.11875,115.3125
24.0,5.1525,29.5
107.005316,5.31743343653251,93.5126883591331
112.006645,3.84685714285714,61.5009028571429
81.0,6.21428571428571,81.5714285714286
195.666666666667,36.2597333333333,72.7733333333333
71.0,20.0,71.0
111.005316,5.23040384615385,95.4296969230769
99.5752257142857,10.6738571428571,181.182368571429
89.605316,4.93017901234568,96.6192127160494
60.3333333333333,22.47,57.075
105.50443,5.29042857142857,70.3794742857143
35.0,7.64444444444444,41.1111111111111
19.2416666666667,14.132,19.2206666666667
91.405316,4.79563636363636,43.43268
82.8377633333333,6.66953846153846,82.5758507692308
107.671096666667,5.76046153846154,96.9412353846154
108.756645,5.328875,97.904745625
61.0,18.62,24.496
106.006645,3.93971428571429,60.8294742857143
108.575225714286,8.308,154.618881666667
129.4,18.2398,58.0344
39.005316,10.12075,28.7599675
84.6666666666667,21.9666666666667,95.1666666666667
84.6666666666667,26.2272727272727,91.1818181818182
68.0,22.4666666666667,85.3333333333333
70.1025,53.365,70.1025
72.00886,8.58744186046512,42.7627302325581
108.756645,4.91953846153846,96.3989276923077
109.0,38.6533333333333,76.3053333333333
39.76,9.6,39.76
81.0,32.5,100.333333333333
95.7473685714286,4.99653846153846,92.6777815384615
94.865316,4.25237214885954,53.8277420648259
135.0,41.6633333333333,75.8
111.86094,8.20971428571428,146.532368571429
83.0,21.75,127.666666666667
107.756645,8.91742857142857,178.432368571429
74.6666666666667,20.2733333333333,51.21
31.43125,10.556875,22.5621875
33.3333333333333,20.975,30.5
120.0,7.35,120.0
113.605316,3.81435714285714,60.7866171428571
108.756645,5.36827617698,98.6599070351126
88.805316,5.13488537549407,98.7491507509881
27.4016666666667,14.073,40.7205
89.6666666666667,14.7,89.6666666666667
115.671096666667,8.21275,185.9408225
40.5,42.2666666666667,36.0
46.5096333333333,18.2785714285714,59.8138107142857
35.405316,12.22425,36.881645
62.3333333333333,17.038,63.2
105.333333333333,36.1052631578947,114.736842105263
126.205316,4.82025594737245,102.420102527346
28.452516,6.31325,22.1644675
110.605316,5.85992307692308,94.0912353846154
27.5066666666667,13.23,40.504
125.265316,4.53016666666667,87.03829
104.5,30.7248730964467,111.666395939086
89.605316,5.06787301587302,99.4424942857143
127.005316,5.63197506234414,105.690796126351
97.9037971428571,4.59941176470588,96.8617188235294
109.00443,5.02906666666667,71.518176
80.6666666666667,21.6056943056943,149.153846153846
115.005316,10.6105714285714,176.032368571429
62.5,21.903,55.57
71.0,5.45714285714286,74.1714285714286
86.5,21.2333333333333,65.3333333333333
110.221096666667,4.72862613981763,100.782650516717
108.00443,4.89326905434833,104.911637684289
96.605316,4.11844839067703,73.3888086348502
89.605316,5.20394552529183,97.4305115175097
107.805316,3.84642857142857,60.4609028571428
112.006645,3.82339561378525,61.1516526288807
193.5,11.7575,285.845
108.00443,9.39085714285714,181.503797142857
103.342193333333,8.83851851851852,43.7233925925926
275.0,10.115,337.0
23.0,18.95,22.5
130.333333333333,33.06,114.6
105.205316,5.44933333333333,109.390176
76.0090466666667,4.59523214285714,42.7424325
148.029316,5.86228571428571,112.613308571429
113.605316,3.82075,60.66376
47.6666666666667,18.46,54.4
119.337763333333,4.36761538461538,85.4373892307692
108.543763333333,10.0431764705882,182.774774117647
50.6666666666667,12.2202985074627,35.0646766169154
122.0,21.875,108.0
98.7180828571429,9.33555555555555,164.455731111111
91.405316,10.0402857142857,146.603797142857
116.006645,3.48275268817204,47.3264993548387
71.0,20.0,71.0
90.5,29.65,60.75
126.805316,5.616,97.7373892307692
140.0,105.0,140.0
119.337763333333,5.67685714285714,71.6223314285714
113.00443,4.99302631578947,89.1060947368421
64.25,21.02,60.2
68.6755266666667,8.51494117647059,42.1364094117647
108.756645,5.328875,97.904745625
59.5,18.29792,55.5456
97.1710966666667,5.65385714285714,71.5923314285714
111.432368571429,5.00196666666667,67.2108426666667
106.006645,6.728,106.431645
87.0,31.0,87.0
108.00443,9.927875,209.9970725
122.0,20.8,108.0
61.75,18.26048,55.7292
88.405316,5.10324031007752,96.7584032558139
62.0,50.5,62.0
114.805316,9.65842857142857,177.885225714286
89.605316,5.15785196607556,96.5293186276022
88.6666666666667,36.2537333333333,71.0093333333333
96.0,18.5455,56.245
128.605316,4.9544,72.414176
109.00443,4.91386666666667,69.894176
110.00443,4.92976315789474,69.0538128947368
108.756645,5.263881989973,96.659092148091
112.006645,3.8465429300085,60.8373930291867
78.5,6.79085714285714,81.0748571428571
107.837763333333,5.846,97.7143123076923
47.5,18.2,47.5
87.005316,4.1855,60.6709028571429
98.4752257142857,7.95314285714286,141.862368571429
43.0,21.99625,55.0375
111.671096666667,5.02293896713615,102.251972801252
100.068333333333,12.6078125,79.78359375
21.735,11.3431862745098,15.1570343137255
112.006645,3.73546423562412,59.7937973913043
78.5,73.8,99.0
89.605316,5.14646153846154,96.30662
48.405316,12.2155,36.031645
125.171096666667,4.85530769230769,107.937389230769
24.0,4.72995,37.75
187.0,26.31592039801,221.149253731343
107.805316,3.84935714285714,60.2401885714286
26.756645,7.01434782608696,14.4738565217391
111.575225714286,9.42671428571428,149.003797142857
59.5,18.26256,55.4208
107.0,23.1,107.0
106.581645,3.85751847437425,52.9698076519666
107.00443,5.09069230769231,99.5873892307692
46.5,6.95,46.5
111.005316,5.43073333333333,109.840842666667
122.50443,5.34062284820031,96.2269336776213
248.5,10.5475,366.475
140.666666666667,36.2666666666667,72.5833333333333
101.0,19.9033333333333,52.0
89.605316,3.86,61.1009028571429
89.005316,4.10621428571429,61.8866171428571
