gmean_atomic_radius,range_atomic_radius,wtd_entropy_atomic_radius,wtd_mean_atomic_radius
136.126003095455,205.0,1.20703998701461,105.514285714286
141.465214777999,205.0,1.2041147982326,104.971428571429
136.126003095455,205.0,1.13254686280436,104.685714285714
136.126003095455,205.0,1.17303291789271,105.1
136.126003095455,205.0,1.26119371912948,106.342857142857
136.126003095455,205.0,1.33133890122576,108.0
136.126003095455,205.0,1.36727867491832,112.142857142857
131.302196551623,171.0,1.12181816170133,104.2
131.302196551623,171.0,1.16005975115976,104.371428571429
131.302196551623,171.0,1.19273404990926,104.542857142857
131.302196551623,171.0,1.24611309408638,104.885714285714
142.479406207726,205.0,1.39449392338404,107.457142857143
141.465214777999,205.0,1.17643173604827,104.828571428571
141.465214777999,205.0,1.2041147982326,104.971428571429
141.465214777999,205.0,1.25533767886352,105.4
141.465214777999,205.0,1.28295301573107,106.114285714286
148.584487396916,205.0,1.50958098343178,112.269230769231
136.126003095455,205.0,1.17303291789271,105.1
131.302196551623,171.0,1.16005975115976,104.371428571429
131.302196551623,171.0,1.07523273630141,104.028571428571
131.302196551623,171.0,1.12181816170133,104.2
131.302196551623,171.0,1.20742134706112,104.628571428571
131.302196551623,171.0,1.22115995562567,104.714285714286
131.302196551623,171.0,1.24611309408638,104.885714285714
131.302196551623,171.0,1.26810420283283,105.057142857143
131.302196551623,171.0,1.28749421104786,105.228571428571
131.302196551623,171.0,1.17699230556264,104.457142857143
127.382977261505,147.0,1.14974813327138,103.835714285714
140.611449046856,205.0,0.540477431302111,207.15
140.611449046856,205.0,1.0252470362322,160.8
140.611449046856,205.0,0.795740778566386,197.555555555556
159.867522099422,205.0,1.23680399471551,159.415
139.000513752081,205.0,1.29933895216816,143.2
139.000513752081,205.0,1.29933895216816,143.2
141.24059875603,205.0,1.32061234562684,144.166666666667
140.611449046856,205.0,1.28473470239,145.05
140.611449046856,205.0,1.26158236174811,145.566666666667
140.611449046856,205.0,1.23230171760707,146.083333333333
140.611449046856,205.0,1.19623901547839,146.6
136.126003095455,205.0,1.33229350727075,113.230769230769
139.000513752081,205.0,1.16683237250706,171.571428571429
139.000513752081,205.0,1.36489009004857,109.494117647059
139.000513752081,205.0,1.36145947812035,111.316666666667
139.000513752081,205.0,1.34429759166452,115.742857142857
138.006405771147,205.0,1.29745857070415,142.4
142.015397971922,205.0,1.36907131576493,106.64
142.321797590921,205.0,1.36964080122098,106.8
141.55204628915,205.0,1.36819366019727,106.4
141.24059875603,205.0,1.36759269405101,106.24
141.24059875603,205.0,1.36759269405101,106.24
140.611449046856,205.0,1.36635191963239,105.92
139.812941759091,205.0,1.36472629565036,105.52
138.006405771147,205.0,1.15524832078761,176.727272727273
143.079258066457,205.0,1.17783588233078,175.285714285714
142.321797590921,205.0,1.16463071154131,181.636363636364
139.000513752081,205.0,1.16683237250706,171.571428571429
139.000513752081,205.0,1.32954722466143,105.94
139.000513752081,205.0,1.22784960682178,166.55
139.000513752081,205.0,1.26906597135551,156.542857142857
142.479406207726,205.0,1.3545152126147,106.9
131.302196551623,171.0,1.16005975115976,104.371428571429
150.11478525678,205.0,1.22934618718307,159.45
131.302196551623,171.0,1.26810420283283,105.057142857143
139.000513752081,205.0,1.29933895216816,143.2
140.611449046856,205.0,1.36635191963239,105.92
139.812941759091,205.0,1.18204802798243,111.171428571429
139.000513752081,205.0,1.22651562026897,92.1833333333333
136.126003095455,205.0,1.17303291789271,105.1
131.302196551623,171.0,1.16005975115976,104.371428571429
139.225929730062,171.0,1.23900812721508,104.764285714286
138.425727692897,171.0,1.20558320597489,104.58
137.606583012166,171.0,1.20525066159381,104.572857142857
136.767455889009,171.0,1.21402411433066,104.588571428571
135.907214936949,171.0,1.23458089595756,104.621428571429
135.202994564732,171.0,1.23367388267623,104.592857142857
134.66503454858,171.0,1.23298863783417,104.571428571429
133.375254778514,171.0,1.20362404854194,104.538571428571
148.989953227292,199.0,1.31123901255512,105.285714285714
143.678252509203,171.0,1.29910084786502,104.7
147.88801664533,190.0,1.30866851813166,105.157142857143
147.261349955441,185.0,1.30721851084602,105.085714285714
142.245338798365,205.0,1.40082793451479,114.665384615385
142.245338798365,205.0,1.43927408903501,114.792307692308
142.245338798365,205.0,1.35708750787111,114.563846153846
142.245338798365,205.0,1.37003992928516,114.589230769231
142.245338798365,205.0,1.39148471835639,114.64
139.000513752081,205.0,1.339742693422,114.538461538462
126.565976691233,205.0,1.47538905806704,117.538461538462
124.14766127003,205.0,1.46783510921036,116.923076923077
139.000513752081,205.0,1.339742693422,114.538461538462
139.000513752081,205.0,1.339742693422,114.538461538462
142.321797590921,205.0,1.3476501035762,116.153846153846
139.000513752081,205.0,1.339742693422,114.538461538462
139.000513752081,205.0,1.339742693422,114.538461538462
139.000513752081,205.0,1.339742693422,114.538461538462
139.000513752081,205.0,1.339742693422,114.538461538462
141.24059875603,205.0,1.34827300443234,110.785714285714
154.128981496929,205.0,1.39558145986775,111.135714285714
139.000513752081,205.0,1.339742693422,114.538461538462
139.000513752081,205.0,1.339742693422,114.538461538462
139.000513752081,205.0,1.339742693422,114.538461538462
149.192215202956,205.0,1.47760774073015,114.290322580645
143.079258066457,205.0,1.37919044054497,107.05
143.079258066457,205.0,1.37101103989507,107.2
143.079258066457,205.0,1.25743956866659,81.0055555555556
143.079258066457,205.0,1.34026434782825,107.5
143.079258066457,205.0,1.31708657214774,107.65
143.079258066457,205.0,1.28796394761163,107.8
143.079258066457,205.0,1.35811162109823,107.35
139.000513752081,205.0,1.34275027146283,105.666666666667
121.505894784823,171.0,1.37049664324629,103.846153846154
121.505894784823,171.0,1.27872030810402,138.75
141.24059875603,205.0,1.17306591006094,173.571428571429
141.24059875603,205.0,1.17306591006094,173.571428571429
142.321797590921,205.0,1.17590969915264,174.571428571429
139.000513752081,205.0,1.33924280475906,115.054263565891
142.015397971922,205.0,1.21774745425286,172.714285714286
142.321797590921,205.0,1.21781884455722,173.142857142857
139.000513752081,205.0,1.21624241940537,168.642857142857
140.611449046856,205.0,1.21722740654724,170.785714285714
139.000513752081,205.0,1.339742693422,114.538461538462
140.945228496831,205.0,1.42506886678896,114.615384615385
134.52082613918,205.0,1.36082267761168,114.434615384615
134.52082613918,205.0,1.3763560810797,114.330769230769
131.302196551623,171.0,1.16005975115976,104.371428571429
134.66503454858,171.0,1.18382426241838,104.385714285714
134.66503454858,171.0,1.20038893156208,104.4
134.52082613918,205.0,1.37917409722266,114.31
134.52082613918,205.0,1.38191749330454,114.289230769231
134.52082613918,205.0,1.38459225769248,114.268461538462
134.52082613918,205.0,1.38590551466781,114.258076923077
134.52082613918,205.0,1.39709103718912,114.164615384615
139.000513752081,205.0,1.339742693422,114.538461538462
139.000513752081,205.0,1.33870314115859,115.578125
141.24059875603,205.0,1.3451629421374,115.615384615385
114.622083458931,205.0,1.36435880329077,113.882800608828
114.622083458931,205.0,1.40253955057021,112.347181008902
114.622083458931,205.0,1.44331662443495,110.142857142857
139.000513752081,205.0,1.34275027146283,105.666666666667
142.015397971922,205.0,1.34742668165262,115.480916030534
142.321797590921,205.0,1.34803232154777,115.737003058104
141.55204628915,205.0,1.34494335408229,116.720748829953
141.24059875603,205.0,1.34358026423938,117.158143194335
141.24059875603,205.0,1.34422032609993,116.564742589704
140.611449046856,205.0,1.3417317309972,117.169960474308
140.611449046856,205.0,1.34210059603584,116.843430369788
139.812941759091,205.0,1.34174907677111,114.923076923077
139.000513752081,205.0,1.33824206914317,116.003144654088
138.006405771147,205.0,1.33794170329794,113.273556231003
143.079258066457,205.0,1.34986364611014,115.963386727689
131.302196551623,171.0,1.16005975115976,104.371428571429
131.302196551623,171.0,1.16005975115976,104.371428571429
140.945228496831,205.0,1.40848920546972,116.277734067663
139.595298984601,205.0,1.50792397581338,114.562211981567
143.850015554236,205.0,1.40377713576964,116.243498817967
145.884038586135,205.0,1.38574529073608,118.010967741935
141.508276638116,205.0,1.43660155058752,115.849336455894
140.945228496831,205.0,1.38033339333205,116.322798742138
143.14569766254,205.0,1.44178225371802,115.43007751938
142.245338798365,205.0,1.40261256681987,114.670461538462
142.245338798365,205.0,1.29075947465233,172.219800569801
139.000513752081,205.0,1.33924280475906,115.054263565891
144.197064258927,205.0,1.40220655750694,117.844588045234
144.197064258927,205.0,1.41397437216811,117.384018987342
142.245338798365,205.0,1.40082793451479,114.665384615385
142.245338798365,205.0,1.40082793451479,114.665384615385
142.245338798365,205.0,1.43927408903501,114.792307692308
139.000513752081,205.0,1.339742693422,114.538461538462
142.245338798365,205.0,1.36383504779383,114.576538461538
142.245338798365,205.0,1.36383504779383,114.576538461538
142.245338798365,205.0,1.38651593159184,114.627307692308
109.411502594038,211.0,1.26198053052711,157.91054313099
109.411502594038,211.0,1.45556667539919,112.172607879925
109.411502594038,211.0,1.1804317033875,170.36116614775
109.411502594038,211.0,1.1804317033875,170.36116614775
109.411502594038,211.0,1.19546673342892,168.587578506629
109.411502594038,211.0,1.17092690575493,171.275940706956
109.411502594038,211.0,1.17443820793072,170.963457983791
109.411502594038,211.0,1.17762476642364,170.652482269504
139.000513752081,205.0,1.16683237250706,171.571428571429
142.321797590921,205.0,1.17590969915264,174.571428571429
141.24059875603,205.0,1.17306591006094,173.571428571429
141.55204628915,205.0,1.17389632790271,173.857142857143
141.24059875603,205.0,1.17306591006094,173.571428571429
139.000513752081,205.0,1.16683237250706,171.571428571429
131.302196551623,171.0,1.16005975115976,104.371428571429
134.66503454858,171.0,1.16646431067908,104.374285714286
134.66503454858,171.0,1.17144999337075,104.377142857143
134.66503454858,171.0,1.17999201975361,104.382857142857
