entropy_atomic_mass,range_atomic_mass,range_atomic_radius,std_FusionHeat,std_atomic_mass,wtd_std_Valence
1.1817952393305,122.90607,205.0,4.59906411675245,51.9688277861034,0.43705881545081
1.44930919335685,122.90607,205.0,4.47336265464807,47.0946331703134,0.468606270481621
1.1817952393305,122.90607,205.0,4.59906411675245,51.9688277861034,0.444696640464954
1.1817952393305,122.90607,205.0,4.59906411675245,51.9688277861034,0.440952123830019
1.1817952393305,122.90607,205.0,4.59906411675245,51.9688277861034,0.428809457708675
1.1817952393305,122.90607,205.0,4.59906411675245,51.9688277861034,0.410325903324145
1.1817952393305,122.90607,205.0,4.59906411675245,51.9688277861034,0.349927106111883
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.444696640464954
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.440952123830019
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.43705881545081
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.428809457708675
1.40944218480143,184.5906,205.0,4.50883211486079,64.4590043168734,0.428809457708675
1.44930919335685,122.90607,205.0,4.47336265464807,47.0946331703134,0.456863754084211
1.44930919335685,122.90607,205.0,4.47336265464807,47.0946331703134,0.468606270481621
1.44930919335685,122.90607,205.0,4.47336265464807,47.0946331703134,0.501579138973165
1.44930919335685,122.90607,205.0,4.47336265464807,47.0946331703134,0.550324579550235
1.41917339072535,121.3276,205.0,4.4281001614688,41.8090108966237,0.266469355010596
1.1817952393305,122.90607,205.0,4.59906411675245,51.9688277861034,0.440952123830019
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.440952123830019
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.448296093843234
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.444696640464954
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.435055122006021
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.433012701892219
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.428809457708675
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.424444414764159
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.419912527334259
1.19727303349869,122.90607,171.0,4.59906411675245,44.2894585275144,0.439024312468883
1.13987545765087,122.90607,147.0,4.63697970127108,46.0590828187331,0.440952123830019
1.15476159015656,157.0546,205.0,4.59293378463047,61.4203089521699,0.4
