superconduct/table7.wtd_mean_FusionHeat,superconduct/table7.wtd_range_Density,superconduct/table7.wtd_range_ElectronAffinity,superconduct/table7.wtd_range_atomic_radius
18.5,2854.0,2.67,141.5
4.305,1352.6855,71.1,46.15
5.21492307692308,2011.78438461538,76.7215384615385,38.0492307692308
4.6365,1549.99976923077,76.5819230769231,31.2923076923077
12.3355,1659.64275,32.615,50.35
18.404,2524.64,31.026,50.08
3.83301428571429,1629.62942857143,81.2951728571429,47.2568571428571
43.065,2832.35,36.975,45.9166666666667
58.11875,1110.25,70.20625,39.6875
5.1525,6968.5,15.075,66.75
5.31743343653251,1975.70521052632,75.5665634674922,37.3993808049536
3.84685714285714,1579.58342857143,81.242,43.8857142857143
6.21428571428571,4265.85714285714,14.3571428571429,86.7142857142857
36.2597333333333,1586.24,18.309,57.13
20.0,5611.0,34.3333333333333,27.0
5.23040384615385,2035.90746153846,76.7255769230769,38.4315384615385
10.6738571428571,3519.79585714286,46.8271428571429,53.8571428571429
4.93017901234568,2073.30664814815,75.5343364197531,34.2785493827161
22.47,6294.425,62.6875,145.375
5.29042857142857,1279.18342857143,80.4957142857143,28.1785714285714
7.64444444444444,7728.44444444444,7.16666666666666,91.7777777777778
14.132,4766.0,69.7666666666667,39.2
4.79563636363636,1777.40236363636,76.7774545454545,23.4545454545455
6.66953846153846,1722.30746153846,76.5298461538462,27.7923076923077
5.76046153846154,2066.92284615385,76.7158846153846,38.1769230769231
5.328875,2099.24084375,73.2890625,22.96875
18.62,4077.976,6.7224,165.504
3.93971428571429,1754.04057142857,80.325,61.3142857142857
8.308,2239.88091666667,29.365,33.9333333333333
18.2398,2873.6304,30.88876,57.1796
10.12075,983.714125,51.805,40.5
21.9666666666667,9789.33333333333,65.8833333333333,59.1666666666667
26.2272727272727,2392.0,35.6272727272727,13.8181818181818
22.4666666666667,7251.66666666667,62.0,57.3333333333333
53.365,150.0,23.05,10.0
8.58744186046512,4475.74720930233,97.9744186046512,34.0
4.91953846153846,2066.92284615385,74.3538461538461,23.0769230769231
38.6533333333333,1432.32,17.0592,51.224
9.6,1527.5,89.65,26.5
32.5,2416.66666666667,48.4333333333333,57.3333333333333
4.99653846153846,1915.29207692308,76.6831384615385,29.5353846153846
4.25237214885954,1461.5140972389,73.9105642256903,58.4873949579832
41.6633333333333,2373.73333333333,30.0533333333333,39.8666666666667
8.20971428571428,2559.79585714286,34.2142857142857,57.9714285714286
21.75,8734.83333333333,84.0833333333333,108.0
8.91742857142857,3839.79585714286,46.9714285714286,65.4285714285714
20.2733333333333,7079.9,125.732,80.23
10.556875,1285.0,81.25625,30.1875
20.975,579.25,21.625,54.75
7.35,0.0,0.0,0.0
3.81435714285714,1667.38342857143,81.4264285714286,52.7257142857143
5.36827617698,2115.44818469532,72.7550779404818,23.1459612659424
5.13488537549407,2124.14997233202,74.096837944664,36.0948616600791
14.073,3741.0,68.08,69.3
14.7,2302.0,20.7666666666667,25.3333333333333
8.21275,2799.821375,36.6525,42.5
42.2666666666667,1216.66666666667,10.4,8.0
18.2785714285714,4405.36992857143,59.775,72.9642857142857
12.22425,1968.14275,35.216875,34.3125
17.038,2843.2,24.92,16.8
36.1052631578947,3963.94736842105,65.9473684210526,20.5263157894737
4.82025594737245,2055.3731112216,76.9500114740304,25.8548152681098
6.31325,1112.964125,51.805,42.5
5.85992307692308,1997.99976923077,76.7192307692308,37.8307692307692
