mean_Density,wtd_mean_Density,wtd_range_Valence,wtd_std_Valence
4654.35725,2961.50228571429,1.08571428571429,0.43705881545081
5821.4858,3021.01657142857,1.12857142857143,0.468606270481621
4654.35725,2999.15942857143,1.11428571428571,0.444696640464954
4654.35725,2980.33085714286,1.1,0.440952123830019
4654.35725,2923.84514285714,1.05714285714286,0.428809457708675
4654.35725,2848.53085714286,1.0,0.410325903324145
4654.35725,2660.24514285714,0.857142857142857,0.349927106111883
4434.35725,2986.588,1.11428571428571,0.444696640464954
4434.35725,2961.47371428571,1.1,0.440952123830019
4434.35725,2936.35942857143,1.08571428571429,0.43705881545081
4434.35725,2886.13085714286,1.05714285714286,0.428809457708675
6430.2858,3119.87371428571,1.05714285714286,0.428809457708675
5821.4858,3010.088,1.13571428571429,0.456863754084211
5821.4858,3021.01657142857,1.12857142857143,0.468606270481621
5821.4858,3053.80228571429,1.11428571428571,0.501579138973165
5821.4858,3108.44514285714,1.11428571428571,0.550324579550235
3698.6858,2877.07715384615,1.0,0.266469355010596
4654.35725,2980.33085714286,1.1,0.440952123830019
4434.35725,2961.47371428571,1.1,0.440952123830019
4434.35725,3011.70228571429,1.12857142857143,0.448296093843234
4434.35725,2986.588,1.11428571428571,0.444696640464954
4434.35725,2923.80228571429,1.07857142857143,0.435055122006021
4434.35725,2911.24514285714,1.07142857142857,0.433012701892219
4434.35725,2886.13085714286,1.05714285714286,0.428809457708675
4434.35725,2861.01657142857,1.04285714285714,0.424444414764159
4434.35725,2835.90228571429,1.02857142857143,0.419912527334259
4434.35725,2948.91657142857,1.09285714285714,0.439024312468883
4164.35725,2938.33085714286,1.1,0.440952123830019
4760.35725,6327.57145,2.3,0.4
4760.35725,5372.35725,1.25,0.49749371855331
4760.35725,5765.71433333333,1.77777777777778,0.471404520791032
4636.23816666667,5348.87725,1.205,0.49749371855331
4235.85725,4285.40966666667,0.266666666666667,0.339934634239519
4235.85725,4285.40966666667,0.266666666666667,0.339934634239519
5384.35725,5083.143,0.333333333333333,0.372677996249965
5447.85725,4834.97633333333,0.316666666666667,0.321022671404304
5447.85725,4738.143,0.366666666666667,0.3
5447.85725,4641.30966666667,0.416666666666667,0.276385399196283
5447.85725,4544.47633333333,0.466666666666667,0.249443825784929
4654.35725,3081.231,0.846153846153846,0.266469355010596
4235.85725,5481.91842857143,0.571428571428571,0.349927106111883
4235.85725,2498.44058823529,0.894117647058824,0.291992321082138
4235.85725,2467.86691666667,0.866666666666667,0.3
4235.85725,2393.61657142857,0.857142857142857,0.318157963590287
4870.35725,4623.80966666667,0.266666666666667,0.339934634239519
