superconduct/table8.wtd_mean_FusionHeat,superconduct/table8.wtd_range_Density,superconduct/table8.wtd_range_ElectronAffinity,superconduct/table8.wtd_range_ThermalConductivity
18.5,2854.0,2.67,12.7
4.305,1352.6855,71.1,59.98671
5.21492307692308,2011.78438461538,76.7215384615385,89.8318415384615
4.6365,1549.99976923077,76.5819230769231,69.2164569230769
12.3355,1659.64275,32.615,13.818355
18.404,2524.64,31.026,36.0
3.83301428571429,1629.62942857143,81.2951728571429,57.1276685714286
43.065,2832.35,36.975,30.15
58.11875,1110.25,70.20625,66.75
5.1525,6968.5,15.075,23.0
5.31743343653251,1975.70521052632,75.5665634674922,88.2210577708978
3.84685714285714,1579.58342857143,81.242,57.1276685714286
6.21428571428571,4265.85714285714,14.3571428571429,57.0
36.2597333333333,1586.24,18.309,49.9733333333333
20.0,5611.0,34.3333333333333,45.6666666666667
5.23040384615385,2035.90746153846,76.7255769230769,90.9087646153846
10.6738571428571,3519.79585714286,46.8271428571429,157.13906
4.93017901234568,2073.30664814815,75.5343364197531,92.5783181481481
22.47,6294.425,62.6875,39.0
5.29042857142857,1279.18342857143,80.4957142857143,57.1276685714286
7.64444444444444,7728.44444444444,7.16666666666666,30.4444444444444
14.132,4766.0,69.7666666666667,18.918
4.79563636363636,1777.40236363636,76.7774545454545,36.3491381818182
6.66953846153846,1722.30746153846,76.5298461538462,76.9087646153846
5.76046153846154,2066.92284615385,76.7158846153846,92.29338
5.328875,2099.24084375,73.2890625,93.735879375
18.62,4077.976,6.7224,18.096
3.93971428571429,1754.04057142857,80.325,57.1276685714286
8.308,2239.88091666667,29.365,99.997785
18.2398,2873.6304,30.88876,27.6344
10.12075,983.714125,51.805,9.8650325
21.9666666666667,9789.33333333333,65.8833333333333,69.3333333333333
26.2272727272727,2392.0,35.6272727272727,51.0
22.4666666666667,7251.66666666667,62.0,74.6666666666667
53.365,150.0,23.05,69.8975
8.58744186046512,4475.74720930233,97.9744186046512,39.5163395348837
4.91953846153846,2066.92284615385,74.3538461538461,92.29338
38.6533333333333,1432.32,17.0592,47.1733333333333
9.6,1527.5,89.65,39.24
32.5,2416.66666666667,48.4333333333333,85.0
4.99653846153846,1915.29207692308,76.6831384615385,85.5349923076923
4.25237214885954,1461.5140972389,73.9105642256903,48.0053911884754
41.6633333333333,2373.73333333333,30.0533333333333,24.4666666666667
8.20971428571428,2559.79585714286,34.2142857142857,114.281917142857
21.75,8734.83333333333,84.0833333333333,122.333333333333
8.91742857142857,3839.79585714286,46.9714285714286,171.424774285714
20.2733333333333,7079.9,125.732,47.79
10.556875,1285.0,81.25625,13.4103125
20.975,579.25,21.625,7.5
7.35,0.0,0.0,0.0
3.81435714285714,1667.38342857143,81.4264285714286,56.55624
5.36827617698,2115.44818469532,72.7550779404818,94.4592867926311
5.13488537549407,2124.14997233202,74.096837944664,94.8476871936759
14.073,3741.0,68.08,39.4795
14.7,2302.0,20.7666666666667,30.0
8.21275,2799.821375,36.6525,124.9966775
42.2666666666667,1216.66666666667,10.4,0.0
18.2785714285714,4405.36992857143,59.775,59.570475
12.22425,1968.14275,35.216875,19.743355
17.038,2843.2,24.92,20.0
36.1052631578947,3963.94736842105,65.9473684210526,74.7368421052632
4.82025594737245,2055.3731112216,76.9500114740304,91.7778627445881
6.31325,1112.964125,51.805,11.3650325
5.85992307692308,1997.99976923077,76.7192307692308,89.2164569230769
13.23,2973.2,48.91,39.396
4.53016666666667,1492.61883333333,71.125,66.6533766666667
30.7248730964467,5370.74923857868,68.8324873096447,54.8229441624366
5.06787301587302,2132.58480952381,74.4384920634921,95.2241723809524
5.63197506234414,2233.69768329177,71.3955112219451,99.7373002992519
4.59941176470588,1580.41994117647,75.4235294117647,70.5741635294118
5.02906666666667,1303.23786666667,75.742,53.3191573333333
21.6056943056943,12307.046953047,109.928571428571,148.338661338661
10.6105714285714,3737.39585714286,48.2394285714286,166.853345714286
21.903,923.0,6.119,17.75
