superconduct/table42.wtd_mean_atomic_radius,superconduct/table42.wtd_range_FusionHeat,superconduct/table42.wtd_range_atomic_mass,superconduct/table42.wtd_range_fie
175.3,15.16,32.4383,511.67
126.1,1.889,26.33205,555.95
114.52,2.89723076923077,20.7248923076923,701.479692307692
109.165384615385,2.21715384615385,11.9385384615385,698.469230769231
140.95,6.8695,31.2270625,271.4175
146.64,10.432,27.6113122,348.156
104.347428571429,1.74457142857143,35.0596853985714,739.127571428571
127.483333333333,17.32,23.0870666666667,257.25
119.25,51.68125,30.7547425,496.2875
164.25,2.0025,120.6736325,401.125
115.03173374613,2.77080185758514,20.5738406153251,694.499767801858
104.542857142857,1.74457142857143,33.2151208571429,734.657142857143
162.571428571429,2.31428571428571,67.3120714285714,321.414285714286
106.333333333333,33.2547333333333,7.57456066666667,528.996666666667
163.0,7.13333333333333,39.0984666666667,135.033333333333
114.528076923077,2.95228846153846,20.9009153846154,703.918384615385
163.357142857143,5.11471428571429,24.5783928571429,264.1
115.071759259259,2.91318518518518,18.4743123070988,695.025154320987
184.25,19.305,67.864035,478.7
108.078571428571,1.74457142857143,9.97335714285714,735.167142857143
150.888888888889,1.11111111111111,131.907011111111,272.855555555556
128.933333333333,11.308,47.48996,148.826666666667
105.618181818182,1.86072727272727,32.4704727272727,696.349090909091
111.261538461538,2.39969230769231,16.4859769230769,690.161538461538
115.653846153846,2.99023076923077,20.9730846153846,704.786923076923
115.578125,2.952375,14.51157421875,649.50625
175.232,17.5832,44.44939376,612.4912
117.385714285714,1.75357142857143,34.2373932142857,738.769285714286
159.1,3.2565,30.0137766666667,174.33
158.4412,10.98044,29.4856904,372.818
127.875,3.37925,15.905225,411.15
191.5,9.2,66.4732166666667,297.416666666667
147.727272727273,16.5363636363636,27.6704009090909,138.245454545455
180.0,11.8,52.394696,263.266666666667
77.0,51.635,10.02715,43.35
89.2558139534884,7.9846511627907,31.5911162790698,875.030232558139
114.076923076923,2.90353846153846,12.5121692307692,666.169230769231
105.453333333333,28.2333333333333,7.57319586666667,450.487066666667
129.5,4.2,11.5575,90.65
196.0,15.5,4.47666666666666,264.8
112.081538461538,2.77210769230769,15.3521553846154,699.799692307692
123.834333733493,1.80537094837935,30.7362905162065,673.44693877551
125.033333333333,17.0633333333333,15.6062366666667,241.9
162.057142857143,3.71114285714286,22.7486571428571,188.08
180.333333333333,14.4166666666667,56.59345,514.083333333333
176.571428571429,5.58257142857143,36.9506571428571,244.057142857143
141.97,11.4666666666667,83.1158266666667,570.652333333333
128.0,5.943125,9.924095,336.625
170.75,4.425,7.213405,163.0
142.0,0.0,0.0,0.0
104.195714285714,1.84221428571429,37.6095132857143,749.048857142857
116.099511887892,2.97686632026453,14.623535663675,644.386411588726
118.577075098814,2.99762845849802,19.4839897233202,681.960079051383
135.9,6.827,47.8335,279.65
153.333333333333,8.36666666666667,17.31061024,150.2
162.125,4.066,23.5479875,199.9
124.0,24.4,23.76146,312.266666666667
137.714285714286,15.0857142857143,37.3271785714286,302.160714285714
139.5,6.8695,22.420334375,293.9625
161.0,10.642,12.87508,297.92
144.736842105263,22.2105263157895,28.6362336842105,247.684210526316
109.500803182131,2.88608536678651,13.0497207985925,687.895379790408
126.625,2.07,18.03327975,413.5625
115.592307692308,2.86576923076923,20.6243076923077,700.086153846154
135.5,5.82,22.488,191.47
120.75,2.07233333333333,19.548,607.433333333333
133.237563451777,16.2274111675127,35.508665786802,430.411736040609
116.337301587302,3.09166666666667,21.2387791666667,685.724603174603
119.753948462178,3.19584372402327,22.4976059850374,653.287863674148
113.329411764706,2.28482352941176,14.8294117647059,690.405
106.656,1.62826666666667,25.1921866666667,678.136533333333
172.852147852148,21.4552447552448,101.635903626374,711.052847152847
170.68,5.43285714285714,39.0990205714286,298.363428571429
169.05,5.913,10.795836,142.125
159.485714285714,1.83714285714286,80.3359028571429,377.537142857143
195.0,6.76666666666667,26.5141666666667,199.966666666667
115.325227963526,2.31945288753799,11.8235866261398,652.771732522796
110.109067321503,2.91565463559283,12.8643840059306,692.391572070611
104.792452830189,2.05746725860155,10.7203733629301,690.458490566038
116.132295719844,2.9400233463035,18.0841793774319,687.685214007782
104.382857142857,1.78485714285714,36.5430359285714,748.239428571428
104.194816291655,1.73841013956138,34.7240272714326,740.37855311877
170.085,9.8675,154.350232185,673.6375
172.314285714286,5.58257142857143,38.6637428571429,310.865714285714
85.5555555555556,8.60987654320988,45.1087682804938,966.548148148148
158.1,5.705,55.89374,239.61
165.25,9.1,5.46025,285.025
131.8,19.26,32.8139,294.26
112.144,3.41253333333333,18.1537509333333,698.3568
103.428571428571,1.88848214285714,35.7064659571429,660.673214285714
116.6,2.13257142857143,22.1728637348571,361.011428571428
104.364142857143,1.82176428571429,36.5519513571429,748.143057142857
154.2,9.22,8.0548,269.1
108.692307692308,1.89584615384615,10.3970769230769,684.403846153846
164.941176470588,5.37529411764706,25.255007,289.429411764706
134.109452736318,8.74487562189055,62.4037114427861,428.333333333333
169.5,8.875,9.05717500000001,272.275
156.4,4.342,38.2210755555556,243.8325
174.228571428571,4.45971428571429,36.9506571428571,199.045714285714
112.784946236559,1.3111541218638,30.9337455197133,658.037275985663
177.0,0.0,0.0,0.0
156.0,4.55,31.18475,291.075
115.369230769231,2.95738461538462,20.8189384615385,702.52
67.0,0.0,0.0,0.0
108.767857142857,1.79392857142857,12.1496232142857,747.773214285714
106.828947368421,2.00565789473684,16.5218789473684,681.694736842105
160.6,12.032,35.963464,274.552
96.8235294117647,8.11235294117647,35.4385028294118,904.805882352941
115.578125,2.952375,14.51157421875,649.50625
158.3984,10.58464,28.27827008,357.27744
108.438571428571,1.78014285714286,10.6626028571429,743.509285714286
106.543333333333,1.6785,27.64612,697.300666666667
169.425,3.2195,61.169938125,308.02125
185.0,0.0,0.0,0.0
167.1875,6.52225,31.8637,365.73625
167.75,9.95,13.2707,309.425
158.4992,10.67176,28.483523486,359.37588
117.031007751938,2.92776744186047,15.8294709302326,681.94496124031
160.333333333333,28.0,55.4931,170.166666666667
171.764285714286,5.52642857142857,38.8250285714286,313.158
