wtd_mean_ElectronAffinity,wtd_mean_atomic_radius,wtd_std_ElectronAffinity
111.727142857143,105.514285714286,42.55839575195
112.316428571429,104.971428571429,41.6676207979191
112.213571428571,104.685714285714,41.6398777971212
111.970357142857,105.1,42.1023442240235
111.240714285714,106.342857142857,43.4520592088545
110.267857142857,108.0,45.1706826822397
107.835714285714,112.142857142857,49.1210946414624
112.086142857143,104.2,41.9483102773216
111.779214285714,104.371428571429,42.5578923529527
111.472285714286,104.542857142857,43.1566826532422
110.858428571429,104.885714285714,44.3236295779033
106.166428571429,107.457142857143,48.7365276046538
112.265,104.828571428571,41.6537833558627
112.316428571429,104.971428571429,41.6676207979191
112.470714285714,105.4,41.7087251002688
112.727857142857,106.114285714286,41.7758761861729
108.723846153846,112.269230769231,50.332097732264
111.970357142857,105.1,42.1023442240235
111.779214285714,104.371428571429,42.5578923529527
112.393071428571,104.028571428571,41.3274588914377
112.086142857143,104.2,41.9483102773216
111.318821428571,104.628571428571,43.4521706227118
111.165357142857,104.714285714286,43.7451243391064
110.858428571429,104.885714285714,44.3236295779033
110.5515,105.057142857143,44.8925825073427
110.244571428571,105.228571428571,45.4523418439803
111.62575,104.457142857143,42.858608013631
111.722214285714,103.835714285714,42.7003627965159
61.0875,207.15,29.2398011065397
89.5475,160.8,43.0959147570857
65.2055555555555,197.555555555556,37.369896117095
89.4129,159.415,43.2582434986674
94.7033333333333,143.2,52.6187592235148
94.7033333333333,143.2,52.6187592235148
98.625,144.166666666667,48.1215972823014
96.8225,145.05,50.4708318610859
96.2216666666667,145.566666666667,51.2158808107624
95.6208333333333,146.083333333333,51.9432962402807
95.02,146.6,52.6538089790283
110.584615384615,113.230769230769,47.4122606044186
80.6,171.571428571429,52.6502950744682
110.090588235294,109.494117647059,49.8657093626694
108.535833333333,111.316666666667,50.9294946401941
104.76,115.742857142857,53.2361555443559
97.4233333333333,142.4,49.7073564866297
115.454,106.64,44.386373855047
115.454,106.8,44.386373855047
115.454,106.4,44.386373855047
115.454,106.24,44.386373855047
115.454,106.24,44.386373855047
115.454,105.92,44.386373855047
115.454,105.52,44.386373855047
81.0318181818182,176.727272727273,48.5977892909435
83.5142857142857,175.285714285714,50.3437945834561
81.0318181818182,181.636363636364,48.5977892909435
80.6,171.571428571429,52.6502950744682
113.509,105.94,47.6036749526757
76.455,166.55,55.5900236103566
84.2757142857143,156.542857142857,55.0818408907906
108.703571428571,106.9,46.2396191604347
111.779214285714,104.371428571429,42.5578923529527
89.4475,159.45,43.1863099691326
110.5515,105.057142857143,44.8925825073427
94.7033333333333,143.2,52.6187592235148
115.454,105.92,44.386373855047
112.241428571429,111.171428571429,41.8088037306469
119.905833333333,92.1833333333333,41.2934943339209
111.970357142857,105.1,42.1023442240235
111.779214285714,104.371428571429,42.5578923529527
110.680857142857,104.764285714286,44.0025376132805
111.375428571429,104.58,43.2137040990377
111.395,104.572857142857,43.1899497320516
111.134,104.588571428571,43.5515315262932
110.738714285714,104.621428571429,43.8740727023352
111.081571428571,104.592857142857,43.3258931203209
111.426571428571,104.571428571429,43.1511205577301
111.303142857143,104.538571428571,43.354886544256
111.500857142857,105.285714285714,43.1162882295529
111.500857142857,104.7,43.1162882295529
111.500857142857,105.157142857143,43.1162882295529
111.500857142857,105.085714285714,43.1162882295529
107.984230769231,114.665384615385,50.3958532079985
106.799230769231,114.792307692308,51.3010421189005
108.932230769231,114.563846153846,49.6394602612042
108.695230769231,114.589230769231,49.8313257239689
108.221230769231,114.64,50.2095013536035
109.169230769231,114.538461538462,49.4457143606911
113.707692307692,117.538461538462,54.7228571501393
125.169230769231,116.923076923077,81.1385437632675
109.169230769231,114.538461538462,49.4457143606911
109.169230769231,114.538461538462,49.4457143606911
110.738461538462,116.153846153846,47.2166412720955
109.169230769231,114.538461538462,49.4457143606911
109.169230769231,114.538461538462,49.4457143606911
109.169230769231,114.538461538462,49.4457143606911
109.169230769231,114.538461538462,49.4457143606911
113.007142857143,110.785714285714,46.228535007932
112.861428571429,111.135714285714,46.4537805407764
109.169230769231,114.538461538462,49.4457143606911
109.169230769231,114.538461538462,49.4457143606911
109.169230769231,114.538461538462,49.4457143606911
106.540322580645,114.290322580645,51.7155346027746
115.8145,107.05,43.7139950673694
115.454,107.2,44.386373855047
127.194055555556,81.0055555555556,36.4386596548413
114.733,107.5,45.6929322871711
114.3725,107.65,46.328189245318
114.012,107.8,46.9520846821523
115.0935,107.35,45.0458331341535
113.613333333333,105.666666666667,47.4053810822733
110.443076923077,103.846153846154,47.7154060566179
90.4075,138.75,51.5367021524467
83.5142857142857,173.571428571429,50.3437945834561
83.5142857142857,173.571428571429,50.3437945834561
83.5142857142857,174.571428571429,50.3437945834561
108.910852713178,115.054263565891,49.5494956369642
86.0892857142857,172.714285714286,47.6462454620787
