mean_atomic_radius,wtd_mean_ThermalConductivity,wtd_mean_atomic_radius
160.25,61.0151885714286,105.514285714286
161.2,61.3723314285714,104.971428571429
160.25,60.94376,104.685714285714
160.25,60.9794742857143,105.1
160.25,61.0866171428571,106.342857142857
160.25,61.2294742857143,108.0
160.25,61.5866171428571,112.142857142857
151.75,61.1866171428571,104.2
151.75,61.34376,104.371428571429
151.75,61.5009028571429,104.542857142857
151.75,61.8151885714286,104.885714285714
162.4,44.2994742857143,107.457142857143
161.2,61.1580457142857,104.828571428571
161.2,61.3723314285714,104.971428571429
161.2,62.0151885714286,105.4
161.2,63.0866171428571,106.114285714286
170.4,103.398927692308,112.269230769231
160.25,60.9794742857143,105.1
151.75,61.34376,104.371428571429
151.75,61.0294742857143,104.028571428571
151.75,61.1866171428571,104.2
151.75,61.5794742857143,104.628571428571
151.75,61.6580457142857,104.714285714286
151.75,61.8151885714286,104.885714285714
151.75,61.9723314285714,105.057142857143
151.75,62.1294742857143,105.228571428571
151.75,61.4223314285714,104.457142857143
145.5,64.8794742857143,103.835714285714
167.0,72.101329,207.15
167.0,118.456645,160.8
167.0,72.4473977777778,197.555555555556
180.333333333333,117.371645,159.415
164.5,139.20886,143.2
164.5,139.20886,143.2
168.0,138.842193333333,144.166666666667
167.0,139.225526666667,145.05
167.0,139.242193333333,145.566666666667
167.0,139.25886,146.083333333333
167.0,139.275526666667,146.6
160.25,96.0912353846154,113.230769230769
164.5,179.003797142857,171.571428571429
164.5,74.7450470588235,109.494117647059
164.5,71.0821716666667,111.316666666667
164.5,62.1866171428571,115.742857142857
163.0,139.20886,142.4
169.25,83.295948,106.64
169.75,83.055948,106.8
168.5,83.055948,106.4
168.0,83.455948,106.24
168.0,83.375948,106.24
167.0,83.535948,105.92
165.75,83.455948,105.52
163.0,189.820598181818,176.727272727273
171.0,178.432368571429,175.285714285714
169.75,188.729689090909,181.636363636364
164.5,179.003797142857,171.571428571429
164.5,83.555948,105.94
164.5,108.806645,166.55
164.5,121.836165714286,156.542857142857
162.4,52.6930457142857,106.9
151.75,61.34376,104.371428571429
172.6,117.156645,159.45
151.75,61.9723314285714,105.057142857143
164.5,139.20886,143.2
167.0,85.295948,105.92
165.75,61.7866171428571,111.171428571429
164.5,69.5343866666667,92.1833333333333
160.25,60.9794742857143,105.1
151.75,61.34376,104.371428571429
156.6,58.8009028571429,104.764285714286
155.6,60.97376,104.58
154.6,61.06376,104.572857142857
153.6,60.3800457142857,104.588571428571
152.6,59.2080457142857,104.621428571429
151.8,59.3580457142857,104.592857142857
151.2,59.29376,104.571428571429
149.8,61.1009028571429,104.538571428571
170.8,61.5009028571429,105.285714285714
162.6,61.5580457142857,104.7
169.0,61.5009028571429,105.157142857143
168.0,61.4723314285714,105.085714285714
162.8,92.6950815384615,114.665384615385
162.8,88.9912353846154,114.792307692308
162.8,95.6581584615385,114.563846153846
162.8,94.9173892307692,114.589230769231
162.8,93.4358507692308,114.64
164.5,96.3989276923077,114.538461538462
149.0,96.4126523076923,117.538461538462
147.4,96.3975676923077,116.923076923077
164.5,96.3989276923077,114.538461538462
164.5,96.3989276923077,114.538461538462
169.75,95.9373892307692,116.153846153846
164.5,96.3989276923077,114.538461538462
164.5,96.3989276923077,114.538461538462
164.5,96.3989276923077,114.538461538462
164.5,96.3989276923077,114.538461538462
168.0,89.44376,110.785714285714
178.2,89.1294742857143,111.135714285714
164.5,96.3989276923077,114.538461538462
164.5,96.3989276923077,114.538461538462
164.5,96.3989276923077,114.538461538462
171.2,57.9186593548387,114.290322580645
171.0,83.165948,107.05
171.0,83.215948,107.2
171.0,46.2817844444444,81.0055555555556
171.0,83.315948,107.5
171.0,83.365948,107.65
171.0,83.415948,107.8
171.0,83.265948,107.35
164.5,83.5492813333333,105.666666666667
138.75,68.1681584615385,103.846153846154
138.75,110.756645,138.75
168.0,178.718082857143,173.571428571429
168.0,178.86094,173.571428571429
169.75,178.146654285714,174.571428571429
164.5,97.1460001550387,115.054263565891
169.25,178.289511428571,172.714285714286
169.75,177.646654285714,173.142857142857
164.5,178.932368571429,168.642857142857
167.0,183.646654285714,170.785714285714
164.5,96.3989276923077,114.538461538462
161.4,90.45662,114.615384615385
155.2,95.7643123076923,114.434615384615
155.2,95.1296969230769,114.330769230769
151.75,61.34376,104.371428571429
151.2,60.2401885714286,104.385714285714
151.2,59.1366171428571,104.4
155.2,95.0027738461539,114.31
155.2,94.8758507692308,114.289230769231
155.2,94.7489276923077,114.268461538462
155.2,94.6854661538462,114.258076923077
155.2,94.1143123076923,114.164615384615
164.5,96.3989276923077,114.538461538462
164.5,97.904745625,115.578125
168.0,96.2450815384615,115.615384615385
142.2,95.3737694063927,113.882800608828
142.2,92.9727522255193,112.347181008902
142.2,89.5261828571429,110.142857142857
164.5,83.5492813333333,105.666666666667
169.25,95.4342532824428,115.480916030534
169.75,95.3507787767584,115.737003058104
168.5,97.2840308580343,116.720748829953
168.0,98.5191464830842,117.158143194335
168.0,97.5960433385335,116.564742589704
167.0,99.065356284585,117.169960474308
167.0,100.328745224233,116.843430369788
165.75,96.3220046153846,114.923076923077
164.5,98.5203315723271,116.003144654088
163.0,95.2272274164134,113.273556231003
171.0,95.2852009000763,115.963386727689
151.75,61.34376,104.371428571429
151.75,61.34376,104.371428571429
161.4,93.9927683713611,116.277734067663
160.0,78.6440906298003,114.562211981567
164.6,99.1007159968479,116.243498817967
167.0,98.461944516129,118.010967741935
162.0,90.8166076502732,115.849336455894
161.4,96.2643149371069,116.322798742138
163.8,87.9315117829457,115.43007751938
162.8,92.5469276923077,114.670461538462
162.8,164.688544159544,172.219800569801
164.5,97.1460001550387,115.054263565891
165.0,97.3041285945073,117.844588045234
165.0,94.4149863924051,117.384018987342
162.8,92.6950815384615,114.665384615385
162.8,92.6950815384615,114.665384615385
162.8,88.9912353846154,114.792307692308
164.5,96.3989276923077,114.538461538462
162.8,95.2877738461539,114.576538461538
162.8,95.2877738461539,114.576538461538
162.8,93.8062353846154,114.627307692308
140.0,160.134112779553,157.91054313099
140.0,94.0485213133208,112.172607879925
140.0,177.332070223606,170.36116614775
140.0,177.332070223606,170.36116614775
140.0,174.882226168876,168.587578506629
140.0,178.595641847206,171.275940706956
140.0,178.164011673539,170.963457983791
140.0,177.734463120567,170.652482269504
164.5,179.003797142857,171.571428571429
169.75,178.146654285714,174.571428571429
168.0,178.718082857143,173.571428571429
168.5,178.146654285714,173.857142857143
168.0,178.86094,173.571428571429
164.5,179.003797142857,171.571428571429
151.75,61.34376,104.371428571429
151.2,61.1230457142857,104.374285714286
151.2,60.9023314285714,104.377142857143
151.2,60.4609028571428,104.382857142857
151.2,105.014145,146.68
159.2,190.002953333333,159.555555555556
159.2,172.802658,168.9
164.5,179.003797142857,171.571428571429
166.8,170.903797142857,172.235714285714
166.8,162.803797142857,172.9
166.8,154.703797142857,173.564285714286
166.8,146.603797142857,174.228571428571
166.8,138.503797142857,174.892857142857
