from_path,from_table,from_column,to_path,to_label,to_column
cylinder/,table5.csv,timestamp,cylinder/,table17.csv,timestamp
cylinder/,table5.csv,caliper,cylinder/,table8.csv,caliper
cylinder/,table5.csv,unit_number,cylinder/,table8.csv,unit_number
cylinder/,table5.csv,timestamp,cylinder/,table10.csv,timestamp
cylinder/,table5.csv,unit_number,cylinder/,table10.csv,unit_number
cylinder/,table5.csv,timestamp,cylinder/,table9.csv,timestamp
cylinder/,table5.csv,unit_number,cylinder/,table9.csv,unit_number
cylinder/,table5.csv,timestamp,cylinder/,table12.csv,timestamp
cylinder/,table5.csv,unit_number,cylinder/,table12.csv,unit_number
cylinder/,table5.csv,caliper,cylinder/,table1.csv,caliper
cylinder/,table5.csv,timestamp,cylinder/,table1.csv,timestamp
cylinder/,table5.csv,unit_number,cylinder/,table1.csv,unit_number
cylinder/,table5.csv,caliper,cylinder/,table0.csv,caliper
cylinder/,table5.csv,timestamp,cylinder/,table0.csv,timestamp
cylinder/,table5.csv,unit_number,cylinder/,table0.csv,unit_number
cylinder/,table5.csv,caliper,cylinder/,table2.csv,caliper
cylinder/,table5.csv,timestamp,cylinder/,table2.csv,timestamp
cylinder/,table5.csv,band_type,cylinder/,table2.csv,band_type
cylinder/,table5.csv,unit_number,cylinder/,table2.csv,unit_number
cylinder/,table5.csv,band_type,cylinder/,table3.csv,band_type
cylinder/,table5.csv,unit_number,cylinder/,table3.csv,unit_number
cylinder/,table5.csv,unit_number,cylinder/,table6.csv,unit_number
cylinder/,table5.csv,caliper,cylinder/,table4.csv,caliper
cylinder/,table5.csv,timestamp,cylinder/,table4.csv,timestamp
cylinder/,table5.csv,band_type,cylinder/,table4.csv,band_type
cylinder/,table5.csv,unit_number,cylinder/,table4.csv,unit_number
cylinder/,table4.csv,timestamp,cylinder/,table17.csv,timestamp
cylinder/,table4.csv,caliper,cylinder/,table8.csv,caliper
cylinder/,table4.csv,unit_number,cylinder/,table8.csv,unit_number
cylinder/,table4.csv,timestamp,cylinder/,table10.csv,timestamp
cylinder/,table4.csv,unit_number,cylinder/,table10.csv,unit_number
cylinder/,table4.csv,timestamp,cylinder/,table9.csv,timestamp
