Key_2_4,ParticleID_14,ParticleID_20,ParticleID_25
21029,1.6784599999999998,-0.291338,-0.25264
14058,1.50359,0.2000849999999999,-0.364169
37208,2.34487,1.32668,0.690979
33035,2.51721,2.63157,0.577367
64093,1.52266,-2.10098,-2.41167
11537,1.43492,-2.07477,-3.86277
50189,2.60812,0.812179,0.695018
5129,2.46085,-4.71764,-6.791689999999999
51741,1.87796,-0.0335334,0.279001
26438,1.74445,-3.15908,-1.94292
8125,1.61422,-3.02087,-1.00641
12351,2.33266,-0.237366,-0.374298
47878,2.48352,0.275776,0.48802
6894,2.03967,-0.764077,-0.265807
15954,1.74952,-1.27742,-1.57159
57494,2.18079,-2.51579,-2.64811
815,1.68839,-0.6023109999999999,-0.182216
17208,2.22529,1.95824,0.48798
62656,1.53816,-0.0973063,-2.10215
3543,2.0514900000000003,-4.09287,-3.50999
68283,2.49441,0.486885,-0.0660273999999999
40830,1.95275,-0.292478,-0.824586
1616,1.927,0.124989,0.176453
43953,1.56652,-3.70094,-1.79513
29329,3.04628,1.02335,0.689329
44143,1.80922,-1.25858,-2.33849
50720,2.2444900000000003,-1.35974,-2.31327
32438,1.27726,-2.61127,-7.156280000000001
62133,1.8258,0.0949175,-0.279951
35147,1.83258,-0.398488,-1.65638
63227,1.88585,-3.82622,-0.762012
72841,1.58891,0.201105,-0.0221847
20673,1.78859,-2.64862,-5.83166
21993,1.71617,-2.80386,-0.643127
4953,1.99604,0.408401,0.191597
24512,1.84576,0.00632062,-0.292691
67554,2.81012,1.10469,0.557708
44977,2.2454400000000003,1.43087,0.767841
50903,1.77387,2.28563,0.922422
7519,2.9269,0.902232,0.0313094
38244,1.82087,1.7227599999999998,1.85192
49597,2.08667,0.6180640000000001,0.257036
6013,2.07367,0.146086,0.0890013
49357,1.81298,-0.104219,0.0736376
39391,2.29142,-3.83935,-4.29165
29687,2.10565,2.63916,0.0370574
24046,1.59883,0.976544,0.36055
55169,1.58275,0.7335189999999999,-0.147481
49979,1.7051599999999998,1.56377,0.642221
70343,1.74835,0.2024369999999999,-1.14687
18095,2.53746,0.302722,0.5146390000000001
61231,2.5169200000000003,0.595962,-0.229238
50194,4.35158,-4.81249,-0.433133
32275,2.25095,0.784062,0.237596
38615,1.86968,0.506959,0.813167
50758,1.59014,0.017888,-0.719775
8997,2.18096,2.23988,0.5236350000000001
23113,1.61639,0.226342,0.101801
60316,1.5462,-3.5620300000000005,-6.49451
15308,1.79848,2.29995,2.45121
12538,1.99534,0.8619190000000001,1.42441
38461,1.67762,2.37641,3.11592
16753,2.05449,1.14256,0.330007
62879,1.78234,-0.462505,-0.928511
1569,2.6295,0.795689,0.126698
11891,1.49731,-0.978196,-2.69579
33139,1.64013,0.3652289999999999,-1.59214
27238,2.12186,0.0461527,0.547676
53908,2.11003,0.8591290000000001,0.218702
11443,1.6418400000000002,4.41275,-4.7992
57643,1.89574,0.518191,0.519205
54072,1.8271,1.18011,2.26215
30293,1.96931,0.653664,-0.4597229999999999
65931,1.69845,6.10977,-2.48449
8645,2.51105,-0.382318,-0.286181
5964,1.60445,-1.13512,-1.05608
55533,1.55018,-0.0021199,0.3129429999999999
26600,1.93618,-0.0431315,0.0980291
7885,1.93975,-1.6252,-2.01456
13383,2.3675200000000003,2.49181,0.33138
21561,1.54406,-0.845424,-1.11719
58918,3.54904,-0.896172,-0.281624
10190,2.47891,1.57959,0.325306
15719,1.7772,-2.89506,-4.15871
47330,2.00123,-0.131665,-1.07637
53717,2.11003,0.749911,-0.813127
28824,2.29798,1.01694,0.362266
54414,1.50204,-0.2962909999999999,-0.965796
15780,2.22756,-2.70275,-1.28603
71784,2.06041,0.654663,0.2109469999999999
3261,2.0532,0.5231399999999999,0.312421
21465,1.4365,0.582146,0.545636
46094,2.1038900000000003,2.23236,0.616843
51394,1.88068,-1.10008,-1.70513
36659,2.42417,0.361383,-0.311519
42009,2.17596,-9.60519,-14.6248
23453,1.64418,-1.46859,-3.04503
22279,1.53492,-3.82794,-3.94294
31917,1.99017,-3.88965,-6.151680000000001
37452,1.7875599999999998,-1.28906,-0.274294
31948,1.50145,-3.71674,-4.93572
18753,2.00035,-1.16039,-5.68326
12135,1.17199,-1.16046,-1.3449
36916,1.57815,-0.430164,-0.7334689999999999
56864,2.64302,-1.37995,-0.0169777999999999
16456,2.34666,0.769079,0.501305
34698,2.34192,1.97903,0.730283
69888,1.98151,0.573539,0.126782
22059,1.65113,-5.6794,-3.44337
14378,1.6354799999999998,0.911386,1.00204
64703,1.56223,-0.656199,-2.0985
1494,2.14304,0.641205,-0.351189
59498,1.89823,1.58542,0.7687890000000001
16772,2.1777,-4.82572,-6.42708
44821,2.49461,-3.38308,-1.62507
43105,1.98005,-0.651253,-0.494797
567,1.76846,-0.292572,-0.577186
39823,3.12806,2.01916,0.8667819999999999
68566,2.89533,-5.48108,-5.96513
50742,1.78025,1.09046,0.582994
70367,1.88589,0.973552,-0.719955
12363,2.27323,-1.4468299999999998,-0.651904
20306,1.6390900000000002,0.1527079999999999,0.566507
19465,3.90225,1.42781,0.287219
16745,1.91649,-1.40666,-3.796580000000001
9860,2.4847,0.628668,0.145763
48946,1.53374,0.1945569999999999,0.276315
5709,2.59934,-0.2966789999999999,-0.8551270000000001
71151,1.77324,0.53358,0.436903
14385,2.60082,1.42586,0.606295
59413,1.93142,4.02456,-3.01547
34279,1.77541,-1.59897,-0.527824
50848,2.14903,0.91761,0.933861
70428,2.11508,-1.34459,-2.68509
25913,1.98749,0.291442,-0.496195
35029,1.7254,0.371196,1.05064
16813,1.4579799999999998,1.991,0.606214
9135,1.85041,-1.83996,-1.74501
45326,1.91676,-0.446264,-0.186852
59910,1.80439,-0.507283,-1.44126
47065,1.99084,0.75242,-0.147397
25603,2.96283,-2.51694,-1.58102
68171,2.5391,0.5335270000000001,0.213668
25789,2.8579,1.91,0.835686
44624,1.69777,-7.174169999999999,-3.39929
60560,1.51915,-0.978928,-1.6044
9852,1.78092,0.1249779999999999,-0.0365013
68363,3.41875,1.33552,0.369538
35658,2.56171,-1.65726,-2.03255
24149,1.7945,-0.6632680000000001,-1.62182
58288,2.16932,-1.02142,-1.7760900000000002
12652,2.0212,-0.321979,-0.747972
45834,2.23992,1.29988,0.417892
31414,1.85118,-4.00237,-5.07792
20102,1.81055,-2.55916,-6.0379
29391,2.62795,2.55386,1.92266
42701,2.18,-2.41385,-2.59724
36571,1.62225,2.01294,-2.27496
62171,1.71687,0.5928770000000001,0.172296
36967,2.4441,-1.58082,-5.62242
909,2.40464,-1.35067,-0.2321239999999999
59412,2.21955,-1.40511,0.0185617
47971,2.22531,1.62989,0.527197
12606,2.14641,1.91734,0.739962
23541,1.82296,-0.5736180000000001,-1.50799
18375,2.11461,-0.207032,-0.7050609999999999
11659,1.60885,-0.7931090000000001,-0.120504
44655,1.94412,8.34251,-2.52738
59572,4.08006,0.47568,-0.0719373
5201,2.15282,4.09986,0.141748
63281,1.62653,-0.97218,-1.08152
41438,1.72558,1.60218,2.67817
48512,2.91501,-1.46628,0.320557
3545,1.55616,-3.75447,-3.68268
27342,1.6658099999999998,2.0125,-0.0234683
26860,2.0309,1.26947,0.564742
48349,1.90146,-2.94739,-0.526241
65678,2.20353,-1.34411,-1.72842
625,1.7098799999999998,-1.64547,-2.97707
22030,3.15231,-1.92051,0.347323
8540,2.23476,1.00033,-0.585655
70047,2.21606,0.979194,1.06465
18127,2.2477,-0.0221234,0.574295
72394,2.5454,-4.67009,-4.963509999999999
35888,2.3527400000000003,1.00526,0.199615
9916,1.95895,-0.096215,-1.03618
3113,3.7296,-0.382732,-1.12585
9796,1.24037,11.1118,-6.57689
55377,2.40719,-2.4555700000000003,-2.6763
30289,1.87823,2.85067,0.960173
59860,2.52811,-1.80603,0.157294
64455,1.9387,0.593437,0.5964689999999999
30878,2.16021,-0.426279,-1.81582
36239,1.91328,0.8402959999999999,0.0549957
48025,1.43444,-4.188,-4.48419
16316,2.23563,1.3657700000000002,0.750625
53364,3.25767,0.326677,0.374714
70453,1.30282,-1.82255,-1.5209
580,1.72757,0.982268,0.289778
50114,1.95294,0.511189,0.439318
42787,1.4098,-1.93741,-2.73753
32832,2.72523,0.20299,0.482166
48947,1.48993,-0.048292,-0.389696
40557,1.84685,-3.3793,-5.71619
45132,1.44594,-3.07302,-6.32878
36953,1.55442,-2.87047,-3.06335
55552,1.6494400000000002,-2.19238,-3.37618
26306,2.14277,-1.09097,-1.24525
71529,2.34964,0.396908,-0.0725871
1025,2.13015,0.10951,-0.279539
42208,2.50213,-0.505143,-1.07627
49495,1.72143,1.1393,0.979539
32070,1.67018,-0.995875,-2.26859
18107,1.36691,-0.28793,-0.509534
57793,1.90521,-0.189801,-0.0895139
19704,2.59159,1.24396,1.13334
5901,2.62066,-1.67653,-0.390018
29875,2.51033,0.0787568999999999,0.646038
7042,1.48256,-0.134128,0.0524561
21972,1.6080299999999998,0.0485944,-0.942013
38574,1.7832,-0.8399399999999999,-2.52286
36986,2.83941,1.57495,0.5032949999999999
21770,2.0643,-1.48089,-1.60624
35194,2.16318,-0.665842,-1.7783400000000005
8608,2.3031200000000003,1.04345,2.07241
19217,1.55771,-0.7052109999999999,-0.997777
70454,3.2267200000000003,2.9584200000000003,-1.1308200000000002
65417,1.58231,-1.00129,-0.589923
44665,2.22828,1.45528,1.60542
68961,2.62467,-2.88402,-0.530046
29671,2.08434,1.92272,0.264771
45790,1.64244,-1.82432,-3.57025
45616,1.45969,-0.176115,-0.064966
4030,2.80819,2.27455,2.26703
7343,1.85243,-0.423956,-0.3814659999999999
536,2.64129,1.61907,0.4513109999999999
29273,2.36634,1.53368,0.650555
39404,2.4738900000000004,0.346476,0.526564
49667,2.34073,0.826235,-0.68489
42101,2.44838,-3.18801,-4.83481
47740,1.53362,-1.55551,-3.2248900000000003
4299,1.79079,-0.4179279999999999,0.0143976
64261,2.64025,2.46236,0.516049
69450,1.6831,-2.07821,-2.35183
72432,1.50689,-1.35445,-1.28685
44375,1.50105,1.6625299999999998,2.3674
28935,1.78967,-2.29218,-0.8884629999999999
34875,1.7936,-0.415182,-0.422117
11975,1.60953,0.205758,-0.5678979999999999
4992,1.63459,-3.7819,-6.801710000000001
56346,1.99804,-1.82051,-1.28733
26895,2.0857,0.787331,0.460792
69848,1.97161,0.870958,-0.182884
11389,2.68116,-1.61412,0.516733
61954,1.60506,-1.86281,-5.21523
52311,1.49928,0.2112369999999999,0.225488
14048,2.17891,0.8904719999999999,0.822622
43340,1.846,-1.7008900000000002,-4.14455
59941,1.44272,-4.12051,-3.99094
38182,1.4819,2.96351,2.0607
40952,3.6233,0.335084,-0.333411
31869,2.66666,1.32645,1.2404700000000002
7966,1.51198,-0.940868,-0.607754
1449,1.96961,0.249053,0.540036
60062,2.11915,0.447687,0.470688
30406,1.81755,-0.198675,-1.17049
10176,2.42471,1.50721,0.393201
8116,2.23124,0.325392,-0.6040800000000001
62759,1.97147,-2.93341,-4.26661
13106,1.80228,-1.23966,-3.77873
16702,1.71865,-1.24798,-1.49569
72263,2.77556,-0.559493,-1.04312
44398,1.59772,-4.63978,-6.77624
67882,1.88796,-5.09664,-8.83196
42392,1.88949,-0.75461,-1.25724
65569,2.39453,1.25196,-0.315115
6302,2.68952,2.09725,0.577
47777,1.75515,-1.174,-0.363458
65774,3.26716,-1.58104,-0.874367
58983,2.63925,-2.62691,-1.06403
50772,1.26124,1.90508,0.6571560000000001
9500,1.42296,0.6780729999999999,0.0960337
47730,1.98945,0.8268719999999999,0.8332790000000001
3170,1.7313599999999998,-1.06836,-0.943045
