signal,ParticleID_19,ParticleID_33,ParticleID_43,Key_0_0
0,0.55352,394.307,4.87694,48633
0,0.345249,175.364,4.00818,26486
0,0.95839,344.866,5.171530000000001,71275
0,0.919132,466.274,2.70914,19584
0,1.17113,354.105,10.1539,21123
0,1.14532,273.34,15.6933,53424
0,1.43069,448.574,4.44296,37241
0,0.7651140000000001,463.794,22.6355,31833
0,0.834715,357.946,4.33426,12299
0,1.12291,293.76,6.83495,57230
0,0.5892649999999999,385.449,6.7305,55840
0,0.822369,415.256,4.64295,37824
0,1.14992,460.001,6.65675,36093
0,2.17738,413.057,3.79795,21064
0,0.536846,433.662,6.63615,19747
0,0.633815,370.55,10.2603,47679
0,1.02076,416.406,4.2310300000000005,62905
0,1.04453,421.38,2.53382,7101
0,0.6764640000000001,454.039,8.08104,29824
0,0.792407,384.328,14.3497,9608
0,1.1576,344.033,4.185230000000001,9525
0,0.152522,493.007,4.93811,28549
0,0.620859,371.816,4.27075,45648
0,0.965812,199.364,9.01622,28104
0,0.290569,456.234,3.33582,2856
0,0.8547540000000001,393.409,10.1654,347
0,0.7642260000000001,428.663,8.84695,34304
0,0.647675,368.02,19.8765,18775
0,0.4376609999999999,414.667,5.35988,10315
0,0.941378,331.55800000000005,7.63917,53936
0,1.81656,346.53,7.47913,43534
0,0.0888636999999999,390.691,5.18542,49995
0,0.37784,398.24,16.3471,11723
0,0.949451,318.871,5.045319999999999,67152
0,0.475931,257.15,3.30504,43568
0,1.59121,360.597,5.242719999999999,7140
0,0.421513,413.79,5.09319,10598
0,0.7411300000000001,455.904,2.37029,35284
0,0.112072,267.962,3.3649400000000003,22470
0,0.73197,352.522,4.16101,24507
0,0.00467372,341.344,6.34144,62491
0,0.902653,146.016,4.9714,54694
0,0.190976,290.58,3.06552,33558
0,1.21164,363.937,3.66399,64466
0,0.81013,423.583,11.5716,26174
0,0.164486,495.774,1.62994,46781
0,0.99489,222.021,3.12526,21712
0,0.918158,189.107,3.33956,11645
0,1.20153,102.299,3.38127,26903
0,0.981426,309.242,5.29525,37549
0,0.4788949999999999,375.507,5.86187,36996
0,-0.0616431,477.903,3.48894,60803
0,0.28753,340.04,6.707260000000001,56077
0,0.0894345,481.017,2.7825900000000003,15814
0,0.673475,294.207,5.64766,3198
0,0.366934,294.921,6.96201,61614
0,0.159207,436.581,2.69792,31230
0,0.949354,271.121,6.32865,41572
0,2.48622,426.089,19.4611,6299
0,0.3256969999999999,427.61800000000005,4.3947400000000005,69704
0,0.27686,491.909,4.82226,32497
0,0.328182,398.672,6.44704,71523
0,0.539406,311.329,2.14575,67546
0,0.677261,298.895,5.37955,48371
0,0.657361,446.969,3.31344,38639
0,0.524284,265.465,9.70365,39108
0,0.603224,206.461,6.8853800000000005,48058
0,0.737402,434.549,5.58027,2803
0,0.8472069999999999,416.369,5.18863,63044
0,0.32094,403.244,8.10602,10868
0,0.326398,395.979,3.24205,24332
0,0.495816,267.69,6.6776100000000005,39953
0,0.573508,463.132,5.0804,67134
0,0.0343157,435.731,5.13719,60880
0,0.0779574,491.63,5.88813,44235
0,0.949442,293.146,4.97739,9897
0,0.8357870000000001,150.664,3.4477300000000004,71354
0,1.03605,353.111,3.54687,20026
0,1.09523,300.621,11.9901,40024
0,0.966692,403.086,1.7217,38757
0,0.645155,366.229,6.6288100000000005,7990
0,0.290058,455.958,3.17933,34460
0,0.72742,467.835,1.6546299999999998,37587
0,0.5566270000000001,368.136,10.2532,31799
0,-0.229844,371.24300000000005,4.98269,9468
0,0.59418,498.759,4.643619999999999,37731
0,0.795696,462.217,2.45281,33955
0,0.5852729999999999,237.374,7.05058,26681
0,0.8803129999999999,475.335,9.24837,67830
0,0.970029,350.42900000000003,4.27233,925
0,0.235698,433.565,5.1575,728
0,0.2143389999999999,199.413,4.63456,48209
0,0.978757,267.914,6.06076,53276
0,0.807914,119.338,8.1292,24894
0,0.245498,467.449,4.51745,4586
0,0.6397,396.424,32.9718,15477
0,0.551613,473.355,8.739460000000001,31234
0,0.654753,154.579,18.5211,65904
0,0.5893550000000001,384.86,19.8462,43917
0,0.828815,130.36700000000002,4.46022,13499
0,0.7009449999999999,198.489,17.1902,40537
0,-0.240432,494.165,12.2418,25352
0,1.11239,325.921,9.7996,971
0,0.709907,144.72,4.35807,39783
0,0.910801,347.435,2.58626,71250
0,0.304501,414.764,5.68652,33559
0,1.14791,424.257,2.893,35408
0,1.33561,169.72,4.166930000000001,33555
0,0.941985,246.431,14.6659,1933
0,0.627548,487.257,4.44617,40862
0,0.5292060000000001,387.767,10.9962,46142
0,0.351092,479.674,3.84559,39327
0,0.417751,423.687,2.8891,9100
0,0.5953729999999999,472.98,21.0169,14488
0,0.799339,384.591,6.46213,62066
0,0.6936220000000001,289.567,4.19733,61123
0,0.6011880000000001,298.16200000000003,6.62377,49290
0,0.581599,429.109,3.51665,12811
0,-0.4720899999999999,473.888,16.2741,64697
0,1.19451,128.197,3.70671,5729
0,0.890914,420.098,4.67236,69306
0,-0.0189109,355.74300000000005,7.196610000000001,1782
0,0.80398,223.974,5.58568,53044
0,-0.30167,429.554,1.09996,34873
0,0.742672,485.103,12.8774,6543
0,0.690226,438.766,5.0410900000000005,47180
0,0.249171,94.3797,4.88866,48043
0,0.776413,380.55300000000005,5.0532900000000005,2692
0,0.631857,275.153,4.22185,26005
0,1.00319,410.635,3.14265,70901
0,0.413385,398.913,6.26365,10604
0,1.12867,257.981,6.40316,63770
0,0.7454970000000001,396.147,5.96181,52890
0,0.796998,468.668,9.66564,24856
0,0.557483,477.801,6.123130000000001,29493
0,0.118266,330.519,4.36526,23435
0,0.796428,451.459,3.82265,31288
0,0.4520689999999999,297.685,6.648610000000001,31015
0,0.2011339999999999,361.819,5.64761,3593
0,0.70057,199.098,8.01535,47169
0,1.32764,300.67400000000004,4.7583400000000005,17817
0,0.486514,495.449,8.7544,21963
0,0.756389,481.793,3.80088,2846
0,-0.48213,477.69,3.73255,64170
0,1.7240799999999998,175.384,15.0493,33439
0,0.0970163,376.752,6.30961,42963
0,0.5857020000000001,225.218,3.95181,58271
0,1.15376,441.371,1.87139,62958
0,0.750078,461.272,9.75456,41277
0,0.800724,402.534,6.55264,25654
0,1.31164,393.757,8.85242,50673
0,0.8506360000000001,410.806,4.46326,46960
0,0.727644,459.839,2.32175,23896
0,0.404182,351.006,17.1669,31711
0,0.57428,378.727,12.5223,53710
0,-0.225363,436.165,3.15071,72986
0,0.6020909999999999,360.519,11.8748,50374
0,0.4082989999999999,321.949,4.95657,39392
0,0.923448,337.144,5.2413,54166
0,-0.071978,425.931,14.6194,18812
0,0.8709620000000001,367.932,5.54809,68263
0,1.05604,343.54900000000004,3.14108,61528
0,0.8852399999999999,358.589,2.45592,36549
0,0.5032479999999999,388.025,2.51263,17575
0,0.222782,447.473,7.62772,33485
0,0.709174,289.713,6.58638,45747
0,0.928581,97.0141,4.386819999999999,21521
0,0.712028,439.347,5.78911,57281
0,0.624868,339.24800000000005,4.4688,22021
0,0.389414,470.889,1.3997700000000002,49119
0,0.661856,240.579,5.88561,66908
0,0.306173,450.007,4.91089,27374
0,0.924072,464.126,4.02661,65254
0,1.0815,281.61,11.8063,57901
0,1.04995,318.813,5.19716,45900
0,0.798764,32.9117,3.41316,24203
0,1.39057,274.605,7.620369999999999,9173
0,0.576236,459.073,6.76757,54996
0,1.51977,392.749,8.07289,11098
0,0.269061,488.087,2.58182,8122
0,1.48206,466.216,4.4162300000000005,60826
0,0.720482,361.252,4.078180000000001,12036
0,0.58958,369.42800000000005,3.823080000000001,18482
0,1.14368,479.496,13.2735,65372
0,0.79678,383.468,4.136340000000001,70786
0,0.336972,372.206,6.78863,19089
0,0.094037,268.05,6.5324,61110
0,0.787804,283.903,12.3506,57282
0,-0.0250595999999999,473.612,9.27901,51773
0,1.00129,466.082,4.00411,40563
0,1.1549200000000002,495.816,3.13412,70043
0,0.598691,410.685,5.87995,46553
0,0.51349,481.892,7.0191,22822
0,1.0225799999999998,176.06599999999997,3.87091,16015
0,0.969593,159.346,15.1634,32051
0,1.16763,473.997,5.17116,41644
0,0.661992,491.083,2.71215,63716
0,0.641837,111.264,7.422810000000001,68257
0,0.178041,237.794,3.44251,3526
0,1.04406,271.349,4.3773800000000005,29204
0,1.74698,297.724,12.269,68458
0,1.05585,448.253,7.47092,55973
0,0.958315,236.956,2.92245,2035
0,-0.142001,371.237,18.0088,9239
0,0.368134,305.873,14.9381,6942
0,1.20096,305.1,12.0602,36547
0,0.426442,430.769,8.022780000000001,37956
0,1.20516,422.9,12.415,42339
0,0.640591,447.437,3.70601,35062
0,0.375111,410.765,5.04047,15075
0,0.5136689999999999,495.249,7.294630000000001,72884
0,0.4991489999999999,334.121,4.02933,4289
0,0.39575,417.973,8.27328,40176
0,0.240249,298.253,3.3507,50518
0,0.171474,415.552,3.68544,69907
0,0.749606,323.126,3.54483,48072
0,0.86854,401.983,3.98743,52319
0,1.18737,420.846,7.2321,71972
0,0.757206,163.797,3.64903,6388
0,0.629323,308.341,4.96291,51987
0,0.0452284,454.884,7.42513,28818
0,0.570095,470.851,3.86447,63425
0,0.67009,450.092,8.16005,51190
0,1.41227,451.086,6.87743,8011
0,0.0567056,454.274,6.3983,56399
0,0.348169,416.904,6.64555,996
0,0.0197967,389.572,3.47286,54756
