Key_1_1,ParticleID_11,ParticleID_27,ParticleID_8,Key_2_4
22426,249.996,1.83014,3.5468300000000004,21029
64182,388.395,1.73174,3.40398,14058
29237,217.095,1.35821,3.3713,37208
32949,124.58,1.66753,3.04988,33035
61976,202.765,1.67242,3.63984,64093
64361,437.264,1.55601,3.659,11537
40343,1.51227,1.4601,3.4618900000000004,50189
51484,187.774,1.27846,4.18181,5129
70477,154.889,1.91389,3.5277,51741
69983,234.976,1.81123,3.5664300000000004,26438
39999,176.49900000000002,1.80376,4.040690000000001,8125
54912,162.808,1.16632,3.26409,12351
8502,102.079,1.27916,3.3793900000000003,47878
19283,101.2,1.61144,3.32464,6894
54097,197.937,1.90758,3.23931,15954
5743,230.864,1.50278,3.74647,57494
6146,13.2476,1.70029,3.26995,815
15340,43.1303,1.3485200000000002,3.3525400000000003,17208
18779,203.286,1.8719,3.88975,62656
38605,232.664,1.3965,3.61724,3543
22437,94.7069,1.81288,3.92222,68283
52930,95.5182,1.95661,3.50179,40830
19488,238.54,1.86296,3.9896,1616
35782,268.769,1.5557299999999998,3.88369,43953
48012,77.3675,1.6720400000000002,3.20777,29329
8727,250.145,1.32004,3.60709,44143
17498,115.614,1.25589,3.62401,50720
11099,309.279,1.38346,3.99031,32438
45474,179.47799999999998,1.56361,3.3160800000000004,62133
16739,299.969,1.37808,3.58615,35147
49399,75.3451,1.80136,3.82317,63227
4150,141.39700000000002,1.54423,3.36429,72841
46628,143.554,1.39668,3.48549,20673
57905,82.1353,1.60389,3.48685,21993
29320,308.322,1.74565,3.1027400000000003,4953
62748,189.18400000000003,1.51595,3.33728,24512
23809,113.257,1.2636,3.3587,67554
21245,52.5139,1.49994,3.08074,44977
37242,420.279,1.7200400000000002,3.3303,50903
34281,173.127,1.7128,3.2178400000000003,7519
20463,-2.48077,1.78888,3.5389,38244
52809,396.405,1.48521,3.35987,49597
20444,230.946,1.86649,3.2941800000000003,6013
6597,175.96099999999998,1.83061,3.41581,49357
59781,193.076,1.47365,3.60373,39391
24649,87.8149,1.90053,3.24791,29687
70635,294.085,1.7331299999999998,3.47175,24046
27374,454.046,1.7622,3.45205,55169
31432,418.5630000000001,1.62568,3.3407400000000003,49979
72968,291.79200000000003,1.31332,3.58731,70343
6504,196.035,1.63028,3.64646,18095
13849,42.2041,1.85935,3.1347,61231
52189,259.982,1.72905,3.86458,50194
27420,159.64600000000002,1.83487,3.42579,32275
40025,249.968,1.68154,3.27346,38615
64522,280.712,1.51589,3.44972,50758
53168,204.42,1.81045,3.27308,8997
52138,249.331,1.84794,3.5168699999999995,23113
9594,104.155,1.17115,3.87212,60316
13783,52.0764,1.83424,3.30798,15308
1808,-0.241821,1.85116,3.23722,12538
72500,87.9386,1.60325,3.2501,38461
29475,130.04,1.74945,3.60122,16753
4137,307.207,1.67435,3.5221400000000003,62879
5314,45.9178,1.52352,3.19035,1569
20983,332.581,1.6871200000000002,3.5691900000000003,11891
5526,398.924,1.46435,3.4689300000000003,33139
10532,145.287,1.35543,3.51266,27238
25981,185.101,1.5634,3.62397,53908
31899,149.375,2.77755,3.63102,11443
60036,130.78799999999998,1.43394,3.0458,57643
70721,186.397,1.40726,3.84242,54072
19242,67.8788,1.70928,3.08094,30293
17967,193.502,2.88957,3.77778,65931
58329,41.4232,2.22471,3.551,8645
55093,244.126,1.64357,3.3705300000000005,5964
26007,329.647,2.00005,3.6944,55533
20908,150.154,1.63937,3.26856,26600
23061,319.259,1.32844,3.59516,7885
19845,152.731,1.69515,3.18126,13383
61306,175.22099999999998,1.5405799999999998,3.43775,21561
70236,108.948,1.7906099999999998,3.5349,58918
21040,-0.1821289999999999,1.52636,3.40518,10190
63519,183.202,1.73327,3.25178,15719
38943,242.14,1.56168,3.69368,47330
40441,0.478271,1.53756,3.37282,53717
30786,11.3333,1.4750299999999998,3.18824,28824
10309,394.484,1.76524,3.27971,54414
33785,-0.999634,1.48655,3.8954,15780
12850,164.688,1.45784,3.3197300000000003,71784
10410,115.517,1.67882,3.37957,3261
6704,385.434,1.73223,3.34447,21465
18794,225.986,1.20625,3.3774800000000003,46094
10982,498.242,1.52628,3.81691,51394
42060,185.908,1.70385,3.3086,36659
16790,256.332,1.43218,5.35456,42009
2875,86.1273,1.72837,3.39984,23453
13871,316.939,1.56956,3.5924,22279
6832,329.098,1.35788,3.95201,31917
62532,331.87300000000005,1.90798,3.4369400000000003,37452
7567,346.509,1.56491,3.69364,31948
17243,47.9666,1.52936,3.69501,18753
56914,338.974,1.48537,3.5176,12135
9369,428.922,1.71402,3.53112,36916
53858,-0.469604,1.53274,3.78252,56864
34869,136.013,1.13982,3.54938,16456
62508,103.215,1.51113,3.15119,34698
29052,405.702,1.42216,3.33656,69888
6618,197.641,1.65809,3.77463,22059
58163,56.6429,1.40042,3.34501,14378
13379,284.985,1.57865,3.62298,64703
72692,25.2477,1.6514,3.18462,1494
50702,103.857,1.69344,3.39945,59498
41078,59.8519,1.58487,3.57077,16772
40628,80.5033,1.61766,3.49456,44821
35330,235.249,1.57305,3.2925800000000005,43105
65635,313.902,1.96302,3.57222,567
46562,24.3989,1.56482,3.41729,39823
511,111.738,2.00971,3.80596,68566
23399,443.432,1.48137,3.3309800000000003,50742
50019,196.354,1.74452,3.15252,70367
72220,233.951,2.09525,3.865,12363
9492,402.776,1.53718,3.2784,20306
62653,38.6302,1.33568,3.5225800000000005,19465
72668,-0.026001,1.23392,3.73741,16745
6721,139.03799999999998,1.26675,3.26284,9860
11298,419.155,1.74934,3.3936,48946
5109,254.66,1.43376,3.46234,5709
62352,261.334,1.61313,3.43132,71151
36766,59.3733,1.88435,3.30345,14385
16055,219.109,2.78911,3.5910900000000003,59413
58804,205.33,1.70797,3.39297,34279
2502,162.726,1.21435,3.4553300000000005,50848
25850,117.29,1.48327,3.57767,70428
67338,53.3996,1.65314,3.11726,25913
3272,186.175,1.77722,3.684930000000001,35029
42116,98.6842,1.7486700000000002,3.26291,16813
40603,247.586,1.66693,3.4007400000000003,9135
47806,96.4298,1.6399,3.52559,45326
51157,374.259,1.55646,3.4902900000000003,59910
32457,249.77,1.36989,3.40567,47065
50736,-0.882141,1.79642,3.41817,25603
16976,27.6643,1.55746,3.1869400000000003,68171
60168,67.2715,1.79195,3.81874,25789
70937,118.138,1.6849299999999998,4.37154,44624
14977,251.707,1.49068,3.31381,60560
54566,275.943,1.74942,3.3535,9852
29204,57.8667,1.70695,2.90219,68363
37076,129.006,1.34181,3.6039,35658
53050,145.231,1.34069,3.51937,24149
35477,162.05200000000002,1.26528,3.37677,58288
31342,109.654,1.53235,3.20031,12652
23451,26.9972,1.71449,3.16778,45834
7475,251.956,1.57492,3.72785,31414
1454,317.422,1.82794,3.55797,20102
51230,39.8075,1.22775,3.99015,29391
68936,154.452,1.57867,3.47614,42701
56352,169.703,2.51547,3.83065,36571
27188,281.448,1.64067,3.3423300000000005,62171
64469,179.00799999999998,1.81507,3.91963,36967
69353,110.42,1.87977,3.4850800000000004,909
52416,56.922,1.5718,3.34215,59412
21264,239.707,1.71745,3.20961,47971
16125,171.636,1.69955,3.28297,12606
46375,71.2631,1.43529,3.42133,23541
38922,230.029,1.43037,3.61022,18375
63836,366.705,1.68482,3.59135,11659
13172,176.07,2.73643,3.98006,44655
42021,209.872,1.21951,3.37446,59572
19606,254.786,1.8946,3.14305,5201
7624,307.902,1.67736,3.44029,63281
