Key_2_4,ParticleID_2,ParticleID_41,ParticleID_26,ParticleID_22,ParticleID_15
21029,78.5358,-32.4068,131.184,56.1874,560.605
14058,142.295,-78.0728,140.234,54.0612,595.422
37208,88.3913,-5.59805,59.1511,145.489,1510.1
33035,125.635,29.1261,177.19,36.1331,969.124
64093,129.042,-54.5492,133.85,40.6014,494.864
11537,109.002,-30.0388,131.02,34.3117,457.739
50189,360.306,2.98416,72.6028,71.8707,803.301
5129,154.892,-69.9878,122.412,56.2845,942.505
51741,87.6778,-28.6087,116.096,58.5718,681.698
26438,112.559,-82.389,121.582,42.1858,648.936
8125,37.026,-72.7577,100.169,12.0729,355.12800000000004
12351,18.7606,-26.3498,18.679,87.1934,776.7760000000001
47878,168.197,-17.2625,104.338,111.088,1005.83
6894,139.094,-17.5182,182.407,60.2448,428.33
15954,81.6299,-70.7348,177.408,34.8536,561.597
57494,150.023,-59.3295,194.723,81.008,1094.76
815,33.8422,5.18163,189.834,59.3913,449.112
17208,132.05,34.9604,125.763,46.3688,565.225
62656,11.4753,-43.3043,70.4808,17.7577,321.476
3543,78.9283,-87.87,108.422,34.0128,601.087
68283,120.226,7.3179,98.6712,30.8907,611.13
40830,132.929,-28.681,173.08,25.2785,564.3430000000001
1616,80.8056,-59.7426,55.2218,33.0476,603.1519999999999
43953,66.9664,-9.25737,3.15847,70.2851,587.447
29329,137.74200000000002,9.68578,82.0839,60.1557,919.976
44143,84.6552,-22.1917,11.3229,54.8754,569.905
50720,90.6844,-79.0834,159.01,36.3138,758.6389999999999
32438,14.194,-48.7146,79.4388,27.1969,235.015
62133,96.0429,-24.8131,122.416,73.936,664.591
35147,44.4197,-33.7909,9.76798,51.1693,588.259
63227,150.691,-14.2336,6.82723,85.9103,716.6239999999999
72841,115.957,-60.9794,140.05200000000002,32.6676,551.351
20673,131.555,-52.6753,99.1206,43.8653,745.8439999999999
21993,139.484,-14.7189,100.218,75.8908,568.054
4953,122.923,-32.9872,103.4,75.8594,996.025
24512,125.792,-37.1433,137.214,23.229,485.435
67554,89.9982,-16.6891,68.6348,76.4989,1413.49
44977,149.496,41.2973,125.464,54.7473,588.306
50903,118.71,3.19566,95.6216,54.3833,895.804
7519,21.487,31.1853,91.3671,195.171,1861.51
38244,253.722,-28.4757,86.2493,27.6225,648.231
49597,113.322,-19.8876,91.1956,100.88,1185.23
6013,78.2619,-38.7968,137.189,53.8713,955.962
49357,125.315,-5.53417,146.714,55.9768,527.577
39391,129.471,-67.9391,56.6239,77.1845,831.7860000000001
29687,102.708,-27.5255,227.242,11.4717,751.716
24046,118.89,-21.5318,127.277,28.2758,534.008
55169,117.455,-18.0389,133.52,21.1753,609.357
49979,85.5711,7.660010000000001,13.4976,56.8526,854.2860000000001
70343,129.055,-19.6099,132.721,25.9703,597.934
18095,101.125,-62.3767,163.095,41.8076,1002.3
61231,108.622,-33.2156,186.028,96.3769,956.43
50194,291.101,-109.152,476.786,150.863,3185.35
32275,80.9275,-5.41755,124.672,20.8627,772.078
38615,154.08100000000002,-22.8179,132.599,25.0903,673.084
50758,105.798,-14.5703,145.48,66.9893,644.008
8997,148.447,-31.4942,158.126,31.7041,839.669
23113,142.4,-14.7669,146.668,61.9752,691.815
60316,102.831,-15.3836,12.1084,54.5421,415.929
15308,98.6915,-34.7939,94.1816,41.2682,706.803
12538,217.117,-53.7556,208.482,71.0178,963.749
38461,126.422,-26.4352,72.2565,46.9672,672.725
16753,124.274,26.8898,102.497,34.1633,645.109
62879,132.606,-41.8439,186.821,56.3192,769.9730000000001
1569,37.7611,5.97577,29.0027,130.792,825.663
11891,90.4777,-31.9804,114.442,39.6534,453.684
33139,100.894,4.77186,126.496,37.5587,447.755
27238,93.1366,-34.2525,77.1985,48.2673,793.576
53908,111.807,-38.9235,120.358,64.8557,953.735
11443,110.251,-160.062,101.486,11.8031,518.822
57643,155.80100000000002,-29.4238,134.683,31.9534,724.173
54072,132.576,-37.0901,109.9,33.8415,579.191
30293,126.438,-12.5731,132.045,91.7112,718.797
65931,101.146,-175.875,137.259,6.40872,613.139
8645,102.022,-99.1053,90.9127,26.3114,708.117
5964,92.3197,-29.189,133.414,32.3126,516.635
55533,114.473,-31.8737,112.261,38.8551,584.4169999999999
26600,24.2372,0.169938,140.82299999999998,75.3835,830.6210000000001
7885,104.176,-37.3976,1.16732,61.6116,676.9739999999999
13383,32.4161,52.2195,183.33900000000003,61.3499,1306.87
21561,115.877,-61.2547,145.786,38.877,631.519
58918,155.998,-2.58202,309.184,97.3364,1394.77
10190,228.18400000000003,37.422,28.7494,54.0496,537.923
15719,116.642,-29.5052,182.904,88.5214,710.88
47330,111.037,-60.4757,119.125,35.3833,578.356
53717,136.70600000000002,-43.1076,149.045,67.1624,633.008
28824,482.718,33.1812,85.3403,80.1607,898.51
54414,110.025,-68.6983,156.14,84.9961,477.649
15780,234.028,-41.3182,104.055,95.6505,668.268
71784,81.3877,-25.589,100.484,20.3446,558.372
3261,109.205,-65.4647,118.482,50.5815,776.1089999999999
21465,129.062,-51.4622,119.442,50.1941,560.2330000000001
46094,94.0375,39.8779,25.5922,78.3516,902.57
51394,131.531,-12.9055,8.540280000000001,81.948,1047.54
36659,121.49,-14.317,144.856,87.5715,792.704
42009,154.31799999999998,-44.6056,53.2251,79.6476,637.558
23453,153.52,-39.0237,174.113,69.1034,646.163
22279,121.054,-13.2559,143.607,73.0891,667.69
31917,134.708,-54.4485,105.798,47.1385,722.432
37452,94.8941,-52.396,150.995,57.5751,972.432
31948,94.4638,-36.7913,107.228,61.1198,537.518
18753,97.0871,-63.4512,86.2311,50.7648,606.106
12135,139.782,-34.3866,142.237,38.2425,322.297
36916,122.964,-5.85551,145.925,48.8806,749.6239999999999
56864,176.951,-36.474,222.067,134.515,1173.5
16456,56.8862,-18.5198,52.3745,46.9078,1002.02
34698,102.267,2.33371,128.486,32.253,618.268
69888,122.632,-25.1036,12.0865,69.6326,1073.98
22059,139.477,-62.5802,119.485,80.7602,569.64
14378,29.8149,-32.9799,133.183,36.8864,547.885
64703,96.5613,-42.8302,150.951,44.4478,573.34
1494,161.137,-17.2365,167.912,94.237,711.49
59498,151.536,-8.25375,107.575,13.6015,499.234
16772,152.645,-61.1437,95.215,97.6634,788.328
44821,123.631,-19.9054,197.836,287.385,1212.38
43105,107.687,-43.1236,153.643,61.3078,910.823
567,86.5049,-23.5899,143.453,42.2755,774.585
39823,154.642,5.1925,138.136,17.6965,706.943
68566,76.1027,-48.8064,104.931,80.7821,706.461
50742,82.6067,-12.0427,19.7371,57.92,875.882
70367,134.284,-0.325785,120.809,41.0263,543.135
12363,359.259,-30.4892,288.487,317.722,1338.93
20306,46.8303,-29.1922,5.59931,34.9011,476.974
19465,192.092,23.361,163.571,13.3766,768.743
16745,266.41700000000003,-30.614,93.617,109.267,534.701
9860,85.4314,-5.6211,160.879,137.511,1172.78
48946,127.207,-27.5425,131.316,40.8982,601.225
5709,220.435,-13.9972,146.789,116.032,1544.01
71151,92.6797,-23.3747,131.434,21.6756,517.785
14385,138.961,7.717280000000001,85.3885,47.8421,780.247
59413,103.495,-194.127,157.57399999999998,25.112,786.0889999999999
34279,147.3,-40.9421,173.668,77.7538,930.313
50848,126.586,-33.0478,94.9836,46.3646,780.1
70428,143.22799999999998,-46.6704,220.963,101.95,691.632
25913,168.234,-29.9496,167.41099999999997,78.5881,824.808
35029,55.1849,-77.288,120.486,18.3368,522.7959999999999
16813,29.4151,-7.6153,110.803,13.1734,345.542
9135,104.456,-61.3512,133.891,40.5894,649.492
45326,121.468,-42.382,91.7131,24.8295,435.104
59910,109.737,-20.2223,120.858,49.4887,757.845
47065,11.2215,1.6581,6.75863,73.9002,957.594
25603,284.606,-67.9361,251.648,199.159,1196.98
68171,34.5993,2.90691,123.39,120.068,1048.65
25789,154.195,-63.9105,105.015,12.1057,540.1419999999999
44624,142.512,-3.96556,0.770364,138.914,543.288
60560,115.054,-28.0296,118.212,22.315,483.089
9852,105.567,-4.41472,113.256,37.8932,528.933
68363,263.497,2.5003900000000003,86.4605,104.157,1958.94
35658,91.846,-56.4083,143.161,63.211,927.338
24149,85.3257,-60.2176,111.662,49.7691,592.184
58288,130.778,-18.7943,179.58900000000003,45.1293,770.11
12652,212.789,2.23121,178.641,63.0398,784.2239999999999
45834,171.75799999999998,1.37298,162.346,18.1709,602.539
31414,54.0957,-26.7632,118.622,42.8777,599.783
20102,97.9661,-54.5043,228.642,138.04399999999998,738.703
29391,269.421,-45.2447,48.3215,35.8887,982.853
42701,79.7196,-14.8794,148.673,131.236,996.259
36571,122.983,-153.57299999999998,135.52,44.217,584.008
62171,112.444,-26.5269,136.222,35.0426,767.442
36967,47.2236,-24.5208,29.8873,22.3102,696.568
909,122.539,-48.6895,155.314,56.9068,882.5039999999999
59412,101.648,-42.5243,13.7754,43.1974,752.426
47971,125.216,28.3567,59.9122,44.7151,754.382
12606,113.36,-11.6696,109.649,53.9974,785.587
23541,158.273,-47.9991,140.76,30.7429,607.0459999999999
18375,148.766,-51.6042,171.634,62.1497,966.376
11659,121.201,-33.1788,150.328,48.9582,564.706
44655,54.8653,-127.822,93.0071,0.0,466.588
59572,40.4492,-3.4553199999999995,36.6029,270.466,3488.45
5201,106.45,39.2755,195.847,10.1015,891.2669999999999
63281,153.50799999999998,3.51556,181.467,38.9176,681.5139999999999
41438,145.648,-22.968,107.994,15.811,483.163
48512,222.097,-13.7255,112.224,76.0975,935.719
3545,139.721,-32.7792,99.9122,97.1911,497.972
27342,14.3742,31.7434,4.79164,51.0032,521.398
26860,99.7884,-16.3919,96.7285,60.5532,976.863
48349,63.6332,-40.512,0.0,54.8718,713.048
65678,116.268,-73.5472,174.96099999999998,80.9349,744.795
625,141.94,-9.07521,156.80100000000002,55.5446,607.007
22030,150.795,-9.43661,229.692,83.2088,806.99
8540,153.236,-16.8192,153.351,65.9281,806.7489999999999
70047,113.691,-12.4281,30.6237,64.6347,888.6389999999999
18127,133.361,-48.5745,147.284,27.3657,546.192
72394,157.183,-67.1533,113.713,150.58700000000002,801.801
35888,128.899,-7.294760000000001,93.9383,21.3656,698.765
9916,101.113,-61.2914,128.22899999999998,33.9731,775.745
3113,852.426,-39.9081,225.647,156.255,3177.62
9796,7.9891,-111.153,18.4519,2.91166,160.007
55377,101.721,-69.0411,79.8598,97.5983,779.931
30289,206.772,-7.415789999999999,156.681,26.4046,478.949
59860,182.665,-13.4687,205.473,168.945,717.982
64455,116.464,-30.0074,127.244,33.8224,690.177
30878,22.1454,-53.3616,120.188,58.4974,639.423
36239,60.4492,-21.5811,11.414,58.154,970.035
48025,134.643,-40.0878,54.7842,74.2111,460.454
16316,4.86444,-21.8956,5.44447,26.6892,402.413
53364,129.138,40.0051,0.0,258.103,1599.52
70453,64.7507,-24.8651,1.40224,43.6491,420.811
580,95.6268,-59.8615,129.149,27.7098,682.3889999999999
50114,121.58,-25.518,121.922,49.2525,802.66
42787,30.7585,-33.7039,78.1827,44.581,245.306
32832,259.519,-21.9037,112.222,77.2551,1215.45
48947,116.947,-33.0143,125.423,22.5511,548.295
40557,58.5019,-83.499,84.1134,52.7784,860.63
45132,129.591,-32.6996,137.944,61.4167,467.04
36953,128.134,-51.7942,122.94,42.5577,586.0169999999999
55552,141.175,-66.5419,168.967,57.0173,697.715
26306,362.487,8.7428,81.9716,112.31,955.674
71529,152.97799999999998,-35.3597,147.211,32.3061,688.444
1025,137.722,-48.1899,143.585,35.015,739.1619999999999
42208,89.0014,-32.0877,168.554,107.524,823.202
49495,60.1855,-33.2132,14.8194,20.8825,585.286
32070,128.87,-15.4029,143.224,54.6963,581.224
18107,57.8034,-16.2702,103.92,39.7307,386.834
57793,155.967,-46.5239,181.787,55.7738,853.534
19704,112.956,-2.72647,115.254,33.9165,857.817
5901,154.65,-26.0275,264.889,109.578,1040.4
29875,20.8704,-39.6852,159.809,33.0366,843.47
7042,157.334,-64.065,142.401,39.7335,633.054
21972,124.657,-34.3412,135.19,26.7731,516.177
38574,98.3536,-23.6232,142.92,85.5404,540.309
36986,108.955,-29.557,52.0555,105.144,1411.19
21770,118.235,-14.6778,200.008,182.231,619.29
35194,112.842,-48.5795,169.345,42.6258,685.727
8608,143.545,-46.5833,90.2716,14.608,559.658
19217,130.539,-47.4616,133.27700000000002,44.2215,621.5269999999999
70454,134.951,-168.63299999999998,283.605,87.5453,1910.22
65417,3.83724,-82.5575,114.729,44.7256,566.4680000000001
44665,65.9656,-55.0497,199.547,57.0231,1134.2
68961,290.379,-24.354,4.09145,119.595,611.547
29671,147.589,49.7967,108.979,62.1369,925.446
45790,59.0007,-37.0025,134.597,70.6417,647.121
45616,74.1308,-54.2054,96.7052,43.0379,410.172
4030,309.942,-44.8614,12.2865,67.3557,1173.82
7343,49.5888,-6.73486,87.4538,46.6704,550.173
536,107.615,41.8391,82.4451,74.4673,731.638
29273,154.41899999999998,15.6206,115.085,52.6716,499.298
39404,90.1611,-45.1456,162.316,59.3251,959.867
49667,130.464,-31.196,115.829,60.1516,837.982
42101,164.333,-25.6444,57.3738,138.96,952.418
47740,130.917,-52.1295,147.733,31.0454,542.9
4299,116.134,-63.7478,166.622,78.1533,671.547
64261,124.454,12.6949,155.936,45.2997,784.1560000000001
