Key_0_0,D130,D517,D771,D244,D93,D92,D445,D233,D899,D57,Key_1_2
2639,0.194444444,0.0,0.0,0.0,0.0952,0.0,0.0,0.011,0.0,0.0176,1766
2931,0.166666667,0.0,0.0,0.0,0.0952,0.0,0.0,0.011,0.0,0.0176,2167
3004,0.0833,0.0,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.0176,452
967,0.0278,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0,2004
940,0.0833,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0176,341
1783,0.194444444,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0176,2042
1859,0.0833,0.0,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.0,2968
226,0.111111111,0.0,0.0,0.0,0.0952,0.157894737,0.0,0.011,0.0,0.0527,1977
1964,0.166666667,0.0,0.0,0.0,0.142857143,0.0526,0.0,0.011,0.0,0.0,4
644,0.111111111,0.0,0.0,0.0,0.19047619,0.0526,0.0,0.011,0.0,0.0702,2717
2688,0.0278,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0,658
1941,0.0,0.069,0.0,0.0,0.142857143,0.0,0.0667,0.011,0.0,0.0729,1149
2029,0.0833,0.0,0.0,0.0,0.0476,0.0,0.1,0.011,0.0,0.219349781,39
601,0.0833,0.0345,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.03,2242
393,0.138888889,0.0,0.0,0.0,0.0476,0.157894737,0.0,0.011,0.0,0.0,2442
579,0.305555556,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0294,0.0351,123
1423,0.138888889,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0176,2487
2886,0.138888889,0.0,0.0,0.0,0.0952,0.0,0.0,0.011,0.0,0.0176,1009
182,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0667,0.011,0.0,0.166666672,581
1020,0.138888889,0.069,0.0,0.0,0.0476,0.0526,0.0333,0.011,0.0,0.149105638,3325
2813,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,75
3235,0.0556,0.069,0.0,0.0,0.0,0.0526,0.0667,0.011,0.0,0.0,1573
2207,0.111111111,0.0,0.0,0.0,0.0952,0.0,0.0,0.011,0.0,0.0,3111
2427,0.25,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0,3050
402,0.138888889,0.0,0.0,0.0,0.0952,0.105263158,0.0,0.011,0.0,0.0176,2412
1241,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.077,2770
1953,0.0278,0.0,0.0,0.0,0.0,0.0526,0.0667,0.011,0.0,0.0,2537
2194,0.0833,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0419,501
3304,0.0278,0.0,0.0,0.0,0.0,0.0526,0.0667,0.011,0.0,0.166666672,645
3428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,3243
1445,0.0556,0.137931034,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0,2270
1558,0.0,0.0,0.0,0.0,0.0,0.0526,0.0333,0.011,0.0,0.0486,970
3242,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0176,1729
1250,0.0556,0.0,0.0,0.0,0.0476,0.315789474,0.0,0.011,0.0,0.333333344,2525
3346,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.350894373,962
115,0.0833,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0351,1959
407,0.194444444,0.0,0.0,0.0,0.0,0.0526,0.0667,0.011,0.0,0.146741649,111
1064,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0176,563
1347,0.0833,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0176,3031
1242,0.0833,0.0,0.0,0.0,0.142857143,0.105263158,0.0,0.011,0.0,0.0,2472
3118,0.0,0.0,0.0,0.0,0.0,0.105263158,0.8,0.011,0.0,0.0,2428
251,0.0,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0,921
1492,0.111111111,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0,185
2112,0.0556,0.137931034,0.0,0.0,0.142857143,0.105263158,0.0,0.011,0.0,0.0,19
1726,0.222222222,0.0,0.0,0.224084911,0.0,0.105263158,0.0,0.011,0.0,0.0176,916
2197,0.111111111,0.0345,0.0,0.0,0.0,0.105263158,0.0667,0.011,0.0,0.149105638,2191
2384,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,1792
338,0.166666667,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0527,1403
2344,0.138888889,0.069,0.0,0.0,0.0952,0.0,0.0667,0.011,0.0,0.0176,140
2240,0.111111111,0.069,0.0,0.0,0.0476,0.0,0.0667,0.011,0.0,0.0,2682
3013,0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.0,1349
3369,0.166666667,0.275862069,0.0,0.0,0.0476,0.526315789,1.0,0.011,0.0,0.0351,3161
3148,0.0,0.0,0.0,0.0,0.0476,0.105263158,0.0,0.011,0.0,0.0,1191
1399,0.166666667,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0,3020
2358,0.194444444,0.0,0.0,0.0,0.0952,0.0526,0.0,0.011,0.0,0.0351,930
3218,0.0556,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0,1062
2095,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0351,2763
3144,0.0556,0.069,0.0,0.0,0.0,0.105263158,0.0333,0.011,0.0,0.0,0
531,0.0278,0.0,0.0,0.0,0.0476,0.0526,0.0,0.011,0.0,0.0,480
1626,0.166666667,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0351,2607
2179,0.0278,0.0,0.0,0.0,0.0,0.157894737,0.133333333,0.011,0.0,0.149105638,2183
1298,0.0833,0.069,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.0351,2748
3249,0.0833,0.0,0.0,0.0,0.0,0.0526,0.0333,0.011,0.0,0.0176,625
2266,0.166666667,0.0,0.0,0.0,0.0476,0.0,0.0,0.011,0.0,0.0,3159
684,0.111111111,0.0,0.0,0.0,0.0,0.157894737,0.0,0.011,0.0,0.149105638,1421
2703,0.194444444,0.0,0.0,0.0,0.0,0.0526,0.0,0.011,0.0,0.313408321,777
1309,0.166666667,0.0,0.0,0.0,0.142857143,0.0526,0.0,0.011,0.0,0.145891672,1790
3246,0.138888889,0.0,0.0,0.0,0.0,0.105263158,0.0,0.011,0.0,0.149105638,2794
