DBN,LOCATION NAME,LOCATION CATEGORY,ADMINISTRATIVE DISTRICT,A06 Disrupting the Educational Process R,A06 Disrupting the Educational Process P,A07 Verbally Rude or Disrespectful R,A07 Verbally Rude or Disrespectful P,A11 Smoking P,"A13 Profane, Obscene, Vulgar Language or Gestures R","A13 Profane, Obscene, Vulgar Language or Gestures P",A14 Lying to \ Giving False Information R,A15 Misusing Property Belonging to Others R,A16 Disruptive Behavior on School Bus R,A17 Leaving Class or School Premises w/o Permission R,A17 Leaving Class or School Premises w/o Permission P,A18 Inappropriate or Unwanted Physical Contact R,A19 Violating DOE's Internet Policy R,A20 Scholastic Dishonesty R,A21 Inappropriate use of electronic technology R,A22 Insubordination R,A22 Insubordination P,A23 Using Slurs (Bias) R,A23 Using Slurs (Bias) P,A24 Minor Altercation R,A24 Minor Altercation P,A25 Bringing unauthorized visitors to school R,A26 Possession of Property w/o Authorization R,A26 Possession of Property w/o Authorization P,A26 Possession of Property w/o Authorization S,A27 Tampering/Altering Records or Documents R,A27 Tampering/Altering Records or Documents P,A28 Inappropriate or Unwanted Physical Contact (Grades 4-5 Only) R,A28 Inappropriate or Unwanted Physical Contact (Grades 4-5 Only) P,A29 Gang Related Behavior R,A30 Vandalism / Graffiti R,A30 Vandalism / Graffiti P,A30 Vandalism / Graffiti S,A31 Posting/Distributing Unauthorized Libelous Material R,A31 Posting/Distributing Unauthorized Libelous Material P,A32 Posting/Distributing Literature or Material Containing Threats R,A32 Posting/Distributing Literature or Material Containing Threats P,A33 Altercation and/or Physically Aggressive Behavior R,A33 Altercation and/or Physically Aggressive Behavior P,A33 Altercation and/or Physically Aggressive Behavior S,A34 Coercion/Threats R,A34 Coercion/Threats P,A34 Coercion/Threats S,A35 Disruptive Behavior on the School Bus with Substantial Risks of Injury R,A35 Disruptive Behavior on the School Bus with Substantial Risks of Injury P,A35 Disruptive Behavior on the School Bus with Substantial Risks of Injury S,A36 Intimidating and Bullying Behavior R,A36 Intimidating and Bullying Behavior P,A36 Intimidating and Bullying Behavior S,A37 Intimidating and Bullying Behavior  R,A37 Intimidating and Bullying Behavior  P,A37 Intimidating and Bullying Behavior  S,A38 Sexually Suggestive (Verbal/Physical) R,A38 Sexually Suggestive (Verbal/Physical) P,A38 Sexually Suggestive (Verbal/Physical) S,"A39 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs, drug paraphernalia, or Alcohol R","A39 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs, drug paraphernalia, or Alcohol P","A39 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs, drug paraphernalia, or Alcohol S",A40 Taking Property Without Authorization R,A40 Taking Property Without Authorization P,A40 Taking Property Without Authorization S,A41 False Activation of Fire/Disaster Alarm R,A41 False Activation of Fire/Disaster Alarm P,A41 False Activation of Fire/Disaster Alarm S,A42 Bomb Threat R,A42 Bomb Threat P,A43 Reckless Behavior with Substantial Risk of Serious Injury R,A43 Reckless Behavior with Substantial Risk of Serious Injury P,A43 Reckless Behavior with Substantial Risk of Serious Injury S,A44 Reckless Behavior that causes Serious Injury R,A44 Reckless Behavior that causes Serious Injury P,A44 Reckless Behavior that causes Serious Injury S,A46 Weapon Possession (Category II) P,A46 Weapon Possession (Category II) S,"A47 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol P",A48 Starting a Fire R,A48 Starting a Fire P,A48 Starting a Fire S,A49 Threatening/Using Force to Take Property S,A50 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel R,A50 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel P,A50 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel S,A51 Using Extreme Force Against/Inflicting to/Inflicting Serious Injury to Students or Others R,A51 Using Extreme Force Against/Inflicting to/Inflicting Serious Injury to Students or Others P,A51 Using Extreme Force Against/Inflicting to/Inflicting Serious Injury to Students or Others S,A52 Group Violence R,A52 Group Violence P,A52 Group Violence S,A54 Engaging Physical Sexual Aggressive Behavior S,A55 Selling/Distributing Illegal Drugs or Control Substance S,A56 Weapon Possession (Category I) R,A56 Weapon Possession (Category I) P,A56 Weapon Possession (Category I) S,"A57 Using Weapon (Category II) to Attempt Injury upon School Personnel, Students, Others R","A57 Using Weapon (Category II) to Attempt Injury upon School Personnel, Students, Others P","A57 Using Weapon (Category II) to Attempt Injury upon School Personnel, Students, Others S","A58 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others R","A58 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others P","A58 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others S","A59 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others P","A59 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others S",B07 Disrupting the Educational Process R,B07 Disrupting the Educational Process P,B08 Verbally Rude or Disrespectful R,B08 Verbally Rude or Disrespectful P,B14 Gambling R,"B15 Profane, Obscene, Vulgar Language or Gestures R","B15 Profane, Obscene, Vulgar Language or Gestures P",B16 Lying to \ Giving False Information R,B17 Misusing Property Belonging to Others R,B18 Disruptive Behavior on School Bus R,B19 Inappropriate use of electronic technology R,B19 Inappropriate use of electronic technology P,B20 Leaving Class or School Premises w/o Permission R,B20 Leaving Class or School Premises w/o Permission P,B21 Insubordination R,B21 Insubordination P,B22 Trespassing R,B22 Trespassing P,B23 Using Slurs (Bias) R,B23 Using Slurs (Bias) P,B23 Using Slurs (Bias) S,B24 Minor Altercation R,B24 Minor Altercation P,B25 Bringing unauthorized visitors to school R,B25 Bringing unauthorized visitors to school P,B25 Bringing unauthorized visitors to school S,B26 Gang Related Behavior R,B26 Gang Related Behavior P,B26 Gang Related Behavior S,B27 Tampering/Altering Records or Documents R,B27 Tampering/Altering Records or Documents P,B27 Tampering/Altering Records or Documents S,B28 Vandalism / Graffiti R,B28 Vandalism / Graffiti P,B28 Vandalism / Graffiti S,B29 Possession of Property w/o Authorization R,B29 Possession of Property w/o Authorization P,B29 Possession of Property w/o Authorization S,B30 Violating DOE's Internet Policy R,B30 Violating DOE's Internet Policy P,B30 Violating DOE's Internet Policy S,B31 Scholastic Dishonesty R,B31 Scholastic Dishonesty P,B31 Scholastic Dishonesty S,B32 Posting/Distributing Unauthorized Libelous Material R,B32 Posting/Distributing Unauthorized Libelous Material P,B32 Posting/Distributing Unauthorized Libelous Material S,B33 Engaging in sexual conduct R,B33 Engaging in sexual conduct P,B33 Engaging in sexual conduct S,B34 Sexually Suggestive (Verbal/Physical) R,B34 Sexually Suggestive (Verbal/Physical) P,B34 Sexually Suggestive (Verbal/Physical) S,"B35 Posting or distributing literature or material containing a threat of violence, injury or harm (including posting such material on the Internet) (D-I only) R","B35 Posting or distributing literature or material containing a threat of violence, injury or harm (including posting such material on the Internet) (D-I only) P","B35 Posting or distributing literature or material containing a threat of violence, injury or harm (including posting such material on the Internet) (D-I only) S",B36 Altercation and/or Physically Aggressive Behavior R,B36 Altercation and/or Physically Aggressive Behavior P,B36 Altercation and/or Physically Aggressive Behavior S,B37 Coercion/Threats R,B37 Coercion/Threats P,B37 Coercion/Threats S,B38 Disruptive Behavior on the School Bus with Substantial Risks of Injury R,B38 Disruptive Behavior on the School Bus with Substantial Risks of Injury P,B38 Disruptive Behavior on the School Bus with Substantial Risks of Injury S,B39 Intimidating and Bullying Behavior R,B39 Intimidating and Bullying Behavior P,B39 Intimidating and Bullying Behavior S,B40 Intimidating and Bullying Behavior R,B40 Intimidating and Bullying Behavior P,B40 Intimidating and Bullying Behavior S,"B41 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs or Alcohol R","B41 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs or Alcohol P","B41 Possession of Controlled Substances or prescription medication w/o Authorization, Illegal Drugs or Alcohol S",B42 False Activation of Fire/Disaster Alarm R,B42 False Activation of Fire/Disaster Alarm P,B42 False Activation of Fire/Disaster Alarm S,B43 Bomb Threat P,B43 Bomb Threat S,B44 Taking Property Without Authorization R,B44 Taking Property Without Authorization P,B44 Taking Property Without Authorization S,B45 Reckless Behavior with Substantial Risk of Serious Injury R,B45 Reckless Behavior with Substantial Risk of Serious Injury P,B45 Reckless Behavior with Substantial Risk of Serious Injury S,B46 Reckless Behavior that causes Serious Injury P,B46 Reckless Behavior that causes Serious Injury S,B47 Inciting/Causing Riot P,B47 Inciting/Causing Riot S,B48 Weapon Possession (Category II) R,B48 Weapon Possession (Category II) P,B48 Weapon Possession (Category II) S,"B49 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol R","B49 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol P","B49 Using Controlled Substances w/o Authorization, Illegal Drugs or Alcohol S",B50 Starting a Fire P,B50 Starting a Fire S,B51 Threatening/Using Force to Take Property P,B51 Threatening/Using Force to Take Property S,B52 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel P,B52 Using Force Against/Inflicting to/Inflicting Serious Injury to SSA or School Personnel S,B53 Using Extreme Force Against/Inflicting to/Inflicting Serious Injury to Students P,B53 Using Extreme Force Against/Inflicting to/Inflicting Serious Injury to Students S,B54 Group Violence R,B54 Group Violence P,B54 Group Violence S,B55 Threaten/Dangerous Behavior/Violence - Gang Related R,B55 Threaten/Dangerous Behavior/Violence - Gang Related P,B55 Threaten/Dangerous Behavior/Violence - Gang Related S,B56 Engaging Physical Sexual Aggressive Behavior S,B57 Selling/Distributing Illegal Drugs or Control Substance P,B57 Selling/Distributing Illegal Drugs or Control Substance S,B58 Weapon Possession (Category I) R,B58 Weapon Possession (Category I) P,B58 Weapon Possession (Category I) S,"B59 Using Weapon (Category II) to Attempt Injury upon School Personnel, Students, Others P","B59 Using Weapon (Category II) to Attempt Injury upon School Personnel, Students, Others S","B60 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others R","B60 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others P","B60 Using Weapon (Category I) to Attempt Injury upon School Personnel, Students, Others S","B61 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others"" P","B61 Using Weapon Other than Category I or II to Inflict Injury upon School Personnel, Students, Others"" S",B62 Possessing Firearm S,SY1617 TOTAL REMOVALS/SUSPENSIONS
01M015,P.S. 015 Roberto Clemente,Elementary,1,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,0
01M019,P.S. 019 Asher Levy,Elementary,1,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,0
01M020,P.S. 020 Anna Silver,Elementary,1,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,9
01M034,P.S. 034 Franklin D. Roosevelt,K-8,1,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
01M063,The STAR Academy - P.S.63,Elementary,1,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,9,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31
01M064,P.S. 064 Robert Simon,Elementary,1,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,6
01M110,P.S. 110 Florence Nightingale,Elementary,1,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
01M134,P.S. 134 Henrietta Szold,Elementary,1,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,12,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,6,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,42
01M140,P.S. 140 Nathan Straus,K-8,1,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28
01M142,P.S. 142 Amalia Castro,Elementary,1,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,0
