all/superconduct_table_1_1.wtd_mean_ElectronAffinity,all/superconduct_table_1_1.mean_atomic_mass,all/superconduct_table_1_1.std_Density,all/superconduct_table_1_1.wtd_entropy_ThermalConductivity,all/superconduct_table_1_1.range_FusionHeat,all/superconduct_table_1_1.Key_1_1,Key_0_0
13.71,77.1435,3758.0,0.577138356005366,2.0,11762,9131
93.2475,104.3656,5164.79122698901,0.319779538061393,12.878,10363,17940
108.440615384615,74.23165,3084.72934185263,0.251330254406751,12.878,2811,12451
101.848461538462,88.3096071428571,3850.21631901231,0.733571616806941,12.878,11100,5991
76.275,69.321369,3106.18007971311,1.27256363932718,27.478,20773,14400
41.374,57.44444875,2819.49706286423,1.19222035956813,19.16,6897,2032
111.822184285714,76.5177175,3402.85619588643,0.281597232696144,12.878,2277,7843
81.7166666666667,81.53989,3134.74934245148,1.12998446217265,94.2,15811,19528
118.85,68.2888925,2735.60829615645,1.01776825170565,98.7,7468,18059
39.825,173.052735,2597.0,0.346869553164479,1.53,20464,20177
108.327786377709,72.942289,3412.73853514836,0.275318039769143,15.978,2814,7299
111.472285714286,76.5177175,3402.85619588643,0.295609030415422,12.878,14279,17515
44.9571428571429,119.279833333333,2581.86758417666,0.665083469565738,18.44,18049,1988
20.0104,32.8873333333333,3247.70975714682,0.694793368309443,41.3,14923,8515
93.8333333333333,135.348023333333,7838.25977001415,0.757814297010619,21.4,2786,20706
108.759384615385,74.23165,3084.72934185263,0.232586696889351,12.878,1246,20743
74.1057142857143,63.4696071428571,2632.69195240346,0.544853613741952,49.778,16794,4175
110.640432098765,100.40441,3142.15185634408,0.206294249301051,12.878,16310,10081
93.1925,94.7487933333333,1336.61171956888,0.690709222050323,24.8,7542,16379
110.64,90.6992333333333,4089.22916021877,0.698341639863533,25.478,271,7360
39.3666666666667,163.07165,2576.5,0.385872610533194,15.5,3014,4857
143.833333333333,97.3242933333333,6359.0927200523,0.0702748214928766,34.27,13512,3745
