Key_0_0,wtd_std_Density,std_Valence,gmean_atomic_mass,wtd_entropy_ElectronAffinity,range_Density,Key_1_3
11446,3572.59662370838,0.433012701892219,66.3615924315719,0.787381690763223,8958.571,19001
6050,3632.64918471043,0.632455532033676,73.1327872225065,0.83866646563365,10488.571,15086
7110,3592.01928133231,0.433012701892219,66.3615924315719,0.786006736025012,8958.571,4691
19035,3582.37059664405,0.433012701892219,66.3615924315719,0.786900489374915,8958.571,989
14503,3552.66866358032,0.433012701892219,66.3615924315719,0.787396182520174,8958.571,11241
6674,3511.26220405749,0.433012701892219,66.3615924315719,0.784461486363301,8958.571,12728
1957,3398.24943647459,0.433012701892219,66.3615924315719,0.762603397186934,8958.571,16569
152,3591.74934290791,0.433012701892219,59.3100961333418,0.779396614442836,8958.571,16009
18202,3581.84892090518,0.433012701892219,59.3100961333418,0.777657155958259,8958.571,13711
19505,3571.7444739799,0.433012701892219,59.3100961333418,0.775687763187265,8958.571,1766
2517,3550.9165033491,0.433012701892219,59.3100961333418,0.771173465548882,8958.571,11389
14248,3980.72603242401,0.4,82.7933193768878,0.732581987617265,13532.571,4802
10563,3612.40788699085,0.632455532033676,73.1327872225065,0.818154700479675,10488.571,16562
12568,3632.64918471043,0.632455532033676,73.1327872225065,0.83866646563365,10488.571,11906
13790,3692.51336715885,0.632455532033676,73.1327872225065,0.877252010856716,10488.571,6054
12760,3789.55613920113,0.632455532033676,73.1327872225065,0.899355651019256,10488.571,13208
3403,3647.09104266043,0.4,54.8727651044573,0.754630047998803,8958.571,9227
14918,3582.37059664405,0.433012701892219,66.3615924315719,0.786900489374915,8958.571,21108
17573,3581.84892090518,0.433012701892219,59.3100961333418,0.777657155958259,8958.571,2108
14883,3601.44742258933,0.433012701892219,59.3100961333418,0.780834108753836,8958.571,7666
6650,3591.74934290791,0.433012701892219,59.3100961333418,0.779396614442836,8958.571,15053
21165,3566.61520064948,0.433012701892219,59.3100961333418,0.774627632457769,8958.571,9205
20815,3561.4342655633,0.433012701892219,59.3100961333418,0.773520720351958,8958.571,4315
17109,3550.9165033491,0.433012701892219,59.3100961333418,0.771173465548882,8958.571,5894
14940,3540.18933743545,0.433012701892219,59.3100961333418,0.768656136490803,8958.571,15003
5486,3529.25085837384,0.433012701892219,59.3100961333418,0.765974670699313,8958.571,19650
19964,3576.82230780822,0.433012701892219,59.3100961333418,0.776698690541691,8958.571,18058
15826,3587.40057474766,0.433012701892219,48.7757915485338,0.774522468671016,8958.571,18051
5582,1771.41882321684,0.433012701892219,70.1103882945279,0.891107997063334,8958.571,16620
543,3353.8616681197,0.433012701892219,70.1103882945279,1.12385359204423,8958.571,4863
16823,2412.92690131006,0.433012701892219,70.1103882945279,1.10165848926238,8958.571,19620
16376,3351.19163805096,0.471404520791032,81.547130035234,1.20521192506176,8958.571,10657
5007,3677.81491325854,0.433012701892219,59.3566724745425,0.958822515972366,8958.571,6218
9888,3677.81491325854,0.433012701892219,59.3566724745425,0.958822515972366,8958.571,8394
16641,4083.41367676172,0.433012701892219,69.5159297775648,1.02557814658232,9064.571,10483
13328,4023.2871556461,0.433012701892219,69.6893418703815,1.00344171980672,9318.571,4658
18748,3983.90071733278,0.433012701892219,69.6893418703815,0.993164590821577,9318.571,12361
17657,3941.74287916571,0.433012701892219,69.6893418703815,0.9811019539988,9318.571,9072
20166,3896.72369259787,0.433012701892219,69.6893418703815,0.966926823610513,9318.571,9977
8557,3719.35201257293,0.433012701892219,66.3615924315719,0.798777930929814,8958.571,18880
19957,3275.96830700402,0.433012701892219,59.3566724745425,0.953371383883153,8958.571,6778
17556,3398.04116133713,0.433012701892219,59.3566724745425,0.698663209509808,8958.571,12957
20884,3337.33338752355,0.433012701892219,59.3566724745425,0.699772472428658,8958.571,15998
1823,3183.86452805485,0.433012701892219,59.3566724745425,0.699700672377125,8958.571,13086
20197,3794.33149761416,0.433012701892219,66.9899873428582,1.01216390287366,8958.571,4929
6440,3577.56428082485,0.433012701892219,67.8691079491572,0.734149757201797,8958.571,17082
16386,3798.4601097742,0.433012701892219,68.4517610081161,0.734149757201797,8958.571,16248
4995,3871.05940485881,0.433012701892219,69.016082343247,0.734149757201797,8958.571,9607
3845,3900.02186166307,0.433012701892219,69.2726955434274,0.734149757201797,8958.571,7599
7919,3933.24514290501,0.433012701892219,69.5159297775648,0.734149757201797,9064.571,16923
16239,3965.36925138755,0.433012701892219,69.6893418703815,0.734149757201797,9318.571,15541
12439,4034.14545059866,0.433012701892219,70.3033263954757,0.734149757201797,9839.571,5867
6989,3006.2095764474,0.433012701892219,66.9899873428582,0.962982621681597,8958.571,14856
1404,3304.08950432903,0.433012701892219,67.689302836414,1.01232400511734,8958.571,5162
17633,3063.31833143503,0.433012701892219,68.4517610081161,0.962982621681597,8958.571,1888
1251,3275.96830700402,0.433012701892219,59.3566724745425,0.953371383883153,8958.571,18729
6093,3530.63887734697,0.433012701892219,59.3566724745425,0.684884614289775,8958.571,7382
10347,3198.26148486685,0.433012701892219,59.3566724745425,1.09698149455481,8958.571,15403
8091,3412.38963463606,0.433012701892219,59.3566724745425,1.03601933949801,8958.571,2760
84,3774.0461032433,0.4,82.7933193768878,0.762657787896815,13532.571,14398
7780,3581.84892090518,0.433012701892219,59.3100961333418,0.777657155958259,8958.571,14156
19933,3347.5584231321,0.489897948556636,80.384028537392,1.2115001521669,8958.571,18645
6520,3540.18933743545,0.433012701892219,59.3100961333418,0.768656136490803,8958.571,5853
6502,3677.81491325854,0.433012701892219,59.3566724745425,0.958822515972366,8958.571,19517
19909,3671.81189004146,0.433012701892219,70.1103882945279,0.734149757201797,8958.571,20682
3109,4628.48879846634,0.433012701892219,70.3033263954757,0.793646107237749,9839.571,15096
18433,3411.90356379417,0.433012701892219,59.3566724745425,0.622593107337273,8958.571,6748
4475,3582.37059664405,0.433012701892219,66.3615924315719,0.786900489374915,8958.571,13924
16875,3581.84892090518,0.433012701892219,59.3100961333418,0.777657155958259,8958.571,2404
5799,3537.62554658645,0.8,56.8211663723192,0.771530679804114,8958.571,2034
11069,3566.49631117864,1.16619037896906,57.5330301618366,0.779028877659276,8958.571,6943
1319,3568.10388781931,1.54919333848297,57.7692935193841,0.780155184166131,8958.571,20748
12363,3565.44479835721,0.8,58.4087003025409,0.772679489824901,8958.571,5341
12757,3559.81322409171,0.489897948556636,58.6002894838285,0.774831032234985,8958.571,17283
18832,3571.02520258936,0.8,59.2345235636796,0.790944518234119,8958.571,1759
6927,3571.1207007476,0.4,59.1862406988543,0.804513361944586,8958.571,7573
5970,3568.01918386582,0.4,60.4772292180675,0.774205874787375,8958.571,18823
12057,3578.56071581542,0.8,70.5163487163753,0.801273961699441,8958.571,8128
17429,3584.28552712546,0.489897948556636,70.8469648615149,0.801273961699441,8958.571,17165
149,3590.06408683203,0.489897948556636,71.4380128911905,0.801273961699441,8958.571,11730
