Key_0_0,D809,D697,D895,D515,D37,D143,D546,D896,D773,D937,Key_1_3
2639,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2451
2931,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,876
3004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2595
967,0.0,0.0,0.0,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,2735
940,0.0417,0.1,0.0,0.0313,0.0,0.103448276,0.0,0.0,0.0,0.0,3170
1783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729
1859,0.0,0.1,0.0,0.0,0.220102864,0.0,0.0,0.0,0.0,0.0,1441
226,0.0,0.0,0.0,0.0,0.0,0.172413793,0.0,0.0,0.0,0.0,291
1964,0.0,0.1,0.0,0.0625,0.0,0.137931034,0.0,0.0,0.0,0.0,1462
644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3139
2688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2338
1941,0.0,0.0,0.0,0.0,0.0,0.172413793,0.0,0.0,0.0,0.0,2885
2029,0.0417,0.0,0.0,0.0,0.153746173,0.0345,0.0,0.0,0.0,0.0,1261
601,0.0,0.2,0.0,0.125,0.220102864,0.0345,0.0,0.0,0.0,0.1,1573
393,0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1899
579,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.222222222,0.0,0.0,1019
1423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760
2886,0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,1248
182,0.0833,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,3288
1020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,567
2813,0.0,0.0,0.0,0.0313,0.0,0.137931034,0.0,0.0,0.0,0.0,2321
3235,0.0417,0.1,0.0,0.0938,0.220102864,0.0345,0.0,0.0,0.0,0.1,3082
2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415
2427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2227
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457
1241,0.0,0.0,0.8125,0.0,0.0,0.172413793,0.0,0.611111111,0.0,0.0,1357
1953,0.0,0.0,0.0,0.15625,0.227744211,0.0345,0.0,0.0,0.0,0.0,2787
2194,0.0833,0.0,0.0,0.0,0.132255123,0.103448276,0.0588,0.0,0.0,0.0,123
3304,0.125,0.0,0.0,0.0313,0.0,0.275862069,0.0,0.0,0.0,0.0,987
3428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3254
1445,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.1,1427
