Key_0_0,ParticleID_17,ParticleID_1,ParticleID_32,Key_1_3
48633,37.5293,2.28262,0.97622,24459
26486,68.308,1.72557,1.59207,41661
71275,26.0557,0.563817,0.4914439999999999,69730
19584,9.8955,0.740313,0.4655609999999999,45322
21123,29.7689,2.7037,2.65623,38657
53424,11.8368,2.21056,1.57296,30893
37241,21.144,1.29314,1.1777799999999998,19545
31833,58.3419,1.52414,2.4388,16346
12299,81.0949,1.80601,1.12618,58378
57230,14.5792,1.89008,1.76567,36318
55840,32.1499,2.66837,1.87857,25131
37824,4.64365,1.46169,1.94016,31728
36093,25.4995,1.03716,1.72688,53202
21064,11.3456,2.50941,2.4198,18525
19747,67.2311,2.57041,1.94962,61676
47679,51.4688,1.26276,1.31636,55395
62905,11.4872,1.7941200000000002,1.47961,6617
7101,20.8584,1.36374,0.860562,46336
29824,16.2077,4.27746,1.32575,64691
9608,52.431,2.12791,2.89658,37577
9525,22.1352,1.7407400000000002,0.706059,42520
28549,72.5905,1.09119,3.8675,65360
45648,27.7911,2.20661,2.74392,18589
28104,8.28471,1.49199,1.70183,62707
2856,17.0429,1.0805,0.608971,69997
347,6.80392,2.37873,0.700699,33158
34304,21.3128,1.66752,1.17183,52988
18775,9.56375,6.315259999999999,3.3174,38025
10315,17.3516,1.88314,0.967737,49470
53936,7.792,2.18968,0.6420600000000001,12446
43534,9.32701,1.34155,1.3755,3243
49995,47.3076,2.14304,1.5326,11904
11723,21.3909,1.52305,0.509188,11889
67152,19.3302,1.12599,2.19653,12538
43568,10.187,0.962832,1.22216,24945
7140,52.1873,2.38231,2.74858,31173
10598,28.9529,0.701807,1.09325,67897
35284,14.7685,1.57767,0.753686,55136
22470,9.21064,0.767063,0.701842,12814
24507,16.713,0.460208,0.27644,15412
62491,62.9623,1.48611,2.91575,4281
54694,13.2281,0.74847,0.710299,23756
33558,21.7125,1.01603,0.845202,37121
64466,20.2539,1.98216,1.37148,33984
26174,20.8438,1.58397,2.33009,9202
46781,35.8901,1.01159,1.0966,72856
21712,36.5918,2.10332,1.77839,69521
11645,44.3424,1.5221,1.95502,40061
26903,9.95114,0.855932,0.217042,51558
37549,21.2318,1.78991,0.987197,45331
36996,70.3843,1.28493,0.7651560000000001,16818
60803,44.944,0.564079,1.52906,65431
56077,946.931,0.425095,2.85568,1277
15814,38.9435,1.23336,0.714681,1338
3198,41.4377,1.78703,0.867866,63575
61614,9.11178,1.25791,1.31137,72748
31230,51.6582,0.978943,1.39575,71229
41572,7.198589999999999,1.28674,1.01187,62185
6299,14.4714,2.41232,1.38896,6622
