Key_0_0,V32,V35,V49,V31,Key_1_1
52625,0.107101,10.9203,13.8732,56.8733,32091
19655,0.21696,-0.667744,77.1902,20.895,4840
45555,0.272595,-14.8954,112.308,41.1504,4803
19785,0.210346,-1.13424,45.5046,63.2907,33958
47976,0.180497,-6.24297,53.373,42.1712,93
55424,0.593927,8.63795,72.74,41.1311,19078
45710,0.553637,0.834843,64.651,35.4905,40687
36552,0.1836,8.23703,138.941,39.4324,27820
35151,0.354379,10.0034,137.272,64.4955,1451
16404,0.207719,-0.501656,77.5898,11.9984,48568
36746,0.432391,2.81835,62.2672,32.5663,27662
38532,0.175479,9.78016,62.9253,5.62383,35386
46117,0.125632,-3.10049,156.637,16.1234,9465
8058,0.256758,-0.385044,51.632,16.7125,28913
41386,0.355237,-1.69603,65.2779,27.096,27836
25540,0.236668,0.436022,72.4632,15.7371,12805
9220,0.168966,0.342152,117.07,30.0139,6856
49624,0.315907,0.165721,108.22,39.0261,50173
54566,0.329745,3.35188,164.462,6.4668,41078
29247,0.141545,2.70956,254.169,13.7588,3738
36991,0.0376327,4.34907,112.377,19.1829,54541
16760,0.365514,7.58964,211.782,19.3516,56894
10709,0.0917466,1.2453,146.866,11.4167,37368
10625,0.295981,-7.65815,110.486,55.2933,19386
18237,0.711068,4.3673,92.7926,14.2636,46962
10646,0.405814,0.470235,41.6326,13.0003,5454
28478,0.642539,0.988183,191.971,9.16147,55967
16259,0.456564,0.0506848,154.902,33.8439,9963
2012,0.300138,-3.09434,176.819,20.3031,17580
38444,0.265906,-0.746396,135.534,32.6369,35395
28085,0.298283,-2.54741,68.1939,51.6634,43703
8953,0.213438,-0.044659,134.854,40.2667,5913
2560,0.322757,15.9456,90.0545,16.8773,33863
39130,0.21578,-11.2489,137.006,14.2938,44032
18695,0.216092,4.25601,138.312,48.1921,29106
11041,0.063639,5.66153,107.277,65.0381,6718
6493,0.102794,2.20424,107.669,20.5417,28540
12164,0.558129,4.42882,164.464,39.2747,12059
9061,0.151745,5.68142,120.179,44.5855,45859
23822,0.368562,-20.4609,231.229,16.5922,30289
13932,0.350804,-11.1159,76.8861,51.1484,33205
29660,0.749778,2.62527,244.256,27.9529,26287
12880,0.0555004,2.95981,116.731,62.6674,10224
27206,0.229977,-2.1995,194.752,27.0885,25056
38135,0.209234,3.02838,206.032,38.1394,18888
8263,0.359869,-0.471897,209.028,26.8764,4941
38780,0.107032,-0.699076,133.394,45.9477,32134
26995,0.0938626,-0.080965,99.9303,47.3156,35439
29399,0.0905595,0.00522975,139.852,69.7798,15127
41437,0.529994,-0.502089,53.7092,51.5577,27659
33050,0.192283,1.87217,143.553,20.4109,33113
14497,0.323491,9.11067,121.27,46.9735,25520
43244,1.04176,-3.47226,158.922,47.6677,331
16914,0.0973282,-0.0227659,171.021,34.3054,23220
9607,0.511924,-7.8756,21.4055,27.4618,15606
28164,0.334849,-5.85695,137.817,19.3838,44272
38477,0.156469,-4.69373,102.299,67.0412,45474
6292,0.122415,-1.26111,190.97,51.8753,44525
17712,0.207906,-4.52459,158.269,12.8467,152
5871,0.135424,16.6877,100.624,21.9476,34655
20637,0.199427,3.45651,139.713,47.3388,47499
31177,0.366731,-6.12345,154.143,5.72831,28993
26892,0.636834,-1.7502,66.2911,20.8556,57475
2558,0.203624,4.21929,150.433,34.8596,31188
38819,0.952362,4.80374,82.7128,58.6605,49676
1443,0.139382,2.13049,32.9304,51.6519,20155
4267,0.400515,-3.90556,127.08,26.6216,37728
527,0.239018,-3.32924,168.253,14.8948,53384
44729,0.185438,17.1167,214.599,31.2324,49752
7454,0.149168,-0.00169846,147.51,63.2087,54117
18496,0.781155,1.65665,118.611,31.3915,50965
50851,0.202153,-1.98642,100.636,6.03638,27593
50843,0.212089,45.4407,158.379,45.8444,38840
22754,0.250939,4.04047,75.5845,35.4688,54227
27994,0.147563,-0.119815,53.5358,33.4092,54701
14870,0.101578,7.43817,102.379,24.0324,5550
19936,0.709408,2.69224,38.398,51.0194,42228
50260,0.110703,-9.46192,56.1278,43.7024,48044
42131,0.372298,8.41481,212.075,7.56299,19177
29614,0.157202,-0.156788,106.591,70.1267,11006
2046,0.154694,2.3552,95.279,4.72486,13784
2714,0.150425,8.32706,94.0868,43.8519,23777
29053,0.193182,13.5176,126.028,35.2298,53582
53557,0.162517,0.949304,203.643,29.7709,47166
25918,0.136712,-1.8071,162.248,34.68,47058
17581,0.198473,3.47315,107.646,32.5341,19124
43965,0.271645,-5.4626,69.3289,35.4852,38026
42919,0.418736,11.3851,15.8715,59.2817,53932
12177,0.518523,9.0118,184.101,24.0794,38814
26638,0.430047,5.5549,245.048,34.9894,29889
23115,0.116079,3.57904,172.573,71.1879,49520
25593,0.284071,-13.376,157.392,23.8291,53713
56993,0.271019,0.760649,138.893,19.5652,19450
27207,0.34242,-0.57637,253.723,16.2822,42118
1055,0.0649176,-1.34645,254.316,52.0956,27186
48886,0.45256,12.8293,104.616,21.0023,14186
56587,0.306485,1.38944,124.957,54.7356,39272
27397,0.614957,5.25408,154.313,23.206,18967
33720,0.306077,-0.619149,86.0596,8.73979,8225
47397,0.0996047,2.36959,114.927,54.4167,1245
29463,0.533113,-2.40773,162.822,33.2654,44209
41804,0.145311,9.71115,123.899,13.678,7711
46345,0.086579,-1.97414,48.7161,55.2751,22319
37284,0.102005,12.9638,230.328,41.3445,9628
44799,1.013,-2.19942,176.825,30.2889,38559
6823,0.32181,3.97301,125.208,28.8637,8418
50512,0.532565,-6.21982,90.1502,54.1871,2254
701,0.470285,4.33596,99.8266,31.7654,44068
35405,0.198445,6.25849,56.7388,32.3228,5056
29277,0.134544,-0.593864,199.903,44.7818,41097
45723,0.0958692,4.17619,57.4234,24.563,29605
21959,0.321809,0.735487,97.009,34.1844,19256
12556,0.276259,-0.550485,115.361,50.9215,21818
49371,0.258578,7.73134,58.2565,56.9732,25540
49604,0.70257,2.0864,130.87,44.7264,43209
39156,0.295368,0.427676,124.641,70.8422,55944
51678,0.289705,-3.6726,103.907,58.2694,45394
22053,0.478551,-1.25536,48.1654,51.2203,23776
55736,0.526008,2.9656,184.763,27.7279,50073
8798,0.0503463,3.45871,42.9647,43.0209,46449
31528,0.35368,6.69028,182.43,16.3223,22718
48366,0.443934,5.78192,135.768,55.4914,27394
18811,0.267556,4.19358,112.743,58.357,33244
45892,0.284722,2.56108,159.362,19.6545,51504
31485,0.167247,-0.0384385,220.512,57.5885,2808
7374,0.513021,-0.034622,93.5902,19.6537,35492
32382,0.405705,18.2584,169.285,41.1022,9539
57184,0.694552,3.46232,112.688,24.8125,48039
48137,0.455549,-3.96663,229.704,18.2095,32049
56889,0.144234,-0.173387,100.873,24.7661,39703
48434,0.607946,4.46694,161.714,78.2452,57362
51717,0.247462,-1.02257,99.9385,11.0116,51573
44660,0.640153,7.99478,84.4175,43.7034,3969
49733,0.796633,0.438236,50.8976,49.8641,6832
18171,0.252182,0.027481,31.5256,47.2587,40473
36376,0.826592,3.28809,67.8926,17.691,54593
25672,0.138552,5.34695,87.6436,51.3561,9947
40258,0.238496,-0.468482,155.72,30.3826,27289
6556,0.329772,3.14326,125.392,57.5183,4539
40219,0.264463,7.50258,97.6002,15.2601,51533
23437,0.251501,1.96496,192.737,14.9846,22460
41121,0.271199,0.35553,98.4181,26.782,39494
22663,0.129567,0.249571,65.8694,58.8268,27828
47303,0.0831377,2.62537,189.627,8.79833,53223
34728,0.308105,3.06801,196.325,39.8039,26824
10339,0.0947524,-1.0173,130.001,39.6163,36917
56079,0.708676,5.60488,112.168,11.4786,40507
20830,0.445708,0.424676,109.962,70.0007,23196
16948,0.280939,-2.83578,49.3719,3.67625,20607
33725,0.20869,0.927163,107.599,48.8779,14511
6288,0.782323,0.0214802,176.376,30.887,32190
