all/superconduct_table_1_2.gmean_atomic_radius,all/superconduct_table_1_2.wtd_range_ElectronAffinity,all/superconduct_table_1_2.mean_ElectronAffinity,all/superconduct_table_1_2.wtd_std_FusionHeat,all/superconduct_table_1_2.std_FusionHeat,all/superconduct_table_1_2.Key_1_2,Key_0_0
172.464489098481,2.67,32.15,0.6,1.0,9625,9131
131.729022092529,71.1,69.8375,4.87416936513289,5.03790005855614,3648,17940
139.595298984601,76.7215384615385,62.09,5.61719539191988,4.43821466808445,10791,12451
147.32020804767,76.5819230769231,52.9857142857143,5.19681991332569,4.2229171269662,5487,5991
126.229902176896,32.615,71.18,10.2265713095837,9.24609049490648,21086,14400
151.327790778129,31.026,41.4425,7.8645472851271,7.00298507780789,16890,2032
131.302196551623,81.2951728571429,79.6075,4.65709100494798,4.59906411675245,15128,7843
134.590453414005,36.975,80.02,31.2441665221953,34.9279486944195,7171,19528
129.618180612088,70.20625,109.575,47.01945367013,40.3717103923032,18840,18059
173.29166165745,15.075,43.05,0.662509433895096,0.765,16039,20177
141.508276638116,75.5665634674922,74.83,5.71133029141037,5.46601989019433,14107,7299
131.302196551623,81.242,79.6075,4.66691955388659,4.59906411675245,17735,17515
170.915248176597,14.3571428571429,64.3666666666667,6.36908348899556,8.21577885670143,10350,1988
122.297736468754,18.309,49.8666666666667,19.434606383002,18.5192392452342,17103,8515
158.75862271555,34.3333333333333,93.8333333333333,9.71219165104698,9.71219165104698,19805,20706
139.595298984601,76.7255769230769,62.09,5.63096475802673,4.43821466808445,6826,20743
145.489938357383,46.8271428571429,49.65,8.69239404682658,15.0948778608061,2626,4175
155.045364686465,75.5343364197531,76.17,5.3996787529094,4.10245163774054,16621,10081
153.102072091187,62.6875,105.633333333333,8.37168441832347,10.708667309967,19434,16379
144.665913361074,80.4957142857143,88.6716666666667,6.84948584842359,7.76759511617907,12009,7360
144.041660640247,7.16666666666666,62.7,6.44396549944401,7.75,12268,4857
121.468077440518,69.7666666666667,143.5,15.5325379767764,15.3632382292565,3883,3745
138.165710401632,76.7774545454545,82.626,5.16581679316019,4.38506527203416,7617,16262
138.677125662546,76.5298461538462,57.28,10.224609547673,16.1135160829521,13707,2617
163.451714544962,76.7158846153846,64.12,6.54459933092675,6.01545015402468,2825,4165
139.000513752081,73.2890625,77.2375,5.65716290284936,4.9481552875794,13081,3384
163.560386402087,6.7224,37.15,0.44,1.25,21184,12367
133.542493259005,80.325,91.35,4.71734936815416,4.58568323698879,4553,21069
139.262368544883,29.365,61.7857142857143,4.0838288406837,4.15223181689372,6339,16614
158.223982753592,30.88876,59.45,8.02572040130978,6.54051985701443,8669,19199
126.165955891697,51.805,59.566,9.91388677247728,9.8967791447521,14901,19077
191.834492787675,65.8833333333333,97.0666666666667,7.67803504955677,8.31544747242544,14278,8004
147.7456215903,35.6272727272727,99.3666666666667,18.6255489685584,18.6637497720998,14568,14592
180.975136413818,62.0,61.2,4.57262385167301,4.85,798,10857
76.3478879865056,23.05,178.45,51.635,51.635,18434,18026
113.0596703673,97.9744186046512,81.1,14.5741087234805,15.541963868472,10516,4021
138.006405771147,74.3538461538461,82.3375,5.39915111013381,4.58575956085794,18546,659
94.5483641463815,17.0592,61.7,23.9356739802515,39.4467010309129,12901,7726
126.759615019927,89.65,106.85,4.2,4.2,4899,5709
198.796378236627,48.4333333333333,37.45,4.94974746830583,5.25,6258,11400
145.489938357383,76.6831384615385,74.4071428571429,5.51758396283937,4.37670648701388,20568,9942
141.441464390834,73.9105642256903,59.07,5.6169702761893,11.7381401865883,17120,8181
121.701753980207,30.0533333333333,89.62,32.4211708952996,35.7329875605161,2903,3178
147.985665159057,34.2142857142857,48.8571428571429,4.26044168448986,3.95979350110944,4312,13031
193.754999935486,84.0833333333333,81.35,0.11180339887499,0.15,17381,4513
144.413129186683,46.9714285714286,82.3375,4.3727330079921,4.58663719406713,13919,3516
157.658344155177,125.732,183.666666666667,3.96635292876914,3.56682242650545,13656,15286
131.591274450506,81.25625,135.2,10.4761889055312,9.85436039273985,9840,9099
166.728496170949,21.625,67.1333333333333,3.38775368053818,3.60585942907128,3040,891
142.0,0.0,1.5,0.0,0.0,18718,11043
133.375254778514,81.4264285714286,63.986,4.63830354004477,4.11736875200655,7734,9458
139.000513752081,72.7550779404818,77.2375,5.66106350142656,4.9481552875794,17946,12880
159.588184524061,74.096837944664,76.17,5.45869566782907,4.14290302082972,6652,8586
118.626847024857,68.08,136.8,4.46877623069225,6.73356270236393,4145,10137
150.058643736427,20.7666666666667,50.3333333333333,10.2667748912045,10.2667748912045,5169,19734
150.007430721753,36.6525,57.5,4.19506232820205,3.96218184842644,10800,19292
131.247857125364,10.4,57.9,10.9365848823519,11.6,160,3030
115.630562673697,59.775,206.8,15.3609281049323,14.9704894895109,8497,15514
135.794553371491,35.216875,59.446,10.1459059692814,9.25396247236826,7760,132
167.658319161101,24.92,48.3666666666667,9.68285990810566,10.4283918010188,8527,665
154.337372472517,65.9473684210526,102.4,15.245688732581,14.3576537854283,11404,15348
146.121196729093,76.9500114740304,66.244,5.37372132861259,4.16516110612783,4273,14116
123.078757653494,51.805,70.926,6.72254088403336,7.24508820098141,14241,7292
141.392153411854,76.7192307692308,66.17,6.68536379496329,6.53978512185225,6256,13417
125.493811962421,48.91,135.133333333333,4.23014184159349,5.06249828532207,17415,7304
142.332972798315,71.125,56.644,5.02843981491498,4.62784535610256,12191,9742
105.934417160649,68.8324873096447,74.65,33.6170497080762,37.7998925263022,2150,17514
155.045364686465,74.4384920634921,76.17,5.41760233235092,4.10245163774054,15909,14615
148.584487396916,71.3955112219451,62.564,5.66304503352633,4.4281001614688,17789,4248
155.199343378993,75.4235294117647,50.7742857142857,5.11380674436228,4.07674586114054,14570,19158
146.4168886257,75.742,69.5,5.31007343912388,4.04016178168922,18441,18598
173.940923265894,109.928571428571,59.3,0.922770847188575,6.28773055685082,13729,19993
120.123529670991,48.2394285714286,92.87,11.0390275303727,38.9798651285507,17282,19433
168.481452985188,6.119,58.95,1.12182485263966,1.15,4464,5835
159.893771207227,18.4714285714286,65.15,4.5362845535769,6.22075558111714,9292,13245
188.780295581928,8.66666666666666,76.9,0.329983164553722,0.35,6747,8923
144.214209469418,73.1534954407295,53.3033333333333,5.14405083095161,4.26970341150556,8087,6278
154.729178733072,76.2965065097531,63.7866666666667,5.39204487105067,3.80257463948952,8190,9130
135.5569339502,78.6571587125416,71.006,4.88539230505663,4.20128197577835,935,15271
155.938199338429,74.7607003891051,72.09,5.58228936036722,4.4553048649896,9925,17628
134.66503454858,81.2886428571429,86.386,4.68665501662945,5.82042863026427,6822,21141
131.302196551623,81.4804186841356,79.6075,4.65537849078661,4.59906411675245,7213,248
158.839541676498,179.3315,166.55,1.8794796487326,2.75,10500,1802
161.718877230019,51.3304285714286,60.72,4.36461516642881,4.07358380299215,2921,12453
120.739873298264,104.885185185185,92.3,14.9823125603848,15.863739814082,8366,17249
153.068612066615,88.52,64.3,1.81011739950756,1.975,15304,5675
152.996731991242,19.35,56.9,0.433012701892219,0.5,11869,18579
113.120944982493,67.8,90.1333333333333,36.1203322243858,43.5313169517711,17317,19128
140.945228496831,75.6973333333333,84.49,5.7984766121993,5.70995739388658,8521,12134
110.140120919945,72.8326339285714,123.438333333333,5.07600634459763,4.89136932656786,4288,2941
119.250026663827,92.1762857142857,129.334,4.32687104744577,4.51294039845421,14523,10106
133.375254778514,81.4249285714286,63.986,4.6390844934642,4.11736875200655,15828,14209
160.157449176823,24.92,49.4,7.72129522813368,7.83170195778386,10249,19543
138.648997552587,76.4330769230769,55.0166666666667,4.93577368323052,4.03449872970608,3662,18313
136.782834706684,49.2567647058823,66.1333333333333,4.97835004837469,6.08176440955528,1711,1936
140.64767930516,95.8731343283582,110.3,5.32508285133479,6.02785386536719,14487,20874
172.858323490655,11.225,109.15,2.38156986040721,2.75,16102,11427
147.924890717573,39.5689166666667,64.8,3.94671813342318,3.87922110843959,7529,20493
145.718824075364,40.3285714285714,63.61,4.98620845688487,6.10679731446853,4885,14142
128.740025194666,75.8870967741936,74.6375,4.23151291903949,4.75542224728783,20662,17851
177.0,0.0,206.8,0.0,0.0,13036,17709
137.77155003846,5.3,93.6,11.8645480318468,13.7,20704,12539
150.497049610273,76.701,66.644,6.20517910235536,5.62816977711227,9138,19143
67.0,0.0,155.4,0.0,0.0,20360,2679
148.986149748486,81.0314285714286,89.0716666666667,7.42317978513581,8.50666800548579,7262,10930
136.652833253888,74.5926315789474,67.0166666666667,5.27713958098535,4.1758554679118,15016,11838
162.034232072105,46.894,73.9325,9.36427252913968,8.54469864886995,5827,7412
140.282965106421,97.8235294117647,89.8666666666667,14.6977143339908,15.9724304419278,15540,15863
139.000513752081,73.2890625,77.2375,5.65716290284936,4.9481552875794,12183,15841
160.910379765458,28.71,56.4125,8.00709957934832,7.16497557567365,9777,15422
153.384950209046,80.7664285714286,79.1216666666667,7.44337031820113,7.75980530254035,2138,7558
143.823800617424,75.995,56.8714285714286,5.29749235634706,3.8808939218501,1264,9594
133.542493259005,33.69375,91.35,4.56101271649181,4.58568323698879,20154,20207
185.0,0.0,107.6,0.0,0.0,13678,15663
155.471334782666,59.8774375,60.3866666666667,4.2567946843106,4.10724786201174,5077,7207
169.46386045408,21.55,88.5,0.519615242270663,0.6,10146,2261
161.714286781057,30.15696,44.3375,8.0163127539786,7.15973986957627,7881,8896
158.223982753592,74.2248062015504,76.17,5.51688433132296,4.40988315491465,8125,1408
142.1243373044,51.3,66.5,38.5810834477209,38.5810834477209,18105,5836
147.966651071842,50.5572857142857,76.47,4.68392824628287,11.9756137813475,14446,4281
155.938199338429,75.387432536623,72.09,5.57684062320286,4.4553048649896,13746,20842
125.31525756624,18.7312,15.6333333333333,19.4428003657452,18.385199361322,19665,18092
152.568049894821,7.871,35.0666666666667,3.72326197708407,5.02460612054982,20114,7211
133.425311183972,75.742,73.1,5.2534095696668,4.36102637460495,18637,5573
140.894424794025,75.7936,69.5,5.23729107925929,4.10193944643533,3932,13349
144.130036670764,76.6713157894737,66.1,5.28268288065733,4.16096630069934,4006,378
139.000513752081,74.1698804473583,77.2375,5.65012251763483,4.9481552875794,863,5268
131.302196551623,80.6530249362426,79.6075,4.63846504605702,4.59906411675245,3209,13408
174.134781197745,20.4144,110.3,7.78674528429234,9.58140386373521,6932,9937
162.348406271844,76.701,64.12,6.78315129850879,6.64210613351585,20195,5402
149.92331373072,24.75,79.95,1.5,1.5,17271,18347
149.268018763625,80.325,83.38,4.94065805695095,4.34297195938449,4875,56
146.638012714645,34.1071428571429,47.9714285714286,4.51968732890013,4.31032321341238,17171,4362
160.123992428581,62.22375,96.3666666666667,8.34942279067841,8.56387762640266,4316,8035
157.751611455964,75.5380281690141,56.625,5.42151383507232,3.78749352768057,18216,2786
139.405300509911,84.921875,155.066666666667,10.2677004893912,10.5742023602518,8711,12555
135.507009799709,117.477941176471,108.9,14.3724480819122,14.4857470179023,15638,5663
131.302196551623,82.5329172510519,79.6075,4.61637446970167,4.59906411675245,16861,3206
119.180535323517,93.2333333333333,93.25,44.1234631460406,46.8,2362,8525
155.938199338429,75.5423076923077,72.09,5.575434617283,4.4553048649896,5655,15115
126.229902176896,33.995,71.18,10.1945515227498,9.24609049490648,9297,18848
145.426116832014,76.7192307692308,55.4533333333333,5.36065202527591,3.80250706771204,7271,7472
195.862843095885,15.100125,40.5666666666667,0.919463429125922,1.15758369027902,1616,3620
143.864697369125,43.2661691542289,102.166666666667,19.6200462334475,19.5284976949642,20470,2296
134.66503454858,81.2886428571429,86.386,4.69371210248567,5.82042863026427,4113,13044
151.484349356656,92.7928260869565,63.02,10.7386229487555,9.79242261904581,5156,18330
145.14385400984,33.9807142857143,59.9857142857143,4.98079939694956,5.54380806276107,4292,11912
160.910379765458,29.7116,56.4125,8.01936794556778,7.16497557567365,19794,17661
171.895316981004,18.5,84.3,2.6,2.6,15658,14153
131.729022092529,74.3831942789034,69.8375,4.6347329890913,5.03790005855614,6756,5563
164.284804076956,76.6563461538461,64.12,5.50714194875954,3.91052944696182,7214,2636
154.534785728004,15.8,76.9,3.95,3.95,6686,189
139.595298984601,75.998,62.09,5.77378878457542,4.43821466808445,3306,9787
149.148362612274,75.5380281690141,63.0033333333333,5.701014925993,5.01127578566576,19481,8533
154.67708298258,85.8175,117.95,1.63385854650885,2.15,4787,4144
114.179925171495,18.325,24.5666666666667,19.4234966528229,19.0151401666029,11070,4949
156.461650243934,116.68,151.8,3.5841766449524,3.47019051670398,15281,7585
147.885746700867,81.0754285714286,75.77,4.67399394828143,4.11426365708373,15453,10362
141.25271687766,80.6066428571429,79.3,4.87402613977649,4.55396414566474,3295,19624
123.428863205025,30.9617886178862,82.76,30.7885777402535,33.804283752211,4737,4062
189.736659610103,134.0,92.5,3.0,5.0,19298,14431
133.375254778514,81.4264285714286,63.986,4.65567254781186,4.11736875200655,18843,10264
143.115338101826,34.05,70.65,7.465,7.465,19102,20301
133.425311183972,29.49125,73.1,3.87350460661918,4.36102637460495,15464,7427
180.975136413818,62.0,61.2,4.57262385167301,4.85,19075,11857
148.97073130489,131.240983606557,96.1,16.0780128826033,15.953926023257,1438,3901
130.376815981951,89.4555555555555,88.6,14.7634781241071,16.3916572546999,18730,2593
